time,Oklahoma City,pts.away,score,pts.home,Houston
4:41.0,,,85-102,,P. Beverley enters the game for J. Terry
4:36.0,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook),2,87-102,,
4:36.0,Shooting foul by T. Ariza (drawn by S. Ibaka),,87-102,,
4:36.0,S. Ibaka makes free throw 1 of 1,1,88-102,,
4:22.0,,,88-102,,T. Ariza misses 3-pt shot from 24 ft
4:20.0,,,88-102,,Offensive rebound by J. Harden
4:20.0,Loose ball foul by R. Westbrook (drawn by J. Harden),,88-102,,
4:01.0,,,88-102,,C. Brewer misses 3-pt shot from 23 ft
3:59.0,Defensive rebound by S. Ibaka,,88-102,,
3:46.0,D. Waiters makes 3-pt shot from 24 ft (assist by R. Jackson),3,91-102,,
3:21.0,,,91-102,,Shooting foul by R. Westbrook (drawn by J. Harden)
3:21.0,,,91-103,1,J. Harden makes free throw 1 of 3
3:21.0,,,91-104,1,J. Harden makes free throw 2 of 3
3:21.0,,,91-105,1,J. Harden makes free throw 3 of 3
3:11.0,D. Waiters misses 3-pt shot from 22 ft,,91-105,,
3:09.0,,,91-105,,Defensive rebound by D. Howard
3:00.0,,,91-108,3,T. Ariza makes 3-pt shot from 22 ft (assist by J. Harden)
2:58.0,Oklahoma City full timeout,,91-108,,
2:58.0,I. Smith enters the game for K. Durant,,91-108,,
2:58.0,A. Morrow enters the game for S. Ibaka,,91-108,,
2:58.0,P. Jones enters the game for R. Westbrook,,91-108,,
2:58.0,J. Lamb enters the game for R. Jackson,,91-108,,
2:47.0,P. Jones misses 3-pt shot from 25 ft,,91-108,,
2:45.0,,,91-108,,Defensive rebound by J. Harden
2:25.0,,,91-108,,P. Beverley misses 3-pt shot from 25 ft
2:24.0,Defensive rebound by J. Lamb,,91-108,,
2:18.0,D. Waiters makes 3-pt shot from 24 ft (assist by J. Lamb),3,94-108,,
1:53.0,,,94-108,,T. Ariza misses 3-pt shot from 22 ft
1:51.0,Defensive rebound by I. Smith,,94-108,,
1:46.0,D. Waiters makes 2-pt shot from 1 ft (assist by I. Smith),2,96-108,,
1:39.0,,,96-108,,Houston full timeout
1:39.0,,,96-108,,K. Papanikolaou enters the game for T. Ariza
1:39.0,,,96-108,,J. Dorsey enters the game for D. Howard
1:39.0,,,96-108,,A. Shved enters the game for J. Harden
1:39.0,,,96-108,,D. Motiejunas enters the game for P. Beverley
1:28.0,,,96-108,,A. Shved misses 3-pt shot from 24 ft
1:25.0,Defensive rebound by D. Waiters,,96-108,,
1:18.0,D. Waiters misses 2-pt shot from 19 ft,,96-108,,
1:17.0,,,96-108,,Defensive rebound by J. Dorsey
1:03.0,,,96-108,,D. Motiejunas misses 3-pt shot from 23 ft
1:02.0,,,96-108,,Offensive rebound by J. Dorsey
1:01.0,,,96-108,,Shooting foul by P. Jones (drawn by J. Dorsey)
1:01.0,,,96-109,1,J. Dorsey makes free throw 1 of 2
1:01.0,,,96-109,,J. Dorsey misses free throw 2 of 2
1:01.0,Defensive rebound by J. Lamb,,96-109,,
0:51.0,J. Lamb makes 3-pt shot from 26 ft,3,99-109,,
0:38.0,,,99-112,3,C. Brewer makes 3-pt shot from 24 ft (assist by J. Dorsey)
0:25.0,D. Waiters makes 2-pt shot at rim (assist by I. Smith),2,101-112,,
0:01.0,,,101-112,,Turnover by Team (shot clock)
0:00.0,J. Lamb misses 3-pt shot from 58 ft,,101-112,,
0:00.0,Offensive rebound by Team,,101-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
