time,Milwaukee,pts.away,score,pts.home,Houston
4:21.0,G. Antetokounmpo makes free throw 2 of 2,1,100-105,,
4:08.0,,,100-105,,P. Beverley misses 2-pt shot at rim
4:07.0,Defensive rebound by J. Bayless,,100-105,,
4:03.0,Shooting foul by C. Brewer (drawn by K. Middleton),,100-105,,
4:03.0,K. Middleton makes free throw 1 of 2,1,101-105,,
4:03.0,K. Middleton makes free throw 2 of 2,1,102-105,,
3:49.0,,,102-105,,P. Beverley misses 3-pt shot from 23 ft
3:48.0,,,102-105,,Offensive rebound by C. Brewer
3:44.0,,,102-105,,T. Ariza misses 3-pt shot from 25 ft
3:43.0,,,102-105,,Offensive rebound by C. Brewer
3:34.0,,,102-105,,Shooting foul by G. Antetokounmpo (drawn by J. Harden)
3:34.0,,,102-106,1,J. Harden makes free throw 1 of 2
3:34.0,,,102-107,1,J. Harden makes free throw 2 of 2
3:12.0,J. Bayless makes 2-pt shot from 2 ft,2,104-107,,
2:59.0,,,104-110,3,T. Ariza makes 3-pt shot from 22 ft (assist by J. Smith)
2:37.0,G. Antetokounmpo makes 2-pt shot at rim,2,106-110,,
2:16.0,,,106-110,,T. Ariza misses 2-pt shot from 2 ft
2:15.0,Defensive rebound by O. Mayo,,106-110,,
2:05.0,K. Middleton misses 3-pt shot from 23 ft,,106-110,,
2:04.0,,,106-110,,Defensive rebound by J. Smith
1:57.0,,,106-110,,Houston full timeout
1:39.0,,,106-110,,Turnover by Team (shot clock)
1:30.0,B. Knight misses 3-pt shot from 23 ft,,106-110,,
1:29.0,,,106-110,,Defensive rebound by C. Brewer
1:09.0,,,106-110,,P. Beverley misses 3-pt shot from 25 ft
1:08.0,Defensive rebound by G. Antetokounmpo,,106-110,,
1:02.0,Turnover by G. Antetokounmpo (lost ball; steal by J. Harden),,106-110,,
0:58.0,,,106-110,,Houston full timeout
0:43.0,Personal foul by K. Middleton (drawn by J. Harden),,106-110,,
0:43.0,,,106-111,1,J. Harden makes free throw 1 of 2
0:43.0,,,106-112,1,J. Harden makes free throw 2 of 2
0:43.0,Milwaukee full timeout,,106-112,,
0:32.0,G. Antetokounmpo makes 2-pt shot from 4 ft,2,108-112,,
0:31.0,Personal foul by B. Knight (drawn by P. Beverley),,108-112,,
0:31.0,,,108-112,,P. Beverley misses free throw 1 of 2
0:31.0,,,108-112,,Offensive rebound by Team
0:31.0,,,108-113,1,P. Beverley makes free throw 2 of 2
0:31.0,Milwaukee full timeout,,108-113,,
0:25.0,K. Middleton misses 3-pt shot from 25 ft,,108-113,,
0:24.0,,,108-113,,Defensive rebound by C. Brewer
0:23.0,Personal foul by G. Antetokounmpo (drawn by C. Brewer),,108-113,,
0:23.0,,,108-114,1,C. Brewer makes free throw 1 of 2
0:23.0,,,108-115,1,C. Brewer makes free throw 2 of 2
0:18.0,J. Bayless makes 2-pt shot from 3 ft,2,110-115,,
0:16.0,Personal foul by J. Bayless (drawn by J. Harden),,110-115,,
0:16.0,,,110-115,,J. Harden misses free throw 1 of 2
0:16.0,,,110-115,,Offensive rebound by Team
0:16.0,,,110-115,,J. Harden misses free throw 2 of 2
0:16.0,Defensive rebound by G. Antetokounmpo,,110-115,,
0:16.0,Milwaukee full timeout,,110-115,,
0:13.0,O. Mayo misses 3-pt shot from 24 ft,,110-115,,
0:12.0,,,110-115,,Defensive rebound by C. Brewer
0:11.0,Personal foul by J. Bayless (drawn by C. Brewer),,110-115,,
0:11.0,,,110-116,1,C. Brewer makes free throw 1 of 2
0:11.0,,,110-117,1,C. Brewer makes free throw 2 of 2
0:07.0,Shooting foul by C. Brewer (drawn by J. Bayless),,110-117,,
0:07.0,,,110-117,,J. Terry enters the game for C. Brewer
0:07.0,J. Bayless misses free throw 1 of 2,,110-117,,
0:07.0,Offensive rebound by Team,,110-117,,
0:07.0,J. Bayless makes free throw 2 of 2,1,111-117,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
