time,Boston,pts.away,score,pts.home,Milwaukee
0:46.0,Defensive rebound by J. Sullinger,,91-94,,
0:44.0,Boston full timeout,,91-94,,
0:44.0,T. Prince enters the game for M. Smart,,91-94,,
0:29.0,J. Crowder makes 2-pt shot at rim,2,93-94,,
0:29.0,,,93-94,,Violation by J. Henson (def goaltending)
0:29.0,M. Smart enters the game for T. Prince,,93-94,,
0:29.0,,,93-94,,J. Bayless enters the game for J. Henson
0:29.0,B. Bass enters the game for J. Sullinger,,93-94,,
0:07.0,,,93-96,2,B. Knight makes 2-pt shot from 18 ft
0:07.0,Boston full timeout,,93-96,,
0:07.0,J. Sullinger enters the game for B. Bass,,93-96,,
0:02.0,J. Crowder misses 2-pt shot from 18 ft,,93-96,,
0:01.0,Offensive rebound by M. Smart,,93-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
