time,New Orleans,pts.away,score,pts.home,Denver
2:37.0,Defensive rebound by A. Ajinca,,91-114,,
2:31.0,Shooting foul by J. Nurkic (drawn by J. Withey),,91-114,,
2:31.0,,,91-114,,Denver full timeout
2:31.0,J. Withey makes free throw 1 of 2,1,92-114,,
2:31.0,J. Withey misses free throw 2 of 2,,92-114,,
2:29.0,,,92-114,,Defensive rebound by J. Nurkic
2:15.0,,,92-114,,J. Nurkic misses 2-pt shot from 3 ft
2:12.0,Defensive rebound by D. Miller,,92-114,,
2:03.0,D. Miller misses 2-pt shot from 20 ft,,92-114,,
2:00.0,,,92-114,,Defensive rebound by D. Gallinari
1:52.0,,,92-114,,A. Gee misses 2-pt shot at rim
1:51.0,,,92-114,,Offensive rebound by N. Robinson
1:47.0,,,92-114,,N. Robinson misses 2-pt shot from 15 ft
1:46.0,Defensive rebound by A. Ajinca,,92-114,,
1:28.0,Shooting foul by N. Robinson (drawn by A. Ajinca),,92-114,,
1:28.0,A. Ajinca makes free throw 1 of 2,1,93-114,,
1:28.0,A. Ajinca makes free throw 2 of 2,1,94-114,,
1:03.0,,,94-114,,D. Gallinari misses 2-pt shot from 18 ft
1:00.0,Defensive rebound by L. Babbitt,,94-114,,
0:55.0,Shooting foul by J. Nurkic (drawn by A. Rivers),,94-114,,
0:55.0,A. Rivers misses free throw 1 of 2,,94-114,,
0:55.0,Offensive rebound by Team,,94-114,,
0:55.0,A. Rivers makes free throw 2 of 2,1,95-114,,
0:35.0,,,95-114,,Turnover by R. Foye (lost ball; steal by A. Rivers)
0:35.0,,,95-114,,Personal foul by N. Robinson (drawn by A. Rivers)
0:35.0,A. Rivers makes free throw 1 of 2,1,96-114,,
0:35.0,A. Rivers makes free throw 2 of 2,1,97-114,,
0:13.0,,,97-117,3,D. Gallinari makes 3-pt shot from 26 ft (assist by R. Foye)
0:03.0,L. Babbitt misses 2-pt shot from 2 ft (block by J. Nurkic),,97-117,,
0:01.0,Offensive rebound by J. Withey,,97-117,,
0:01.0,J. Withey misses 2-pt shot from 4 ft,,97-117,,
0:01.0,,,97-117,,Defensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
