time,Detroit,pts.away,score,pts.home,Cleveland
1:06.0,,,98-80,,Defensive rebound by A. Price
1:03.0,Personal foul by B. Jennings (drawn by A. Price),,98-80,,
1:03.0,,,98-80,,A. Price misses free throw 1 of 2
1:03.0,,,98-80,,Offensive rebound by Team
1:03.0,J. Anthony enters the game for A. Drummond,,98-80,,
1:03.0,,,98-80,,A. Price misses free throw 2 of 2
1:02.0,Defensive rebound by K. Singler,,98-80,,
0:48.0,K. Singler makes 3-pt shot from 24 ft (assist by B. Jennings),3,101-80,,
0:33.0,,,101-80,,J. Jones misses 3-pt shot from 25 ft
0:32.0,Defensive rebound by J. Jerebko,,101-80,,
0:12.0,J. Jerebko makes 2-pt shot from 20 ft (assist by B. Jennings),2,103-80,,
0:03.0,,,103-80,,A. Price misses 3-pt shot from 25 ft
0:02.0,Defensive rebound by J. Meeks,,103-80,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
