time,Milwaukee,pts.away,score,pts.home,Brooklyn
2:03.0,O. Mayo misses 2-pt shot from 20 ft,,91-93,,
2:02.0,Offensive rebound by J. Parker,,91-93,,
2:00.0,J. Parker makes 2-pt shot from 2 ft,2,93-93,,
1:45.0,,,93-93,,D. Williams misses 3-pt shot from 23 ft
1:43.0,,,93-93,,Offensive rebound by K. Garnett
1:32.0,,,93-93,,K. Garnett misses 2-pt shot from 20 ft
1:31.0,Defensive rebound by J. Parker,,93-93,,
1:26.0,Turnover by J. Henson (offensive foul),,93-93,,
1:26.0,Offensive foul by J. Henson,,93-93,,
1:26.0,,,93-93,,Brooklyn full timeout
1:16.0,,,93-93,,J. Johnson misses 2-pt shot from 5 ft
1:15.0,,,93-93,,Offensive rebound by B. Lopez
1:14.0,,,93-95,2,B. Lopez makes 2-pt shot at rim
0:55.0,Turnover by G. Antetokounmpo (traveling),,93-95,,
0:34.0,,,93-95,,D. Williams misses 3-pt shot from 24 ft
0:33.0,Defensive rebound by O. Mayo,,93-95,,
0:30.0,O. Mayo makes 2-pt shot from 1 ft,2,95-95,,
0:06.0,,,95-95,,K. Garnett misses 3-pt shot from 25 ft
0:05.0,Defensive rebound by B. Knight,,95-95,,
0:05.0,Milwaukee full timeout,,95-95,,
0:05.0,E. Ilyasova enters the game for J. Parker,,95-95,,
0:05.0,K. Middleton enters the game for J. Henson,,95-95,,
0:05.0,,,95-95,,A. Anderson enters the game for B. Lopez
0:00.0,O. Mayo misses 2-pt shot from 4 ft,,95-95,,
0:00.0,Offensive rebound by Team,,95-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: B. Lopez vs. Z. Pachulia (K. Garnett gains possession),,,,Jump ball: B. Lopez vs. Z. Pachulia (K. Garnett gains possession)
4:36.0,,,95-98,3,B. Bogdanovic makes 3-pt shot from 25 ft (assist by J. Johnson)
4:18.0,O. Mayo misses 3-pt shot from 25 ft,,95-98,,
4:17.0,,,95-98,,Defensive rebound by J. Johnson
4:04.0,,,95-98,,Turnover by B. Lopez (bad pass; steal by B. Knight)
3:54.0,J. Parker misses 2-pt shot from 3 ft,,95-98,,
3:53.0,Offensive rebound by Team,,95-98,,
3:53.0,,,95-98,,Loose ball foul by J. Johnson (drawn by J. Parker)
3:40.0,Z. Pachulia makes 2-pt shot from 4 ft,2,97-98,,
3:34.0,Personal foul by O. Mayo (drawn by B. Bogdanovic),,97-98,,
3:25.0,,,97-100,2,B. Lopez makes 2-pt shot from 10 ft
3:08.0,Shooting foul by B. Lopez (drawn by J. Parker),,97-100,,
3:08.0,J. Parker makes free throw 1 of 2,1,98-100,,
3:08.0,J. Parker makes free throw 2 of 2,1,99-100,,
2:57.0,,,99-100,,Turnover by D. Williams (bad pass; steal by J. Parker)
2:51.0,G. Antetokounmpo makes 2-pt shot from 2 ft (assist by J. Parker),2,101-100,,
2:30.0,,,101-102,2,J. Johnson makes 2-pt shot from 10 ft
2:30.0,,,101-102,,Shooting foul by G. Antetokounmpo (drawn by J. Johnson)
2:30.0,,,101-103,1,J. Johnson makes free throw 1 of 1
2:18.0,,,101-103,,Personal foul by J. Johnson (drawn by G. Antetokounmpo)
2:07.0,J. Parker makes 2-pt shot from 3 ft (assist by B. Knight),2,103-103,,
1:55.0,,,103-103,,Turnover by D. Williams (bad pass)
1:35.0,Z. Pachulia misses 2-pt shot from 2 ft (block by B. Lopez),,103-103,,
1:34.0,,,103-103,,Defensive rebound by J. Johnson
1:21.0,,,103-103,,B. Bogdanovic misses 3-pt shot from 24 ft
1:20.0,Defensive rebound by G. Antetokounmpo,,103-103,,
0:58.0,Z. Pachulia misses 2-pt shot from 3 ft,,103-103,,
0:57.0,,,103-103,,Defensive rebound by K. Garnett
0:54.0,,,103-103,,Brooklyn full timeout
0:42.0,,,103-105,2,J. Johnson makes 2-pt shot from 11 ft
0:33.0,B. Knight misses 2-pt shot from 2 ft (block by B. Lopez),,103-105,,
0:31.0,Offensive rebound by Team,,103-105,,
0:31.0,Milwaukee full timeout,,103-105,,
0:21.0,Shooting foul by D. Williams (drawn by O. Mayo),,103-105,,
0:21.0,O. Mayo makes free throw 1 of 2,1,104-105,,
0:21.0,O. Mayo makes free throw 2 of 2,1,105-105,,
0:21.0,,,105-105,,Brooklyn full timeout
0:21.0,,,105-105,,M. Teletovic enters the game for K. Garnett
0:03.0,,,105-105,,Turnover by J. Johnson (bad pass; steal by B. Knight)
0:01.0,B. Knight misses 2-pt shot from 2 ft,,105-105,,
0:00.0,Offensive rebound by Team,,105-105,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: B. Lopez vs. Z. Pachulia (D. Williams gains possession),,,,Jump ball: B. Lopez vs. Z. Pachulia (D. Williams gains possession)
4:35.0,,,105-105,,B. Bogdanovic misses 3-pt shot from 27 ft
4:34.0,Defensive rebound by G. Antetokounmpo,,105-105,,
4:18.0,O. Mayo makes 2-pt shot from 6 ft (assist by B. Knight),2,107-105,,
3:59.0,,,107-105,,D. Williams misses 2-pt shot from 23 ft
3:58.0,,,107-105,,Offensive rebound by B. Bogdanovic
3:57.0,,,107-107,2,B. Bogdanovic makes 2-pt shot from 1 ft
3:43.0,Turnover by J. Parker (bad pass; steal by B. Lopez),,107-107,,
3:42.0,,,107-107,,Turnover by B. Lopez (bad pass)
3:42.0,,,107-107,,J. Jack enters the game for M. Teletovic
3:26.0,B. Knight misses 3-pt shot from 27 ft,,107-107,,
3:25.0,,,107-107,,Defensive rebound by B. Bogdanovic
3:04.0,,,107-107,,J. Johnson misses 2-pt shot from 18 ft
3:03.0,Defensive rebound by G. Antetokounmpo,,107-107,,
2:58.0,Milwaukee full timeout,,107-107,,
2:45.0,Z. Pachulia misses 2-pt shot from 19 ft,,107-107,,
2:44.0,,,107-107,,Defensive rebound by B. Lopez
2:34.0,Personal foul by Z. Pachulia (drawn by B. Lopez),,107-107,,
2:26.0,,,107-107,,Shooting foul by G. Antetokounmpo (drawn by B. Bogdanovic)
2:26.0,,,107-107,,B. Bogdanovic misses free throw 1 of 2
2:26.0,,,107-107,,Offensive rebound by Team
2:26.0,,,107-108,1,B. Bogdanovic makes free throw 2 of 2
2:11.0,G. Antetokounmpo misses 3-pt shot from 24 ft,,107-108,,
2:10.0,,,107-108,,Defensive rebound by J. Jack
1:56.0,,,107-110,2,B. Lopez makes 2-pt shot from 6 ft
1:39.0,B. Knight misses 3-pt shot from 25 ft,,107-110,,
1:38.0,,,107-110,,Defensive rebound by J. Jack
1:21.0,Personal foul by Z. Pachulia (drawn by B. Lopez),,107-110,,
1:07.0,,,107-110,,B. Lopez misses 2-pt shot from 14 ft
1:06.0,,,107-110,,Offensive rebound by Team
0:51.0,,,107-110,,Turnover by B. Lopez (lost ball; steal by Z. Pachulia)
0:47.0,G. Antetokounmpo makes 2-pt shot from 1 ft,2,109-110,,
0:36.0,,,109-110,,Brooklyn full timeout
0:24.0,,,109-112,2,J. Jack makes 2-pt shot from 19 ft (assist by D. Williams)
0:24.0,Milwaukee full timeout,,109-112,,
0:24.0,E. Ilyasova enters the game for J. Parker,,109-112,,
0:24.0,,,109-112,,K. Garnett enters the game for B. Lopez
0:20.0,B. Knight makes 3-pt shot from 24 ft (assist by E. Ilyasova),3,112-112,,
0:20.0,,,112-112,,Brooklyn full timeout
0:20.0,J. Parker enters the game for E. Ilyasova,,112-112,,
0:20.0,,,112-112,,B. Lopez enters the game for K. Garnett
0:01.0,,,112-112,,J. Johnson misses 2-pt shot from 12 ft
0:00.0,,,112-112,,Offensive rebound by Team
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
5:00.0,Start of 3rd overtime,,,,Start of 3rd overtime
5:00.0,Jump ball: J. Henson vs. B. Lopez (K. Middleton gains possession),,,,Jump ball: J. Henson vs. B. Lopez (K. Middleton gains possession)
4:41.0,E. Ilyasova makes 2-pt shot from 7 ft (assist by K. Middleton),2,114-112,,
4:26.0,,,114-112,,B. Lopez misses 2-pt shot from 1 ft (block by J. Henson)
4:24.0,Defensive rebound by Team,,114-112,,
4:12.0,J. Henson misses 2-pt shot from 6 ft,,114-112,,
4:12.0,Offensive rebound by Team,,114-112,,
4:12.0,,,114-112,,Loose ball foul by M. Teletovic (drawn by E. Ilyasova)
3:57.0,E. Ilyasova makes 2-pt shot from 4 ft (assist by G. Antetokounmpo),2,116-112,,
3:31.0,,,116-112,,Turnover by Team (shot clock)
3:31.0,,,116-112,,J. Jack enters the game for M. Teletovic
3:31.0,,,116-112,,K. Garnett enters the game for B. Lopez
3:14.0,B. Knight misses 2-pt shot from 15 ft,,116-112,,
3:13.0,,,116-112,,Defensive rebound by K. Garnett
2:57.0,,,116-115,3,B. Bogdanovic makes 3-pt shot from 25 ft (assist by K. Garnett)
2:41.0,K. Middleton makes 2-pt shot from 12 ft (assist by B. Knight),2,118-115,,
2:23.0,,,118-115,,J. Jack misses 2-pt shot from 1 ft (block by J. Henson)
2:21.0,Defensive rebound by B. Knight,,118-115,,
2:04.0,B. Knight misses 3-pt shot from 25 ft,,118-115,,
2:03.0,,,118-115,,Defensive rebound by B. Bogdanovic
1:52.0,,,118-115,,D. Williams misses 2-pt shot from 11 ft
1:51.0,Defensive rebound by J. Henson,,118-115,,
1:44.0,Milwaukee full timeout,,118-115,,
1:44.0,Z. Pachulia enters the game for J. Henson,,118-115,,
1:32.0,K. Middleton makes 2-pt shot from 14 ft (assist by B. Knight),2,120-115,,
1:18.0,Personal foul by K. Middleton (drawn by K. Garnett),,120-115,,
1:06.0,,,120-115,,B. Bogdanovic misses 3-pt shot from 23 ft
1:05.0,,,120-115,,Offensive rebound by K. Garnett
0:57.0,,,120-118,3,D. Williams makes 3-pt shot from 26 ft (assist by J. Jack)
0:39.0,K. Middleton misses 2-pt shot from 21 ft,,120-118,,
0:38.0,,,120-118,,Defensive rebound by J. Johnson
0:20.0,,,120-118,,B. Bogdanovic misses 3-pt shot from 24 ft
0:19.0,Defensive rebound by G. Antetokounmpo,,120-118,,
0:17.0,Milwaukee full timeout,,120-118,,
0:17.0,,,120-118,,A. Anderson enters the game for D. Williams
0:17.0,,,120-118,,M. Teletovic enters the game for K. Garnett
0:17.0,Milwaukee full timeout,,120-118,,
0:17.0,O. Mayo enters the game for G. Antetokounmpo,,120-118,,
0:16.0,,,120-118,,Personal foul by J. Jack (drawn by K. Middleton)
0:16.0,,,120-118,,Brooklyn full timeout
0:16.0,,,120-118,,D. Williams enters the game for A. Anderson
0:16.0,G. Antetokounmpo enters the game for Z. Pachulia,,120-118,,
0:08.0,,,120-118,,J. Johnson misses 2-pt shot from 16 ft
0:07.0,Defensive rebound by E. Ilyasova,,120-118,,
0:06.0,,,120-118,,Personal foul by M. Teletovic (drawn by B. Knight)
0:06.0,B. Knight makes free throw 1 of 2,1,121-118,,
0:06.0,,,121-118,,K. Garnett enters the game for J. Johnson
0:06.0,,,121-118,,B. Lopez enters the game for M. Teletovic
0:06.0,B. Knight makes free throw 2 of 2,1,122-118,,
0:06.0,,,122-118,,Brooklyn full timeout
0:06.0,,,122-118,,J. Johnson enters the game for K. Garnett
0:02.0,,,122-118,,J. Jack misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by G. Antetokounmpo,,122-118,,
0:00.0,End of 3rd overtime,,,,End of 3rd overtime
