time,Indiana,pts.away,score,pts.home,Boston
2:40.0,,,80-95,,A. Bradley enters the game for K. Olynyk
2:40.0,,,80-96,1,J. Crowder makes free throw 2 of 2
2:27.0,S. Hill makes 2-pt shot from 9 ft,2,82-96,,
2:06.0,,,82-99,3,A. Bradley makes 3-pt shot from 25 ft (assist by E. Turner)
1:51.0,S. Hill misses 2-pt shot from 8 ft,,82-99,,
1:50.0,,,82-99,,Defensive rebound by E. Turner
1:48.0,,,82-99,,Shooting foul by G. Hill (drawn by J. Crowder)
1:48.0,,,82-99,,J. Crowder misses free throw 1 of 2
1:48.0,,,82-99,,Offensive rebound by Team
1:48.0,,,82-100,1,J. Crowder makes free throw 2 of 2
1:40.0,G. Hill misses 3-pt shot from 25 ft,,82-100,,
1:38.0,Offensive rebound by D. West,,82-100,,
1:34.0,G. Hill makes 2-pt shot at rim (assist by D. West),2,84-100,,
1:12.0,,,84-100,,A. Bradley misses 3-pt shot from 23 ft
1:11.0,,,84-100,,Offensive rebound by Team
0:57.0,,,84-100,,J. Crowder misses 3-pt shot from 24 ft
0:56.0,Defensive rebound by D. West,,84-100,,
0:52.0,C. Miles misses 3-pt shot from 24 ft,,84-100,,
0:51.0,,,84-100,,Defensive rebound by E. Turner
0:29.0,,,84-100,,A. Bradley misses 3-pt shot from 23 ft
0:28.0,Defensive rebound by G. Hill,,84-100,,
0:22.0,G. Hill makes 3-pt shot from 27 ft,3,87-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
