time,Boston,pts.away,score,pts.home,Indiana
1:58.0,,,84-78,2,D. West makes 2-pt shot from 7 ft (assist by G. Hill)
1:58.0,,,84-78,,Shooting foul by B. Bass (drawn by D. West)
1:58.0,,,84-79,1,D. West makes free throw 1 of 1
1:40.0,A. Bradley misses 2-pt shot from 15 ft,,84-79,,
1:39.0,,,84-79,,Defensive rebound by C. Miles
1:34.0,,,84-79,,Turnover by C. Miles (bad pass; steal by A. Bradley)
1:15.0,B. Bass makes 2-pt shot from 19 ft (assist by E. Turner),2,86-79,,
1:07.0,,,86-79,,Shooting foul by E. Turner (drawn by G. Hill)
1:07.0,,,86-80,1,G. Hill makes free throw 1 of 2
1:07.0,,,86-80,,L. Scola enters the game for R. Hibbert
1:07.0,,,86-81,1,G. Hill makes free throw 2 of 2
0:50.0,B. Bass misses 2-pt shot from 17 ft,,86-81,,
0:46.0,Offensive rebound by Team,,86-81,,
0:31.0,Boston full timeout,,86-81,,
0:28.0,A. Bradley makes 2-pt shot from 1 ft (assist by J. Crowder),2,88-81,,
0:28.0,,,88-81,,Indiana full timeout
0:28.0,M. Smart enters the game for T. Zeller,,88-81,,
0:24.0,,,88-84,3,G. Hill makes 3-pt shot from 26 ft
0:22.0,,,88-84,,Personal take foul by C. Miles (drawn by J. Crowder)
0:22.0,J. Crowder makes free throw 1 of 2,1,89-84,,
0:22.0,J. Crowder makes free throw 2 of 2,1,90-84,,
0:22.0,,,90-84,,Indiana full timeout
0:22.0,,,90-84,,D. Rudez enters the game for L. Scola
0:18.0,,,90-86,2,G. Hill makes 2-pt shot from 1 ft (assist by D. West)
0:17.0,,,90-86,,Personal take foul by G. Hill (drawn by E. Turner)
0:17.0,E. Turner misses free throw 1 of 2,,90-86,,
0:17.0,Offensive rebound by Team,,90-86,,
0:17.0,E. Turner makes free throw 2 of 2,1,91-86,,
0:17.0,,,91-86,,Indiana full timeout
0:06.0,,,91-89,3,R. Stuckey makes 3-pt shot from 25 ft (assist by D. Rudez)
0:06.0,Boston full timeout,,91-89,,
0:06.0,,,91-89,,I. Mahinmi enters the game for C. Miles
0:06.0,,,91-89,,S. Hill enters the game for D. Rudez
0:06.0,L. Datome enters the game for J. Crowder,,91-89,,
0:05.0,,,91-89,,Personal take foul by G. Hill (drawn by B. Bass)
0:05.0,B. Bass makes free throw 1 of 2,1,92-89,,
0:05.0,,,92-89,,C. Miles enters the game for S. Hill
0:05.0,,,92-89,,D. Rudez enters the game for I. Mahinmi
0:05.0,J. Crowder enters the game for L. Datome,,92-89,,
0:05.0,B. Bass makes free throw 2 of 2,1,93-89,,
0:01.0,,,93-89,,R. Stuckey misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by A. Bradley,,93-89,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
