time,Miami,pts.away,score,pts.home,Charlotte
3:52.0,,,79-88,,K. Walker misses 2-pt shot from 1 ft
3:52.0,Defensive rebound by Team,,79-88,,
3:44.0,C. Bosh makes 2-pt shot from 18 ft (assist by S. Napier),2,81-88,,
3:44.0,,,81-88,,Charlotte full timeout
3:30.0,,,81-88,,Turnover by L. Stephenson (bad pass; steal by C. Bosh)
3:19.0,Shooting foul by K. Walker (drawn by S. Napier),,81-88,,
3:19.0,S. Napier makes free throw 1 of 2,1,82-88,,
3:19.0,D. Wade enters the game for L. Deng,,82-88,,
3:19.0,S. Napier makes free throw 2 of 2,1,83-88,,
3:00.0,,,83-88,,G. Neal misses 3-pt shot from 32 ft
2:59.0,Defensive rebound by S. Williams,,83-88,,
2:49.0,D. Wade misses 2-pt shot from 18 ft,,83-88,,
2:47.0,,,83-88,,Defensive rebound by G. Neal
2:33.0,,,83-88,,A. Jefferson misses 2-pt shot from 16 ft
2:32.0,Defensive rebound by Team,,83-88,,
2:17.0,S. Napier makes 2-pt shot from 2 ft (assist by M. Chalmers),2,85-88,,
2:07.0,,,85-88,,Charlotte full timeout
1:53.0,,,85-91,3,K. Walker makes 3-pt shot from 27 ft
1:30.0,D. Wade makes 2-pt shot at rim (assist by M. Chalmers),2,87-91,,
1:11.0,,,87-91,,L. Stephenson misses 2-pt shot from 2 ft (block by S. Williams)
1:09.0,,,87-91,,Offensive rebound by M. Williams
1:06.0,,,87-91,,M. Williams misses 2-pt shot from 1 ft
1:05.0,Defensive rebound by S. Williams,,87-91,,
0:59.0,Turnover by D. Wade (bad pass),,87-91,,
0:39.0,,,87-91,,L. Stephenson misses 2-pt shot from 6 ft
0:37.0,Defensive rebound by C. Bosh,,87-91,,
0:30.0,M. Chalmers misses 2-pt shot from 2 ft,,87-91,,
0:27.0,,,87-91,,Defensive rebound by L. Stephenson
0:22.0,Personal foul by S. Napier (drawn by K. Walker),,87-91,,
0:22.0,,,87-92,1,K. Walker makes free throw 1 of 2
0:22.0,,,87-92,,G. Henderson enters the game for G. Neal
0:22.0,,,87-92,,C. Zeller enters the game for A. Jefferson
0:22.0,,,87-93,1,K. Walker makes free throw 2 of 2
0:22.0,Miami full timeout,,87-93,,
0:17.0,C. Bosh misses 3-pt shot from 27 ft,,87-93,,
0:16.0,,,87-93,,Defensive rebound by Team
0:16.0,,,87-93,,G. Neal enters the game for G. Henderson
0:15.0,Personal take foul by S. Williams (drawn by G. Neal),,87-93,,
0:15.0,,,87-93,,G. Neal misses free throw 1 of 2
0:15.0,,,87-93,,Offensive rebound by Team
0:15.0,,,87-94,1,G. Neal makes free throw 2 of 2
0:09.0,D. Wade makes 2-pt shot from 1 ft,2,89-94,,
0:08.0,Personal take foul by S. Napier (drawn by K. Walker),,89-94,,
0:08.0,,,89-95,1,K. Walker makes free throw 1 of 2
0:08.0,,,89-96,1,K. Walker makes free throw 2 of 2
0:03.0,C. Bosh misses 3-pt shot from 27 ft,,89-96,,
0:00.0,,,89-96,,Defensive rebound by M. Williams
0:00.0,End of 4th quarter,,,,End of 4th quarter
