time,San Antonio,pts.away,score,pts.home,Minnesota
1:24.0,,,100-91,,Defensive rebound by G. Robinson
1:09.0,,,100-91,,G. Robinson misses 2-pt shot from 4 ft
1:07.0,,,100-91,,Offensive rebound by Team
1:04.0,,,100-91,,A. Wiggins misses 2-pt shot from 14 ft
1:04.0,Defensive rebound by Team,,100-91,,
1:04.0,,,100-91,,Loose ball foul by A. Bennett (drawn by A. Daye)
1:04.0,A. Daye makes free throw 1 of 2,1,101-91,,
1:04.0,A. Daye makes free throw 2 of 2,1,102-91,,
1:04.0,,,102-91,,Minnesota full timeout
1:00.0,,,102-91,,A. Wiggins misses 2-pt shot from 4 ft
0:59.0,Defensive rebound by A. Daye,,102-91,,
0:39.0,A. Daye makes 3-pt shot from 25 ft (assist by C. Joseph),3,105-91,,
0:32.0,,,105-91,,Z. LaVine misses 2-pt shot from 5 ft
0:30.0,Defensive rebound by A. Baynes,,105-91,,
0:07.0,P. Mills makes 3-pt shot from 25 ft,3,108-91,,
0:00.0,,,108-93,2,Z. LaVine makes 2-pt shot from 3 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
