time,Denver,pts.away,score,pts.home,Phoenix
5:18.0,,,96-110,,Turnover by M. Morris (step out of bounds)
5:01.0,T. Mozgov misses 2-pt shot from 15 ft,,96-110,,
4:59.0,Offensive rebound by K. Faried,,96-110,,
4:57.0,,,96-110,,G. Dragic enters the game for P. Tucker
4:52.0,A. Afflalo misses 2-pt shot from 15 ft,,96-110,,
4:50.0,Offensive rebound by T. Mozgov,,96-110,,
4:48.0,T. Mozgov makes 2-pt shot from 3 ft,2,98-110,,
4:33.0,,,98-110,,Turnover by E. Bledsoe (bad pass; steal by K. Faried)
4:30.0,Turnover by K. Faried (bad pass),,98-110,,
4:12.0,,,98-110,,M. Plumlee misses 2-pt shot from 6 ft
4:10.0,,,98-110,,Offensive rebound by G. Green
4:01.0,,,98-110,,E. Bledsoe misses 3-pt shot from 24 ft
3:59.0,Defensive rebound by K. Faried,,98-110,,
3:43.0,T. Lawson misses 2-pt shot from 19 ft,,98-110,,
3:41.0,Offensive rebound by T. Mozgov,,98-110,,
3:24.0,Shooting foul by M. Plumlee (drawn by T. Mozgov),,98-110,,
3:24.0,T. Mozgov makes free throw 1 of 2,1,99-110,,
3:24.0,T. Mozgov misses free throw 2 of 2,,99-110,,
3:23.0,,,99-110,,Defensive rebound by M. Morris
3:23.0,,,99-110,,Phoenix full timeout
3:08.0,,,99-112,2,M. Plumlee makes 2-pt shot from 1 ft (assist by G. Dragic)
2:50.0,T. Mozgov makes 3-pt shot from 24 ft (assist by T. Lawson),3,102-112,,
2:31.0,,,102-112,,M. Morris misses 3-pt shot from 24 ft
2:29.0,,,102-112,,Offensive rebound by G. Dragic
2:23.0,,,102-112,,E. Bledsoe misses 2-pt shot from 1 ft
2:20.0,Defensive rebound by T. Mozgov,,102-112,,
2:16.0,N. Robinson misses 3-pt shot from 25 ft,,102-112,,
2:14.0,Offensive rebound by T. Mozgov,,102-112,,
2:12.0,T. Mozgov misses 2-pt shot at rim (block by M. Morris),,102-112,,
2:10.0,Offensive rebound by T. Lawson,,102-112,,
2:09.0,T. Lawson misses 3-pt shot from 25 ft,,102-112,,
2:07.0,,,102-112,,Defensive rebound by G. Green
1:57.0,Personal foul by N. Robinson (drawn by G. Green),,102-112,,
1:57.0,,,102-112,,P. Tucker enters the game for M. Plumlee
1:48.0,,,102-114,2,P. Tucker makes 2-pt shot from 12 ft (assist by E. Bledsoe)
1:35.0,N. Robinson misses 3-pt shot from 25 ft,,102-114,,
1:33.0,Offensive rebound by Team,,102-114,,
1:33.0,,,102-114,,M. Morris enters the game for G. Green
1:31.0,A. Afflalo makes 2-pt shot from 12 ft (assist by N. Robinson),2,104-114,,
1:11.0,,,104-114,,Turnover by P. Tucker (3 sec)
1:03.0,A. Afflalo misses 2-pt shot from 10 ft,,104-114,,
1:02.0,,,104-114,,Defensive rebound by P. Tucker
0:49.0,,,104-117,3,E. Bledsoe makes 3-pt shot from 25 ft (assist by M. Morris)
0:39.0,N. Robinson makes 2-pt shot from 5 ft,2,106-117,,
0:32.0,,,106-117,,Turnover by M. Morris (bad pass)
0:27.0,N. Robinson makes 3-pt shot from 24 ft,3,109-117,,
0:27.0,,,109-117,,Away from play foul by P. Tucker (drawn by K. Faried)
0:27.0,W. Chandler enters the game for T. Mozgov,,109-117,,
0:27.0,K. Faried misses free throw 1 of 1,,109-117,,
0:27.0,Offensive rebound by W. Chandler,,109-117,,
0:25.0,Turnover by W. Chandler (bad pass),,109-117,,
0:21.0,Personal take foul by N. Robinson (drawn by G. Dragic),,109-117,,
0:21.0,,,109-117,,G. Dragic misses free throw 1 of 2
0:21.0,,,109-117,,Offensive rebound by Team
0:21.0,,,109-118,1,G. Dragic makes free throw 2 of 2
0:21.0,Denver full timeout,,109-118,,
0:19.0,N. Robinson misses 3-pt shot from 24 ft,,109-118,,
0:17.0,,,109-118,,Defensive rebound by M. Morris
0:17.0,Personal take foul by W. Chandler (drawn by M. Morris),,109-118,,
0:17.0,,,109-118,,M. Morris misses free throw 1 of 2
0:17.0,,,109-118,,Offensive rebound by Team
0:17.0,,,109-118,,M. Morris misses free throw 2 of 2
0:17.0,Defensive rebound by T. Lawson,,109-118,,
0:10.0,W. Chandler makes 3-pt shot from 25 ft (assist by N. Robinson),3,112-118,,
0:08.0,,,112-120,2,G. Dragic makes 2-pt shot at rim (assist by M. Morris)
0:03.0,N. Robinson misses 3-pt shot from 22 ft,,112-120,,
0:01.0,,,112-120,,Defensive rebound by M. Morris
0:00.0,End of 4th quarter,,,,End of 4th quarter
