time,Portland,pts.away,score,pts.home,Memphis
0:59.0,,,81-90,,Defensive rebound by Z. Randolph
0:58.0,Personal take foul by D. Lillard (drawn by Z. Randolph),,81-90,,
0:58.0,,,81-91,1,Z. Randolph makes free throw 1 of 2
0:58.0,,,81-91,,Z. Randolph misses free throw 2 of 2
0:57.0,Defensive rebound by L. Aldridge,,81-91,,
0:49.0,D. Lillard misses 3-pt shot from 27 ft,,81-91,,
0:46.0,Offensive rebound by L. Aldridge,,81-91,,
0:44.0,C. McCollum makes 3-pt shot from 23 ft (assist by M. Leonard),3,84-91,,
0:43.0,Personal take foul by L. Aldridge (drawn by M. Gasol),,84-91,,
0:43.0,,,84-92,1,M. Gasol makes free throw 1 of 2
0:43.0,,,84-93,1,M. Gasol makes free throw 2 of 2
0:37.0,Shooting foul by T. Allen (drawn by D. Lillard),,84-93,,
0:37.0,D. Lillard misses free throw 1 of 2,,84-93,,
0:37.0,Offensive rebound by Team,,84-93,,
0:37.0,,,84-93,,V. Carter enters the game for T. Allen
0:37.0,D. Lillard makes free throw 2 of 2,1,85-93,,
0:36.0,Personal take foul by M. Leonard (drawn by M. Gasol),,85-93,,
0:36.0,,,85-93,,M. Gasol misses free throw 1 of 2
0:36.0,,,85-93,,Offensive rebound by Team
0:36.0,,,85-93,,T. Allen enters the game for V. Carter
0:36.0,,,85-94,1,M. Gasol makes free throw 2 of 2
0:36.0,Portland full timeout,,85-94,,
0:33.0,D. Lillard makes 2-pt shot from 1 ft,2,87-94,,
0:33.0,,,87-94,,Memphis full timeout
0:33.0,S. Blake enters the game for M. Leonard,,87-94,,
0:33.0,,,87-94,,V. Carter enters the game for T. Allen
0:32.0,Personal take foul by L. Aldridge (drawn by M. Gasol),,87-94,,
0:32.0,M. Leonard enters the game for L. Aldridge,,87-94,,
0:32.0,,,87-94,,M. Gasol misses free throw 1 of 2
0:32.0,,,87-94,,Offensive rebound by Team
0:32.0,,,87-94,,T. Allen enters the game for Z. Randolph
0:32.0,,,87-95,1,M. Gasol makes free throw 2 of 2
0:26.0,D. Lillard makes 3-pt shot from 27 ft,3,90-95,,
0:25.0,Personal take foul by M. Leonard (drawn by M. Gasol),,90-95,,
0:25.0,T. Frazier enters the game for M. Leonard,,90-95,,
0:25.0,,,90-96,1,M. Gasol makes free throw 1 of 2
0:25.0,,,90-97,1,M. Gasol makes free throw 2 of 2
0:16.0,S. Blake makes 3-pt shot from 27 ft (assist by N. Batum),3,93-97,,
0:15.0,Personal take foul by S. Blake (drawn by C. Lee),,93-97,,
0:15.0,,,93-98,1,C. Lee makes free throw 1 of 2
0:15.0,,,93-99,1,C. Lee makes free throw 2 of 2
0:07.0,N. Batum misses 2-pt shot from 19 ft (block by M. Gasol),,93-99,,
0:05.0,,,93-99,,Defensive rebound by J. Green
0:00.0,End of 4th quarter,,,,End of 4th quarter
