time,Detroit,pts.away,score,pts.home,Milwaukee
3:53.0,,,80-88,,G. Antetokounmpo misses 2-pt shot from 4 ft
3:52.0,,,80-88,,Offensive rebound by Z. Pachulia
3:35.0,,,80-90,2,Z. Pachulia makes 2-pt shot from 15 ft (assist by B. Knight)
3:18.0,A. Drummond misses 2-pt shot at rim,,80-90,,
3:16.0,,,80-90,,Defensive rebound by G. Antetokounmpo
3:11.0,,,80-93,3,B. Knight makes 3-pt shot from 24 ft (assist by G. Antetokounmpo)
3:11.0,Detroit full timeout,,80-93,,
3:11.0,,,80-93,,L. Sanders enters the game for Z. Pachulia
2:52.0,K. Singler misses 3-pt shot from 26 ft,,80-93,,
2:50.0,,,80-93,,Defensive rebound by B. Knight
2:29.0,,,80-93,,L. Sanders misses 2-pt shot at rim
2:28.0,,,80-93,,Offensive rebound by L. Sanders
2:28.0,,,80-93,,L. Sanders misses 2-pt shot at rim
2:26.0,Defensive rebound by J. Smith,,80-93,,
2:20.0,G. Monroe makes 2-pt shot at rim (assist by J. Smith),2,82-93,,
2:20.0,Shooting foul by L. Sanders (drawn by G. Monroe),,82-93,,
2:20.0,G. Monroe makes free throw 1 of 1,1,83-93,,
2:12.0,Personal foul by D. Augustin (drawn by B. Knight),,83-93,,
2:12.0,,,83-94,1,B. Knight makes free throw 1 of 2
2:12.0,,,83-94,,B. Knight misses free throw 2 of 2
2:08.0,Defensive rebound by A. Drummond,,83-94,,
1:57.0,K. Singler misses 3-pt shot from 26 ft,,83-94,,
1:56.0,,,83-94,,Defensive rebound by L. Sanders
1:42.0,Personal foul by K. Singler (drawn by B. Knight),,83-94,,
1:42.0,,,83-95,1,B. Knight makes free throw 1 of 2
1:42.0,J. Jerebko enters the game for J. Smith,,83-95,,
1:42.0,J. Anthony enters the game for G. Monroe,,83-95,,
1:42.0,C. Martin enters the game for A. Drummond,,83-95,,
1:42.0,S. Dinwiddie enters the game for D. Augustin,,83-95,,
1:42.0,,,83-95,,K. Middleton enters the game for O. Mayo
1:42.0,,,83-96,1,B. Knight makes free throw 2 of 2
1:21.0,Turnover by S. Dinwiddie (bad pass; steal by G. Antetokounmpo),,83-96,,
1:00.0,,,83-96,,G. Antetokounmpo misses 3-pt shot from 26 ft
0:59.0,Defensive rebound by J. Anthony,,83-96,,
0:50.0,C. Martin misses 3-pt shot from 24 ft,,83-96,,
0:48.0,,,83-96,,Defensive rebound by K. Middleton
0:24.0,,,83-96,,K. Middleton misses 3-pt shot from 27 ft
0:22.0,,,83-96,,Offensive rebound by J. Parker
0:22.0,,,83-98,2,J. Parker makes 2-pt shot at rim
0:11.0,S. Dinwiddie makes 3-pt shot from 26 ft,3,86-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
