time,Philadelphia,pts.away,score,pts.home,Milwaukee
7:40.0,,,81-82,,K. Middleton enters the game for J. Bayless
7:40.0,,,81-82,,B. Knight enters the game for N. Wolters
7:40.0,L. Mbah a Moute enters the game for N. Noel,,81-82,,
7:40.0,M. Thomas enters the game for H. Thompson,,81-82,,
7:40.0,J. Sampson enters the game for T. Wroten,,81-82,,
7:40.0,H. Thompson enters the game for H. Sims,,81-82,,
7:40.0,T. Wroten enters the game for J. Sampson,,81-82,,
7:34.0,Turnover by C. Johnson (bad pass),,81-82,,
7:14.0,,,81-84,2,O. Mayo makes 2-pt shot from 6 ft
6:59.0,Turnover by T. Wroten (lost ball; steal by J. Parker),,81-84,,
6:57.0,,,81-84,,Turnover by L. Sanders (bad pass)
6:44.0,H. Thompson misses 2-pt shot from 4 ft,,81-84,,
6:42.0,Offensive rebound by M. Thomas,,81-84,,
6:36.0,C. Johnson misses 3-pt shot from 23 ft,,81-84,,
6:35.0,,,81-84,,Defensive rebound by K. Middleton
6:30.0,,,81-84,,K. Middleton misses 2-pt shot from 1 ft
6:28.0,,,81-84,,Offensive rebound by J. Parker
6:28.0,,,81-84,,J. Parker misses 2-pt shot at rim
6:27.0,Defensive rebound by M. Thomas,,81-84,,
6:15.0,L. Mbah a Moute misses 3-pt shot from 26 ft,,81-84,,
6:14.0,,,81-84,,Defensive rebound by Team
6:14.0,Jump ball: L. Sanders vs. M. Thomas,,,,Jump ball: L. Sanders vs. M. Thomas
6:06.0,Technical foul by T. Wroten,,81-84,,
6:06.0,,,81-85,1,B. Knight makes technical free throw
5:59.0,Personal foul by T. Wroten (drawn by J. Parker),,81-85,,
5:59.0,Official timeout,,81-85,,
5:59.0,A. Shved enters the game for T. Wroten,,81-85,,
5:59.0,N. Noel enters the game for C. Johnson,,81-85,,
5:59.0,H. Sims enters the game for M. Thomas,,81-85,,
5:50.0,,,81-85,,O. Mayo misses 3-pt shot from 26 ft
5:49.0,Defensive rebound by N. Noel,,81-85,,
5:29.0,Turnover by A. Shved (bad pass; steal by B. Knight),,81-85,,
5:10.0,,,81-88,3,O. Mayo makes 3-pt shot from 23 ft (assist by B. Knight)
4:47.0,H. Sims misses 2-pt shot from 13 ft,,81-88,,
4:46.0,,,81-88,,Defensive rebound by K. Middleton
4:29.0,,,81-90,2,L. Sanders makes 2-pt shot at rim (assist by B. Knight)
4:17.0,Philadelphia full timeout,,81-90,,
4:17.0,T. Wroten enters the game for A. Shved,,81-90,,
4:02.0,T. Wroten misses 2-pt shot from 1 ft,,81-90,,
4:00.0,,,81-90,,Defensive rebound by L. Sanders
3:47.0,,,81-90,,K. Middleton misses 2-pt shot from 21 ft
3:45.0,Defensive rebound by H. Thompson,,81-90,,
3:37.0,H. Thompson misses 2-pt shot from 12 ft,,81-90,,
3:36.0,Offensive rebound by H. Sims,,81-90,,
3:36.0,H. Sims misses 2-pt shot from 1 ft,,81-90,,
3:34.0,,,81-90,,Defensive rebound by Team
3:09.0,,,81-90,,Turnover by Team (shot clock)
2:52.0,H. Thompson misses 2-pt shot from 5 ft,,81-90,,
2:51.0,,,81-90,,Defensive rebound by B. Knight
2:37.0,,,81-90,,B. Knight misses 2-pt shot from 2 ft
2:37.0,Defensive rebound by Team,,81-90,,
2:37.0,,,81-90,,Loose ball foul by L. Sanders (drawn by T. Wroten)
2:37.0,C. Johnson enters the game for H. Sims,,81-90,,
2:24.0,L. Mbah a Moute misses 2-pt shot from 17 ft,,81-90,,
2:22.0,,,81-90,,Defensive rebound by K. Middleton
2:02.0,,,81-90,,K. Middleton misses 2-pt shot at rim (block by N. Noel)
2:02.0,,,81-90,,Offensive rebound by Team
2:02.0,,,81-90,,Milwaukee full timeout
2:00.0,,,81-90,,K. Middleton misses 3-pt shot from 27 ft
1:59.0,,,81-90,,Offensive rebound by Team
1:59.0,,,81-90,,Turnover by Team (shot clock)
1:52.0,H. Thompson misses 3-pt shot from 27 ft,,81-90,,
1:51.0,Offensive rebound by L. Mbah a Moute,,81-90,,
1:47.0,C. Johnson misses 3-pt shot from 27 ft,,81-90,,
1:46.0,,,81-90,,Defensive rebound by J. Parker
1:23.0,,,81-90,,B. Knight misses 3-pt shot from 27 ft
1:23.0,Defensive rebound by Team,,81-90,,
1:16.0,Turnover by T. Wroten (bad pass; steal by B. Knight),,81-90,,
0:54.0,,,81-93,3,B. Knight makes 3-pt shot from 26 ft (assist by O. Mayo)
0:51.0,Philadelphia full timeout,,81-93,,
0:48.0,H. Thompson misses 3-pt shot from 26 ft,,81-93,,
0:46.0,Offensive rebound by T. Wroten,,81-93,,
0:43.0,H. Thompson misses 3-pt shot from 25 ft,,81-93,,
0:42.0,,,81-93,,Defensive rebound by L. Sanders
0:42.0,Loose ball foul by N. Noel (drawn by L. Sanders),,81-93,,
0:42.0,A. Shved enters the game for N. Noel,,81-93,,
0:42.0,J. Sampson enters the game for T. Wroten,,81-93,,
0:42.0,M. Thomas enters the game for L. Mbah a Moute,,81-93,,
0:18.0,,,81-93,,B. Knight misses 2-pt shot from 3 ft
0:17.0,,,81-93,,Offensive rebound by L. Sanders
0:17.0,,,81-93,,L. Sanders misses 2-pt shot from 1 ft
0:17.0,,,81-93,,Offensive rebound by Team
0:17.0,,,81-93,,Turnover by Team (shot clock)
0:07.0,J. Sampson misses 3-pt shot from 23 ft,,81-93,,
0:05.0,,,81-93,,Defensive rebound by O. Mayo
0:00.0,End of 4th quarter,,,,End of 4th quarter
