time,Golden State,pts.away,score,pts.home,Denver
7:36.0,Defensive rebound by F. Ezeli,,94-89,,
7:21.0,J. Holiday makes 2-pt shot from 21 ft (assist by L. Barbosa),2,96-89,,
7:07.0,,,96-92,3,J. Nelson makes 3-pt shot from 25 ft
6:52.0,J. Holiday misses 2-pt shot from 21 ft,,96-92,,
6:50.0,,,96-92,,Defensive rebound by J. Nelson
6:41.0,,,96-94,2,D. Gallinari makes 2-pt shot from 14 ft (assist by J. Nelson)
6:19.0,S. Livingston misses 2-pt shot from 13 ft,,96-94,,
6:15.0,Offensive rebound by J. McAdoo,,96-94,,
6:03.0,Golden State full timeout,,96-94,,
5:54.0,L. Barbosa misses 2-pt shot from 21 ft,,96-94,,
5:52.0,,,96-94,,Defensive rebound by R. Foye
5:40.0,,,96-94,,K. Faried misses 2-pt shot from 5 ft (block by F. Ezeli)
5:38.0,,,96-94,,Offensive rebound by K. Faried
5:35.0,,,96-94,,R. Foye misses 3-pt shot from 25 ft
5:33.0,Defensive rebound by F. Ezeli,,96-94,,
5:28.0,,,96-94,,Personal foul by K. Faried (drawn by S. Livingston)
5:28.0,Official timeout,,96-94,,
5:28.0,D. Lee enters the game for L. Barbosa,,96-94,,
5:28.0,B. Rush enters the game for F. Ezeli,,96-94,,
5:19.0,J. Holiday makes 3-pt shot from 24 ft (assist by S. Livingston),3,99-94,,
4:56.0,Personal foul by S. Livingston (drawn by R. Foye),,99-94,,
4:56.0,,,99-95,1,R. Foye makes free throw 1 of 2
4:56.0,,,99-96,1,R. Foye makes free throw 2 of 2
4:36.0,J. Holiday misses 2-pt shot from 19 ft,,99-96,,
4:35.0,Offensive rebound by Team,,99-96,,
4:20.0,D. Lee misses 2-pt shot from 9 ft,,99-96,,
4:19.0,,,99-96,,Defensive rebound by K. Faried
4:11.0,,,99-99,3,R. Foye makes 3-pt shot from 24 ft
4:00.0,S. Livingston misses 2-pt shot from 17 ft,,99-99,,
3:58.0,Offensive rebound by J. McAdoo,,99-99,,
3:57.0,Jump ball: K. Faried vs. J. McAdoo (S. Livingston gains possession),,,,Jump ball: K. Faried vs. J. McAdoo (S. Livingston gains possession)
3:55.0,,,99-99,,Personal foul by J. Nelson (drawn by S. Livingston)
3:48.0,S. Livingston misses 2-pt shot from 21 ft (block by R. Foye),,99-99,,
3:46.0,,,99-99,,Defensive rebound by J. Nelson
3:41.0,,,99-101,2,J. Nelson makes 2-pt shot from 20 ft (assist by W. Chandler)
3:30.0,Offensive foul by J. McAdoo,,99-101,,
3:30.0,Turnover by J. McAdoo (offensive foul),,99-101,,
3:30.0,,,99-101,,Denver full timeout
3:30.0,L. Barbosa enters the game for B. Rush,,99-101,,
3:17.0,,,99-103,2,W. Chandler makes 2-pt shot at rim (assist by D. Gallinari)
2:59.0,S. Livingston makes 2-pt shot at rim (assist by L. Barbosa),2,101-103,,
2:36.0,,,101-106,3,R. Foye makes 3-pt shot from 25 ft (assist by W. Chandler)
2:17.0,D. Lee misses 2-pt shot from 2 ft,,101-106,,
2:16.0,,,101-106,,Defensive rebound by R. Foye
2:00.0,,,101-108,2,W. Chandler makes 2-pt shot from 15 ft
2:00.0,Golden State full timeout,,101-108,,
1:51.0,Turnover by J. Holiday (lost ball; steal by J. Nelson),,101-108,,
1:32.0,,,101-108,,Shooting foul by J. McAdoo (drawn by K. Faried)
1:32.0,,,101-108,,K. Faried misses free throw 1 of 2
1:32.0,,,101-108,,Offensive rebound by Team
1:32.0,,,101-109,1,K. Faried makes free throw 2 of 2
1:25.0,L. Barbosa misses 3-pt shot from 25 ft,,101-109,,
1:24.0,,,101-109,,Defensive rebound by W. Chandler
1:04.0,,,101-111,2,D. Gallinari makes 2-pt shot at rim (assist by J. Nelson)
0:57.0,J. McAdoo makes 2-pt shot from 2 ft (assist by L. Barbosa),2,103-111,,
0:57.0,Shooting foul by W. Chandler (drawn by J. McAdoo),,103-111,,
0:57.0,J. McAdoo misses free throw 1 of 1,,103-111,,
0:55.0,,,103-111,,Defensive rebound by D. Gallinari
0:36.0,,,103-114,3,R. Foye makes 3-pt shot from 24 ft
0:25.0,L. Barbosa misses 2-pt shot from 11 ft,,103-114,,
0:24.0,,,103-114,,Defensive rebound by K. Faried
0:01.0,,,103-114,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
