time,Atlanta,pts.away,score,pts.home,Washington
2:54.0,J. Teague enters the game for K. Korver,,101-94,,
2:54.0,D. Schroder misses free throw 2 of 2,,101-94,,
2:53.0,,,101-94,,Defensive rebound by P. Pierce
2:39.0,,,101-94,,B. Beal misses 2-pt shot from 9 ft
2:38.0,Defensive rebound by A. Horford,,101-94,,
2:18.0,P. Millsap misses 2-pt shot from 5 ft,,101-94,,
2:17.0,,,101-94,,Defensive rebound by N. Hilario
2:11.0,,,101-96,2,R. Sessions makes 2-pt shot from 1 ft (assist by O. Porter)
1:52.0,A. Horford misses 2-pt shot from 19 ft,,101-96,,
1:51.0,,,101-96,,Defensive rebound by O. Porter
1:36.0,,,101-96,,Shooting foul by A. Horford (drawn by O. Porter)
1:36.0,,,101-97,1,O. Porter makes free throw 1 of 2
1:36.0,K. Korver enters the game for D. Carroll,,101-97,,
1:36.0,,,101-97,,O. Porter misses free throw 2 of 2
1:34.0,Defensive rebound by P. Millsap,,101-97,,
1:12.0,J. Teague makes 3-pt shot from 27 ft,3,104-97,,
1:12.0,,,104-97,,Washington full timeout
1:12.0,K. Bazemore enters the game for P. Millsap,,104-97,,
1:12.0,D. Carroll enters the game for K. Korver,,104-97,,
1:10.0,,,104-99,2,B. Beal makes 2-pt shot from 1 ft (assist by R. Sessions)
1:03.0,Atlanta full timeout,,104-99,,
1:03.0,P. Millsap enters the game for D. Carroll,,104-99,,
1:03.0,K. Korver enters the game for K. Bazemore,,104-99,,
0:47.0,D. Schroder misses 2-pt shot from 6 ft,,104-99,,
0:46.0,,,104-99,,Defensive rebound by N. Hilario
0:39.0,,,104-99,,Washington full timeout
0:39.0,D. Carroll enters the game for P. Millsap,,104-99,,
0:37.0,,,104-101,2,N. Hilario makes 2-pt shot at rim (assist by P. Pierce)
0:15.0,D. Schroder misses 2-pt shot from 6 ft (block by B. Beal),,104-101,,
0:13.0,Offensive rebound by D. Schroder,,104-101,,
0:11.0,D. Schroder misses 2-pt shot from 13 ft,,104-101,,
0:10.0,,,104-101,,Defensive rebound by R. Sessions
0:10.0,,,104-101,,Washington full timeout
0:10.0,K. Bazemore enters the game for J. Teague,,104-101,,
0:07.0,,,104-101,,P. Pierce misses 3-pt shot from 25 ft
0:06.0,Defensive rebound by Team,,104-101,,
0:04.0,Atlanta full timeout,,104-101,,
0:04.0,,,104-101,,W. Bynum enters the game for P. Pierce
0:04.0,,,104-101,,G. Temple enters the game for N. Hilario
0:04.0,J. Teague enters the game for D. Carroll,,104-101,,
0:04.0,P. Millsap enters the game for K. Bazemore,,104-101,,
0:01.0,,,104-101,,Personal foul by W. Bynum (drawn by P. Millsap)
0:01.0,P. Millsap makes free throw 1 of 2,1,105-101,,
0:01.0,P. Millsap makes free throw 2 of 2,1,106-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
