time,Miami,pts.away,score,pts.home,Philadelphia
1:26.0,M. Beasley makes 2-pt shot from 1 ft (assist by Z. Dragic),2,100-94,,
1:25.0,,,100-94,,Philadelphia full timeout
1:12.0,,,100-97,3,R. Covington makes 3-pt shot from 26 ft (assist by J. Sampson)
0:57.0,J. Ennis misses 3-pt shot from 24 ft,,100-97,,
0:55.0,,,100-97,,Defensive rebound by Team
0:55.0,Loose ball foul by T. Johnson (drawn by J. Sampson),,100-97,,
0:55.0,,,100-98,1,J. Sampson makes free throw 1 of 2
0:55.0,,,100-98,,G. Robinson enters the game for H. Sims
0:55.0,,,100-99,1,J. Sampson makes free throw 2 of 2
0:42.0,Turnover by T. Johnson (lost ball),,100-99,,
0:34.0,,,100-99,,H. Sims enters the game for G. Robinson
0:31.0,,,100-99,,R. Covington misses 2-pt shot from 18 ft
0:29.0,Defensive rebound by M. Beasley,,100-99,,
0:25.0,Turnover by T. Johnson (lost ball; steal by J. Sampson),,100-99,,
0:24.0,,,100-101,2,J. Sampson makes 2-pt shot at rim
0:24.0,Miami full timeout,,100-101,,
0:21.0,M. Beasley misses 2-pt shot at rim,,100-101,,
0:20.0,Offensive rebound by Team,,100-101,,
0:10.0,H. Walker makes 3-pt shot from 26 ft (assist by M. Beasley),3,103-101,,
0:09.0,,,103-101,,Philadelphia full timeout
0:09.0,,,103-101,,G. Robinson enters the game for H. Sims
0:07.0,,,103-101,,R. Covington misses 3-pt shot from 24 ft
0:05.0,Defensive rebound by M. Beasley,,103-101,,
0:02.0,T. Johnson makes 2-pt shot at rim,2,105-101,,
0:00.0,,,105-101,,G. Robinson misses 3-pt shot from 38 ft
0:00.0,,,105-101,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
