time,Minnesota,pts.away,score,pts.home,Dallas
4:38.0,Personal block foul by R. Rubio (drawn by C. Parsons),,87-92,,
4:20.0,,,87-92,,M. Ellis misses 3-pt shot from 23 ft
4:19.0,Defensive rebound by N. Pekovic,,87-92,,
4:05.0,Shooting foul by M. Ellis (drawn by A. Wiggins),,87-92,,
4:05.0,A. Wiggins makes free throw 1 of 2,1,88-92,,
4:05.0,M. Williams enters the game for R. Rubio,,88-92,,
4:05.0,A. Wiggins makes free throw 2 of 2,1,89-92,,
3:48.0,,,89-94,2,D. Nowitzki makes 2-pt shot from 12 ft
3:21.0,N. Pekovic misses 2-pt shot from 13 ft (block by T. Chandler),,89-94,,
3:21.0,Offensive rebound by Team,,89-94,,
3:21.0,Turnover by Team (shot clock),,89-94,,
3:04.0,,,89-94,,M. Ellis misses 2-pt shot from 16 ft
3:03.0,,,89-94,,Offensive rebound by T. Chandler
3:03.0,,,89-96,2,T. Chandler makes 2-pt shot at rim
2:46.0,T. Young misses 2-pt shot at rim,,89-96,,
2:45.0,Offensive rebound by T. Young,,89-96,,
2:45.0,T. Young misses 2-pt shot at rim,,89-96,,
2:44.0,,,89-96,,Defensive rebound by M. Ellis
2:21.0,,,89-96,,M. Ellis misses 3-pt shot from 23 ft
2:20.0,Defensive rebound by N. Pekovic,,89-96,,
2:11.0,M. Williams makes 3-pt shot from 24 ft (assist by A. Wiggins),3,92-96,,
2:10.0,,,92-96,,Dallas full timeout
2:10.0,,,92-96,,J. Barea enters the game for D. Harris
1:53.0,,,92-96,,Turnover by D. Nowitzki (lost ball; steal by T. Young)
1:52.0,,,92-96,,Personal foul by D. Nowitzki (drawn by M. Williams)
1:52.0,M. Williams makes free throw 1 of 2,1,93-96,,
1:52.0,M. Williams makes free throw 2 of 2,1,94-96,,
1:37.0,,,94-96,,M. Ellis misses 2-pt shot from 14 ft
1:36.0,Defensive rebound by T. Young,,94-96,,
1:11.0,N. Pekovic misses 2-pt shot from 5 ft,,94-96,,
1:10.0,,,94-96,,Defensive rebound by D. Nowitzki
0:53.0,,,94-98,2,J. Barea makes 2-pt shot from 2 ft
0:28.0,A. Wiggins misses 2-pt shot from 2 ft,,94-98,,
0:27.0,Offensive rebound by N. Pekovic,,94-98,,
0:22.0,M. Williams misses 3-pt shot from 23 ft,,94-98,,
0:21.0,,,94-98,,Defensive rebound by T. Chandler
0:17.0,Personal foul by N. Pekovic (drawn by J. Barea),,94-98,,
0:17.0,,,94-99,1,J. Barea makes free throw 1 of 2
0:17.0,,,94-99,,A. Aminu enters the game for D. Nowitzki
0:17.0,,,94-100,1,J. Barea makes free throw 2 of 2
0:17.0,Minnesota full timeout,,94-100,,
0:12.0,T. Young misses 3-pt shot from 24 ft,,94-100,,
0:10.0,,,94-100,,Defensive rebound by C. Parsons
0:00.0,End of 4th quarter,,,,End of 4th quarter
