time,Indiana,pts.away,score,pts.home,Sacramento
5:33.0,,,82-90,,Defensive rebound by D. Collison
5:31.0,,,82-90,,Turnover by D. Collison (lost ball)
5:31.0,,,82-90,,Sacramento full timeout
5:31.0,C. Watson enters the game for D. Rudez,,82-90,,
5:11.0,S. Hill misses 3-pt shot from 26 ft,,82-90,,
5:10.0,,,82-90,,Defensive rebound by Team
4:59.0,,,82-90,,R. Gay misses 2-pt shot from 5 ft
4:58.0,Defensive rebound by Team,,82-90,,
4:40.0,R. Stuckey misses 2-pt shot from 7 ft,,82-90,,
4:40.0,Offensive rebound by Team,,82-90,,
4:40.0,D. West enters the game for L. Allen,,82-90,,
4:29.0,Shooting foul by R. Evans (drawn by S. Hill),,82-90,,
4:29.0,S. Hill makes free throw 1 of 2,1,83-90,,
4:29.0,S. Hill makes free throw 2 of 2,1,84-90,,
4:14.0,,,84-90,,D. Collison misses 2-pt shot from 17 ft
4:12.0,,,84-90,,Offensive rebound by J. Thompson
4:12.0,,,84-92,2,J. Thompson makes 2-pt shot from 1 ft
3:58.0,D. West makes 2-pt shot from 18 ft (assist by C. Watson),2,86-92,,
3:48.0,,,86-92,,Shooting foul by R. Hibbert (drawn by R. Gay)
3:48.0,,,86-93,1,R. Gay makes free throw 1 of 2
3:48.0,,,86-94,1,R. Gay makes free throw 2 of 2
3:36.0,C. Watson misses 2-pt shot from 3 ft,,86-94,,
3:35.0,Offensive rebound by R. Hibbert,,86-94,,
3:30.0,D. West misses 3-pt shot from 24 ft,,86-94,,
3:29.0,,,86-94,,Defensive rebound by D. Collison
3:08.0,,,86-94,,J. Thompson misses 2-pt shot from 9 ft (block by R. Hibbert)
3:07.0,,,86-94,,Offensive rebound by J. Thompson
3:07.0,,,86-94,,J. Thompson misses 2-pt shot from 9 ft
3:07.0,,,86-94,,Offensive rebound by Team
3:07.0,,,86-94,,Turnover by Team (shot clock)
3:07.0,Indiana full timeout,,86-94,,
2:42.0,D. West makes 2-pt shot from 19 ft,2,88-94,,
2:27.0,,,88-94,,R. Gay misses 2-pt shot from 3 ft
2:26.0,Defensive rebound by R. Hibbert,,88-94,,
2:02.0,R. Stuckey misses 3-pt shot from 25 ft,,88-94,,
2:01.0,Offensive rebound by D. West,,88-94,,
1:53.0,R. Hibbert makes 2-pt shot from 6 ft,2,90-94,,
1:37.0,,,90-94,,D. Collison misses 2-pt shot from 15 ft
1:35.0,Defensive rebound by R. Stuckey,,90-94,,
1:33.0,R. Stuckey makes 2-pt shot at rim,2,92-94,,
1:33.0,,,92-94,,Sacramento full timeout
1:21.0,,,92-94,,Shooting foul by D. West (drawn by J. Thompson)
1:21.0,,,92-95,1,J. Thompson makes free throw 1 of 2
1:21.0,,,92-96,1,J. Thompson makes free throw 2 of 2
1:10.0,R. Stuckey makes 2-pt shot from 8 ft,2,94-96,,
0:55.0,,,94-96,,R. Gay misses 2-pt shot from 17 ft
0:54.0,Defensive rebound by S. Hill,,94-96,,
0:41.0,S. Hill misses 3-pt shot from 25 ft,,94-96,,
0:40.0,Offensive rebound by D. West,,94-96,,
0:37.0,Indiana full timeout,,94-96,,
0:28.0,D. West makes 2-pt shot from 6 ft,2,96-96,,
0:28.0,,,96-96,,Sacramento full timeout
0:05.0,,,96-96,,R. Gay misses 2-pt shot from 16 ft
0:05.0,Defensive rebound by R. Hibbert,,96-96,,
0:05.0,Indiana full timeout,,96-96,,
0:05.0,C. Copeland enters the game for R. Hibbert,,96-96,,
0:05.0,,,96-96,,O. Casspi enters the game for R. Evans
0:02.0,D. West misses 2-pt shot from 16 ft,,96-96,,
0:01.0,,,96-96,,Defensive rebound by D. Collison
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: R. Hibbert vs. J. Thompson,,,,Jump ball: R. Hibbert vs. J. Thompson
4:45.0,D. West misses 2-pt shot from 17 ft,,96-96,,
4:44.0,,,96-96,,Defensive rebound by R. Evans
4:26.0,,,96-96,,R. Gay misses 2-pt shot from 5 ft
4:25.0,Defensive rebound by R. Stuckey,,96-96,,
4:20.0,,,96-96,,Personal foul by R. Evans (drawn by R. Hibbert)
4:13.0,Turnover by R. Stuckey (traveling),,96-96,,
3:58.0,,,96-98,2,D. Collison makes 2-pt shot from 21 ft
3:47.0,R. Stuckey misses 2-pt shot from 16 ft,,96-98,,
3:46.0,,,96-98,,Defensive rebound by J. Thompson
3:22.0,,,96-100,2,R. Gay makes 2-pt shot from 17 ft (assist by D. Collison)
2:57.0,R. Stuckey misses 3-pt shot from 23 ft,,96-100,,
2:56.0,,,96-100,,Defensive rebound by Team
2:56.0,Loose ball foul by D. West (drawn by J. Thompson),,96-100,,
2:41.0,,,96-100,,D. Collison misses 2-pt shot from 2 ft
2:40.0,Defensive rebound by C. Watson,,96-100,,
2:38.0,Shooting foul by J. Thompson (drawn by R. Stuckey),,96-100,,
2:38.0,R. Stuckey misses free throw 1 of 2,,96-100,,
2:38.0,Offensive rebound by Team,,96-100,,
2:38.0,R. Stuckey misses free throw 2 of 2,,96-100,,
2:37.0,,,96-100,,Defensive rebound by R. Gay
2:21.0,,,96-100,,Turnover by B. McLemore (lost ball; steal by R. Stuckey)
2:04.0,C. Watson makes 3-pt shot from 26 ft,3,99-100,,
1:43.0,Personal foul by C. Watson (drawn by D. Collison),,99-100,,
1:35.0,,,99-100,,R. Gay misses 2-pt shot from 19 ft
1:33.0,,,99-100,,Offensive rebound by B. McLemore
1:18.0,,,99-100,,Offensive foul by D. Collison
1:18.0,,,99-100,,Turnover by D. Collison (offensive foul)
1:03.0,C. Watson makes 2-pt shot from 3 ft (assist by S. Hill),2,101-100,,
0:40.0,,,101-100,,D. Collison misses 2-pt shot from 14 ft
0:40.0,Defensive rebound by Team,,101-100,,
0:40.0,,,101-100,,Loose ball foul by J. Thompson (drawn by S. Hill)
0:40.0,,,101-100,,C. Landry enters the game for J. Thompson
0:40.0,Indiana full timeout,,101-100,,
0:28.0,D. West misses 2-pt shot from 17 ft,,101-100,,
0:26.0,,,101-100,,Defensive rebound by R. Gay
0:14.0,,,101-100,,Sacramento full timeout
0:03.0,,,101-100,,R. Gay misses 2-pt shot from 14 ft
0:02.0,,,101-100,,Offensive rebound by C. Landry
0:01.0,,,101-102,2,C. Landry makes 2-pt shot from 3 ft
0:01.0,Indiana full timeout,,101-102,,
0:01.0,,,101-102,,R. Hollins enters the game for C. Landry
0:01.0,L. Scola enters the game for S. Hill,,101-102,,
0:01.0,,,101-102,,Sacramento full timeout
0:01.0,C. Copeland enters the game for L. Scola,,101-102,,
0:00.0,D. West misses 3-pt shot from 28 ft,,101-102,,
0:00.0,Offensive rebound by Team,,101-102,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
