time,Minnesota,pts.away,score,pts.home,New Orleans
4:36.0,,,84-135,,J. Fredette misses 2-pt shot from 1 ft
4:35.0,Defensive rebound by C. Budinger,,84-135,,
4:28.0,Turnover by R. Hummel (lost ball; steal by L. Babbitt),,84-135,,
4:25.0,,,84-135,,Turnover by J. Fredette (traveling)
4:10.0,C. Budinger makes 3-pt shot from 26 ft (assist by G. Dieng),3,87-135,,
3:49.0,,,87-135,,A. Ajinca misses 2-pt shot from 12 ft
3:48.0,Defensive rebound by Z. LaVine,,87-135,,
3:35.0,,,87-135,,Personal foul by A. Ajinca (drawn by G. Dieng)
3:35.0,G. Dieng makes free throw 1 of 2,1,88-135,,
3:35.0,G. Dieng makes free throw 2 of 2,1,89-135,,
3:23.0,,,89-135,,D. Miller misses 2-pt shot from 14 ft
3:21.0,Defensive rebound by G. Dieng,,89-135,,
3:14.0,Shooting foul by A. Ajinca (drawn by Z. LaVine),,89-135,,
3:14.0,Z. LaVine makes free throw 1 of 2,1,90-135,,
3:14.0,Z. LaVine makes free throw 2 of 2,1,91-135,,
3:04.0,Personal foul by R. Hummel (drawn by J. Withey),,91-135,,
2:59.0,,,91-137,2,J. Fredette makes 2-pt shot from 1 ft
2:59.0,Violation by G. Dieng (def goaltending),,91-137,,
2:39.0,R. Hummel misses 3-pt shot from 23 ft,,91-137,,
2:38.0,,,91-137,,Defensive rebound by A. Ajinca
2:25.0,,,91-139,2,J. Withey makes 2-pt shot from 9 ft
2:06.0,Z. LaVine misses 2-pt shot from 23 ft,,91-139,,
2:04.0,Offensive rebound by G. Robinson,,91-139,,
1:59.0,C. Budinger misses 3-pt shot from 25 ft,,91-139,,
1:58.0,,,91-139,,Defensive rebound by A. Ajinca
1:52.0,,,91-139,,Turnover by D. Miller (bad pass)
1:52.0,,,91-139,,New Orleans full timeout
1:27.0,C. Budinger misses 2-pt shot from 19 ft,,91-139,,
1:27.0,Offensive rebound by Team,,91-139,,
1:27.0,Turnover by Team (shot clock),,91-139,,
1:02.0,,,91-139,,J. Fredette misses 2-pt shot from 7 ft
1:01.0,Defensive rebound by R. Hummel,,91-139,,
0:50.0,Turnover by R. Hummel (bad pass; steal by A. Ajinca),,91-139,,
0:43.0,,,91-139,,A. Rivers enters the game for A. Ajinca
0:31.0,,,91-139,,J. Fredette misses 2-pt shot from 12 ft
0:29.0,Defensive rebound by G. Dieng,,91-139,,
0:15.0,Turnover by C. Budinger (bad pass),,91-139,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
