time,Milwaukee,pts.away,score,pts.home,Toronto
2:52.0,G. Antetokounmpo misses 2-pt shot from 1 ft,,76-75,,
2:51.0,,,76-75,,Defensive rebound by P. Patterson
2:27.0,,,76-75,,G. Vasquez misses 2-pt shot from 14 ft
2:26.0,Defensive rebound by K. Middleton,,76-75,,
2:08.0,J. Dudley makes 3-pt shot from 24 ft (assist by J. Bayless),3,79-75,,
2:07.0,,,79-75,,Toronto full timeout
1:50.0,,,79-75,,Turnover by T. Hansbrough (bad pass)
1:38.0,Shooting foul by T. Ross (drawn by G. Antetokounmpo),,79-75,,
1:38.0,G. Antetokounmpo misses free throw 1 of 2,,79-75,,
1:38.0,Offensive rebound by Team,,79-75,,
1:38.0,,,79-75,,K. Lowry enters the game for T. Hansbrough
1:38.0,G. Antetokounmpo makes free throw 2 of 2,1,80-75,,
1:23.0,,,80-75,,L. Williams misses 3-pt shot from 26 ft
1:22.0,Defensive rebound by G. Antetokounmpo,,80-75,,
1:01.0,K. Middleton misses 2-pt shot from 12 ft,,80-75,,
1:00.0,,,80-75,,Defensive rebound by T. Ross
0:51.0,,,80-75,,Turnover by K. Lowry (lost ball; steal by K. Middleton)
0:30.0,J. Bayless makes 2-pt shot from 22 ft,2,82-75,,
0:29.0,,,82-75,,Toronto full timeout
0:24.0,,,82-75,,L. Williams misses 3-pt shot from 29 ft
0:23.0,Defensive rebound by G. Antetokounmpo,,82-75,,
0:19.0,Milwaukee full timeout,,82-75,,
0:19.0,Milwaukee full timeout,,82-75,,
0:16.0,Turnover by J. Bayless (lost ball; steal by T. Ross),,82-75,,
0:11.0,,,82-75,,T. Ross misses 2-pt shot at rim (block by G. Antetokounmpo)
0:08.0,Defensive rebound by J. Bayless,,82-75,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
