time,Sacramento,pts.away,score,pts.home,LA Lakers
4:49.0,,,88-84,,W. Ellington misses 2-pt shot from 17 ft
4:45.0,,,88-84,,Offensive rebound by W. Johnson
4:34.0,,,88-87,3,W. Johnson makes 3-pt shot from 24 ft (assist by K. Bryant)
4:25.0,Sacramento full timeout,,88-87,,
4:25.0,D. Collison enters the game for N. Stauskas,,88-87,,
4:25.0,J. Thompson enters the game for R. Hollins,,88-87,,
4:25.0,B. McLemore enters the game for R. Sessions,,88-87,,
4:13.0,Shooting foul by W. Johnson (drawn by R. Gay),,88-87,,
4:13.0,R. Gay makes free throw 1 of 2,1,89-87,,
4:13.0,R. Gay makes free throw 2 of 2,1,90-87,,
3:57.0,,,90-87,,J. Hill misses 2-pt shot from 3 ft
3:55.0,Defensive rebound by R. Gay,,90-87,,
3:43.0,R. Gay misses 2-pt shot from 3 ft (block by J. Hill),,90-87,,
3:41.0,,,90-87,,Defensive rebound by W. Johnson
3:39.0,,,90-87,,W. Ellington misses 2-pt shot from 2 ft (block by B. McLemore)
3:39.0,,,90-87,,Offensive rebound by Team
3:30.0,,,90-87,,K. Bryant misses 3-pt shot from 23 ft
3:29.0,Defensive rebound by D. Collison,,90-87,,
3:18.0,Turnover by R. Gay (bad pass; steal by C. Boozer),,90-87,,
3:12.0,,,90-89,2,K. Bryant makes 2-pt shot at rim (assist by J. Hill)
2:45.0,D. Collison makes 2-pt shot from 19 ft (assist by J. Thompson),2,92-89,,
2:24.0,,,92-89,,C. Boozer misses 2-pt shot from 16 ft
2:23.0,,,92-89,,Offensive rebound by J. Hill
2:16.0,,,92-92,3,K. Bryant makes 3-pt shot from 24 ft (assist by J. Hill)
1:59.0,Shooting foul by W. Johnson (drawn by D. Collison),,92-92,,
1:59.0,Official timeout,,92-92,,
1:59.0,R. Evans enters the game for C. Landry,,92-92,,
1:59.0,D. Collison makes free throw 1 of 2,1,93-92,,
1:59.0,D. Collison misses free throw 2 of 2,,93-92,,
1:58.0,,,93-92,,Defensive rebound by C. Boozer
1:39.0,,,93-94,2,J. Hill makes 2-pt shot at rim (assist by K. Bryant)
1:14.0,B. McLemore misses 2-pt shot from 10 ft,,93-94,,
1:10.0,Offensive rebound by J. Thompson,,93-94,,
1:10.0,J. Thompson misses 2-pt shot at rim,,93-94,,
1:09.0,,,93-94,,Defensive rebound by W. Johnson
1:09.0,,,93-94,,N. Young enters the game for W. Ellington
0:52.0,,,93-94,,K. Bryant misses 2-pt shot from 4 ft
0:50.0,Defensive rebound by D. Collison,,93-94,,
0:43.0,D. Collison makes 2-pt shot at rim,2,95-94,,
0:34.0,Personal foul by R. Gay (drawn by K. Bryant),,95-94,,
0:34.0,,,95-95,1,K. Bryant makes free throw 1 of 2
0:34.0,,,95-96,1,K. Bryant makes free throw 2 of 2
0:34.0,Sacramento full timeout,,95-96,,
0:34.0,,,95-96,,R. Price enters the game for N. Young
0:20.0,R. Gay misses 3-pt shot from 25 ft,,95-96,,
0:18.0,,,95-96,,Defensive rebound by R. Price
0:16.0,Personal take foul by B. McLemore (drawn by K. Bryant),,95-96,,
0:16.0,,,95-97,1,K. Bryant makes free throw 1 of 2
0:16.0,,,95-98,1,K. Bryant makes free throw 2 of 2
0:16.0,Sacramento full timeout,,95-98,,
0:16.0,,,95-98,,W. Ellington enters the game for C. Boozer
0:16.0,N. Stauskas enters the game for J. Thompson,,95-98,,
0:03.0,N. Stauskas misses 3-pt shot from 24 ft,,95-98,,
0:00.0,,,95-98,,Defensive rebound by W. Johnson
0:00.0,End of 4th quarter,,,,End of 4th quarter
