time,Philadelphia,pts.away,score,pts.home,Boston
2:57.0,Official timeout,,82-101,,
2:57.0,,,82-101,,J. Young enters the game for A. Bradley
2:57.0,I. Canaan enters the game for R. Covington,,82-101,,
2:57.0,,,82-102,1,T. Zeller makes free throw 1 of 2
2:57.0,,,82-103,1,T. Zeller makes free throw 2 of 2
2:42.0,N. Noel misses 2-pt shot from 15 ft,,82-103,,
2:41.0,,,82-103,,Defensive rebound by L. Datome
2:19.0,,,82-103,,T. Zeller misses 2-pt shot from 17 ft
2:18.0,Defensive rebound by N. Noel,,82-103,,
2:12.0,,,82-103,,Personal foul by J. Young (drawn by J. Grant)
2:12.0,J. Grant makes free throw 1 of 2,1,83-103,,
2:12.0,,,83-103,,S. Randolph enters the game for T. Zeller
2:12.0,J. Grant misses free throw 2 of 2,,83-103,,
2:12.0,,,83-103,,Defensive rebound by S. Randolph
1:52.0,,,83-105,2,L. Datome makes 2-pt shot from 16 ft
1:39.0,I. Canaan misses 3-pt shot from 25 ft,,83-105,,
1:38.0,,,83-105,,Defensive rebound by S. Randolph
1:26.0,,,83-107,2,J. Crowder makes 2-pt shot at rim (assist by L. Datome)
1:09.0,N. Noel makes 2-pt shot at rim (assist by H. Thompson),2,85-107,,
0:54.0,,,85-107,,Shooting foul by I. Canaan (drawn by S. Randolph)
0:54.0,,,85-107,,S. Randolph misses free throw 1 of 2
0:54.0,,,85-107,,Offensive rebound by Team
0:54.0,,,85-107,,P. Pressey enters the game for M. Smart
0:54.0,,,85-108,1,S. Randolph makes free throw 2 of 2
0:37.0,N. Noel makes 2-pt shot from 5 ft,2,87-108,,
0:19.0,,,87-108,,S. Randolph misses 2-pt shot from 7 ft
0:17.0,Defensive rebound by N. Noel,,87-108,,
0:17.0,Jump ball: L. Datome vs. N. Noel (I. Smith gains possession),,,,Jump ball: L. Datome vs. N. Noel (I. Smith gains possession)
0:12.0,I. Smith makes 2-pt shot from 4 ft,2,89-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
