time,Dallas,pts.away,score,pts.home,Portland
1:46.0,,,75-91,1,D. Lillard makes free throw 1 of 2
1:46.0,G. Smith enters the game for R. Jefferson,,75-91,,
1:46.0,,,75-91,,M. Leonard enters the game for N. Batum
1:46.0,,,75-91,,J. Freeland enters the game for L. Aldridge
1:46.0,,,75-91,,D. Wright enters the game for R. Lopez
1:46.0,,,75-91,,A. Gee enters the game for A. Afflalo
1:46.0,,,75-92,1,D. Lillard makes free throw 2 of 2
1:43.0,,,75-92,,Personal take foul by D. Lillard (drawn by J. Barea)
1:43.0,,,75-92,,C. McCollum enters the game for D. Lillard
1:28.0,J. Barea misses 2-pt shot from 12 ft,,75-92,,
1:26.0,,,75-92,,Defensive rebound by J. Freeland
1:07.0,,,75-92,,Shooting foul by G. Smith (drawn by M. Leonard)
1:07.0,,,75-93,1,M. Leonard makes free throw 1 of 2
1:07.0,,,75-94,1,M. Leonard makes free throw 2 of 2
0:57.0,R. Felton misses 2-pt shot from 16 ft,,75-94,,
0:56.0,,,75-94,,Defensive rebound by C. McCollum
0:44.0,,,75-94,,Turnover by A. Gee (traveling)
0:30.0,B. James misses 2-pt shot at rim (block by J. Freeland),,75-94,,
0:24.0,,,75-94,,Defensive rebound by J. Freeland
0:20.0,,,75-94,,J. Freeland misses 2-pt shot from 9 ft
0:19.0,Defensive rebound by G. Smith,,75-94,,
0:11.0,A. Aminu misses 2-pt shot at rim,,75-94,,
0:09.0,,,75-94,,Defensive rebound by J. Freeland
0:00.0,End of 4th quarter,,,,End of 4th quarter
