time,Oklahoma City,pts.away,score,pts.home,Sacramento
3:47.0,K. Durant misses 3-pt shot from 25 ft,,94-86,,
3:46.0,,,94-86,,Defensive rebound by D. Collison
3:29.0,,,94-88,2,D. Collison makes 2-pt shot from 15 ft (assist by R. Gay)
3:03.0,R. Westbrook makes 2-pt shot at rim (assist by A. Morrow),2,96-88,,
2:50.0,,,96-88,,Turnover by B. McLemore (lost ball; steal by R. Westbrook)
2:47.0,Shooting foul by B. McLemore (drawn by R. Westbrook),,96-88,,
2:47.0,,,96-88,,Sacramento full timeout
2:47.0,A. Roberson enters the game for A. Morrow,,96-88,,
2:47.0,R. Westbrook makes free throw 1 of 2,1,97-88,,
2:47.0,R. Westbrook makes free throw 2 of 2,1,98-88,,
2:38.0,,,98-88,,R. Gay misses 2-pt shot at rim
2:37.0,,,98-88,,Offensive rebound by R. Gay
2:37.0,,,98-90,2,R. Gay makes 2-pt shot at rim
2:20.0,K. Durant misses 2-pt shot from 8 ft,,98-90,,
2:19.0,,,98-90,,Defensive rebound by Team
1:57.0,,,98-90,,D. Collison misses 2-pt shot from 2 ft (block by S. Ibaka)
1:57.0,,,98-90,,Offensive rebound by Team
1:57.0,K. Perkins enters the game for S. Adams,,98-90,,
1:55.0,,,98-90,,R. Gay misses 2-pt shot from 19 ft
1:55.0,,,98-90,,Offensive rebound by Team
1:55.0,,,98-90,,Turnover by Team (shot clock)
1:39.0,K. Durant makes 2-pt shot from 17 ft,2,100-90,,
1:34.0,,,100-90,,Turnover by D. Collison (lost ball; steal by K. Durant)
1:26.0,R. Westbrook makes 2-pt shot from 1 ft (assist by K. Durant),2,102-90,,
1:16.0,,,102-90,,J. Thompson misses 2-pt shot from 19 ft
1:14.0,,,102-90,,Offensive rebound by C. Landry
1:13.0,,,102-90,,Turnover by C. Landry (bad pass)
1:13.0,J. Lamb enters the game for K. Durant,,102-90,,
1:13.0,N. Collison enters the game for S. Ibaka,,102-90,,
1:13.0,I. Smith enters the game for K. Perkins,,102-90,,
1:13.0,P. Jones enters the game for R. Westbrook,,102-90,,
0:56.0,,,102-90,,Personal foul by R. Gay (drawn by N. Collison)
0:50.0,J. Lamb makes 2-pt shot from 2 ft,2,104-90,,
0:43.0,,,104-90,,D. Collison misses 3-pt shot from 26 ft
0:42.0,Defensive rebound by P. Jones,,104-90,,
0:38.0,Turnover by P. Jones (dbl dribble),,104-90,,
0:30.0,,,104-92,2,R. Gay makes 2-pt shot from 13 ft
0:05.0,Turnover by Team (shot clock),,104-92,,
0:02.0,,,104-92,,D. Collison misses 3-pt shot from 30 ft
0:00.0,,,104-92,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
