time,Brooklyn,pts.away,score,pts.home,Philadelphia
4:12.0,Defensive rebound by D. Williams,,87-83,,
4:06.0,Shooting foul by L. Mbah a Moute (drawn by M. Teletovic),,87-83,,
4:06.0,M. Teletovic makes free throw 1 of 2,1,88-83,,
4:06.0,M. Teletovic misses free throw 2 of 2,,88-83,,
4:04.0,,,88-83,,Defensive rebound by H. Sims
3:43.0,,,88-83,,Turnover by B. Davies (bad pass; steal by M. Teletovic)
3:40.0,Turnover by M. Teletovic (lost ball; steal by L. Mbah a Moute),,88-83,,
3:32.0,,,88-83,,H. Sims misses 2-pt shot from 5 ft
3:31.0,Defensive rebound by M. Teletovic,,88-83,,
3:12.0,Offensive foul by B. Lopez,,88-83,,
3:12.0,Turnover by B. Lopez (offensive foul),,88-83,,
3:12.0,,,88-83,,H. Thompson enters the game for B. Davies
3:00.0,,,88-83,,T. Wroten misses 3-pt shot from 25 ft
2:58.0,Defensive rebound by J. Johnson,,88-83,,
2:45.0,D. Williams makes 2-pt shot from 13 ft,2,90-83,,
2:44.0,,,90-83,,Philadelphia full timeout
2:44.0,Official timeout,,90-83,,
2:44.0,,,90-83,,N. Noel enters the game for H. Sims
2:44.0,,,90-83,,M. Carter-Williams enters the game for L. Mbah a Moute
2:44.0,K. Garnett enters the game for B. Lopez,,90-83,,
2:31.0,,,90-85,2,H. Thompson makes 2-pt shot from 6 ft (assist by M. Carter-Williams)
2:12.0,Turnover by M. Teletovic (lost ball),,90-85,,
1:59.0,,,90-85,,Shooting foul by D. Williams (drawn by T. Wroten)
1:59.0,,,90-86,1,T. Wroten makes free throw 1 of 2
1:59.0,,,90-87,1,T. Wroten makes free throw 2 of 2
1:39.0,D. Williams misses 2-pt shot from 17 ft,,90-87,,
1:37.0,,,90-87,,Defensive rebound by T. Wroten
1:32.0,,,90-89,2,T. Wroten makes 2-pt shot from 1 ft
1:14.0,J. Johnson misses 3-pt shot from 23 ft,,90-89,,
1:13.0,Offensive rebound by Team,,90-89,,
1:13.0,,,90-89,,Loose ball foul by M. Carter-Williams (drawn by K. Garnett)
1:13.0,K. Garnett misses free throw 1 of 2,,90-89,,
1:13.0,Offensive rebound by Team,,90-89,,
1:13.0,,,90-89,,B. Davies enters the game for M. Carter-Williams
1:13.0,K. Garnett makes free throw 2 of 2,1,91-89,,
0:51.0,,,91-89,,Turnover by T. Wroten (bad pass)
0:51.0,J. Jack enters the game for A. Anderson,,91-89,,
0:33.0,K. Garnett makes 2-pt shot from 18 ft (assist by J. Jack),2,93-89,,
0:33.0,,,93-89,,Philadelphia full timeout
0:33.0,A. Anderson enters the game for J. Jack,,93-89,,
0:29.0,,,93-89,,K. McDaniels misses 3-pt shot from 26 ft
0:27.0,Defensive rebound by K. Garnett,,93-89,,
0:25.0,,,93-89,,Personal foul by T. Wroten (drawn by D. Williams)
0:25.0,D. Williams makes free throw 1 of 2,1,94-89,,
0:25.0,D. Williams makes free throw 2 of 2,1,95-89,,
0:25.0,,,95-89,,Philadelphia full timeout
0:19.0,,,95-91,2,K. McDaniels makes 2-pt shot at rim
0:16.0,,,95-91,,Personal foul by T. Wroten (drawn by J. Johnson)
0:16.0,J. Johnson makes free throw 1 of 2,1,96-91,,
0:16.0,,,96-91,,R. Covington enters the game for B. Davies
0:16.0,J. Johnson makes free throw 2 of 2,1,97-91,,
0:09.0,,,97-91,,H. Thompson misses 3-pt shot from 24 ft
0:07.0,Defensive rebound by A. Anderson,,97-91,,
0:02.0,,,97-91,,Personal foul by H. Thompson (drawn by D. Williams)
0:02.0,D. Williams makes free throw 1 of 2,1,98-91,,
0:02.0,,,98-91,,H. Sims enters the game for T. Wroten
0:02.0,B. Bogdanovic enters the game for K. Garnett,,98-91,,
0:02.0,D. Williams makes free throw 2 of 2,1,99-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
