time,Houston,pts.away,score,pts.home,LA Clippers
8:40.0,J. Terry misses 3-pt shot from 26 ft,,85-94,,
8:39.0,,,85-94,,Defensive rebound by J. Redick
8:17.0,,,85-97,3,J. Redick makes 3-pt shot from 26 ft (assist by B. Griffin)
7:57.0,T. Ariza misses 2-pt shot from 3 ft (block by D. Jordan),,85-97,,
7:54.0,Offensive rebound by C. Brewer,,85-97,,
7:53.0,C. Brewer makes 3-pt shot from 24 ft,3,88-97,,
7:38.0,,,88-99,2,A. Rivers makes 2-pt shot from 2 ft
7:38.0,,,88-99,,Shooting foul by J. Terry (drawn by A. Rivers)
7:38.0,,,88-100,1,A. Rivers makes free throw 1 of 1
7:29.0,C. Brewer makes 2-pt shot from 3 ft,2,90-100,,
7:29.0,,,90-100,,Shooting block foul by B. Griffin (drawn by C. Brewer)
7:29.0,,,90-100,,C. Paul enters the game for A. Rivers
7:29.0,C. Brewer makes free throw 1 of 1,1,91-100,,
7:10.0,,,91-100,,Turnover by M. Barnes (bad pass; steal by J. Smith)
6:59.0,J. Smith makes 3-pt shot from 26 ft,3,94-100,,
6:47.0,,,94-102,2,C. Paul makes 2-pt shot from 3 ft
6:25.0,J. Smith makes 3-pt shot from 27 ft (assist by J. Terry),3,97-102,,
6:11.0,,,97-102,,C. Paul misses 2-pt shot from 18 ft
6:09.0,Defensive rebound by C. Brewer,,97-102,,
6:07.0,Shooting foul by J. Redick (drawn by D. Howard),,97-102,,
6:07.0,D. Howard misses free throw 1 of 2,,97-102,,
6:07.0,Offensive rebound by Team,,97-102,,
6:07.0,D. Howard misses free throw 2 of 2,,97-102,,
6:06.0,,,97-102,,Defensive rebound by B. Griffin
5:57.0,Personal foul by T. Ariza (drawn by J. Redick),,97-102,,
5:57.0,Official timeout,,97-102,,
5:48.0,,,97-102,,D. Jordan misses 2-pt shot at rim
5:46.0,,,97-102,,Offensive rebound by Team
5:35.0,,,97-102,,M. Barnes misses 3-pt shot from 25 ft
5:33.0,Defensive rebound by D. Howard,,97-102,,
5:24.0,J. Smith makes 2-pt shot from 3 ft,2,99-102,,
5:08.0,,,99-102,,B. Griffin misses 2-pt shot from 4 ft (block by D. Howard)
5:06.0,Defensive rebound by T. Ariza,,99-102,,
4:57.0,T. Ariza misses 3-pt shot from 26 ft,,99-102,,
4:56.0,Offensive rebound by D. Howard,,99-102,,
4:44.0,J. Smith misses 3-pt shot from 26 ft,,99-102,,
4:44.0,Offensive rebound by D. Howard,,99-102,,
4:44.0,Shooting foul by M. Barnes (drawn by D. Howard),,99-102,,
4:44.0,D. Howard misses free throw 1 of 2,,99-102,,
4:44.0,Offensive rebound by Team,,99-102,,
4:44.0,,,99-102,,J. Crawford enters the game for M. Barnes
4:44.0,D. Howard makes free throw 2 of 2,1,100-102,,
4:26.0,,,100-102,,B. Griffin misses 2-pt shot from 3 ft
4:25.0,Defensive rebound by J. Smith,,100-102,,
4:21.0,C. Brewer makes 2-pt shot at rim (assist by J. Smith),2,102-102,,
4:04.0,,,102-102,,B. Griffin misses 2-pt shot from 3 ft
4:02.0,Defensive rebound by J. Smith,,102-102,,
3:59.0,Houston full timeout,,102-102,,
3:42.0,C. Brewer makes 3-pt shot from 23 ft (assist by J. Terry),3,105-102,,
3:15.0,,,105-102,,J. Crawford misses 3-pt shot from 26 ft
3:14.0,Defensive rebound by D. Howard,,105-102,,
3:04.0,Shooting foul by D. Jordan (drawn by J. Smith),,105-102,,
3:04.0,J. Smith misses free throw 1 of 2,,105-102,,
3:04.0,Offensive rebound by Team,,105-102,,
3:04.0,J. Smith makes free throw 2 of 2,1,106-102,,
2:48.0,,,106-102,,C. Paul misses 3-pt shot from 23 ft
2:47.0,Defensive rebound by J. Terry,,106-102,,
2:28.0,J. Terry makes 2-pt shot from 17 ft,2,108-102,,
2:27.0,,,108-102,,LA Clippers full timeout
2:07.0,,,108-102,,B. Griffin misses 2-pt shot from 3 ft (block by J. Smith)
2:07.0,,,108-102,,Offensive rebound by Team
2:03.0,,,108-102,,C. Paul misses 2-pt shot from 16 ft
2:02.0,Defensive rebound by J. Terry,,108-102,,
1:44.0,J. Smith makes 3-pt shot from 26 ft,3,111-102,,
1:28.0,,,111-102,,J. Redick misses 3-pt shot from 25 ft
1:28.0,Defensive rebound by J. Terry,,111-102,,
1:16.0,,,111-102,,Personal take foul by B. Griffin (drawn by J. Smith)
1:16.0,J. Smith makes free throw 1 of 2,1,112-102,,
1:16.0,J. Smith misses free throw 2 of 2,,112-102,,
1:15.0,,,112-102,,Defensive rebound by D. Jordan
1:15.0,,,112-102,,LA Clippers full timeout
1:01.0,,,112-102,,Shooting foul by D. Howard (drawn by C. Paul)
1:01.0,,,112-103,1,C. Paul makes free throw 1 of 2
1:01.0,,,112-103,,A. Rivers enters the game for J. Crawford
1:01.0,J. Harden enters the game for D. Howard,,112-103,,
1:01.0,,,112-104,1,C. Paul makes free throw 2 of 2
1:01.0,,,112-104,,Loose ball foul by D. Jordan (drawn by J. Smith)
1:01.0,J. Smith misses free throw 1 of 2,,112-104,,
1:01.0,Offensive rebound by Team,,112-104,,
1:01.0,,,112-104,,J. Crawford enters the game for D. Jordan
1:01.0,D. Howard enters the game for J. Harden,,112-104,,
1:01.0,J. Smith makes free throw 2 of 2,1,113-104,,
0:56.0,,,113-104,,C. Paul misses 2-pt shot from 14 ft
0:55.0,Defensive rebound by C. Brewer,,113-104,,
0:54.0,,,113-104,,Personal take foul by J. Crawford (drawn by C. Brewer)
0:54.0,C. Brewer makes free throw 1 of 2,1,114-104,,
0:54.0,C. Brewer misses free throw 2 of 2,,114-104,,
0:53.0,Offensive rebound by Team,,114-104,,
0:53.0,,,114-104,,Loose ball foul by B. Griffin (drawn by D. Howard)
0:53.0,,,114-104,,S. Hawes enters the game for B. Griffin
0:53.0,D. Howard misses free throw 1 of 2,,114-104,,
0:53.0,Offensive rebound by Team,,114-104,,
0:53.0,D. Howard misses free throw 2 of 2,,114-104,,
0:52.0,Offensive rebound by C. Brewer,,114-104,,
0:51.0,C. Brewer misses 2-pt shot from 4 ft,,114-104,,
0:48.0,,,114-104,,Defensive rebound by C. Paul
0:41.0,,,114-104,,J. Crawford misses 3-pt shot from 26 ft
0:40.0,Defensive rebound by T. Ariza,,114-104,,
0:40.0,,,114-104,,Personal take foul by A. Rivers (drawn by T. Ariza)
0:40.0,T. Ariza makes free throw 1 of 2,1,115-104,,
0:40.0,T. Ariza makes free throw 2 of 2,1,116-104,,
0:34.0,,,116-104,,A. Rivers misses 3-pt shot from 29 ft
0:33.0,Defensive rebound by C. Brewer,,116-104,,
0:11.0,J. Terry makes 3-pt shot from 27 ft (assist by C. Brewer),3,119-104,,
0:02.0,,,119-107,3,C. Paul makes 3-pt shot from 26 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
