time,LA Lakers,pts.away,score,pts.home,Memphis
0:06.0,C. Boozer makes free throw 2 of 2,1,90-94,,
0:06.0,Personal take foul by C. Boozer (drawn by M. Gasol),,90-94,,
0:06.0,,,90-95,1,M. Gasol makes free throw 1 of 2
0:06.0,,,90-95,,N. Calathes enters the game for Z. Randolph
0:06.0,,,90-95,,M. Gasol misses free throw 2 of 2
0:04.0,Defensive rebound by J. Hill,,90-95,,
0:03.0,Turnover by J. Hill (lost ball; steal by N. Calathes),,90-95,,
0:03.0,Personal take foul by W. Ellington (drawn by N. Calathes),,90-95,,
0:03.0,,,90-96,1,N. Calathes makes free throw 1 of 2
0:03.0,,,90-97,1,N. Calathes makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
