time,Dallas,pts.away,score,pts.home,San Antonio
4:08.0,T. Chandler misses 2-pt shot from 4 ft (block by T. Splitter),,68-87,,
4:07.0,Offensive rebound by R. Rondo,,68-87,,
4:03.0,C. Parsons misses 3-pt shot from 23 ft,,68-87,,
4:02.0,,,68-87,,Defensive rebound by T. Duncan
3:57.0,,,68-87,,Offensive charge foul by K. Leonard
3:57.0,,,68-87,,Turnover by K. Leonard (offensive foul)
3:50.0,R. Rondo makes 2-pt shot from 6 ft,2,70-87,,
3:24.0,,,70-87,,K. Leonard misses 2-pt shot from 10 ft
3:22.0,,,70-87,,Offensive rebound by T. Splitter
3:22.0,,,70-87,,T. Splitter misses 2-pt shot from 1 ft
3:21.0,,,70-87,,Offensive rebound by M. Ginobili
3:05.0,,,70-89,2,T. Parker makes 2-pt shot from 18 ft
3:05.0,Dallas full timeout,,70-89,,
3:05.0,,,70-89,,M. Bonner enters the game for T. Splitter
3:05.0,C. Villanueva enters the game for D. Nowitzki,,70-89,,
2:56.0,R. Rondo misses 2-pt shot from 6 ft,,70-89,,
2:55.0,,,70-89,,Defensive rebound by K. Leonard
2:29.0,,,70-91,2,M. Bonner makes 2-pt shot from 11 ft (assist by T. Parker)
2:29.0,Dallas full timeout,,70-91,,
2:29.0,,,70-91,,J. Ayres enters the game for T. Duncan
2:29.0,,,70-91,,C. Joseph enters the game for T. Parker
2:29.0,,,70-91,,R. Williams enters the game for M. Ginobili
2:29.0,,,70-91,,M. Belinelli enters the game for K. Leonard
2:29.0,R. Felton enters the game for C. Parsons,,70-91,,
2:29.0,A. Aminu enters the game for T. Chandler,,70-91,,
2:29.0,B. James enters the game for R. Rondo,,70-91,,
2:29.0,R. Jefferson enters the game for D. Harris,,70-91,,
2:29.0,D. Powell enters the game for C. Villanueva,,70-91,,
2:18.0,D. Powell misses 2-pt shot from 16 ft,,70-91,,
2:18.0,,,70-91,,Defensive rebound by Team
1:55.0,,,70-91,,M. Belinelli misses 3-pt shot from 25 ft
1:54.0,,,70-91,,Offensive rebound by M. Belinelli
1:51.0,,,70-91,,Turnover by M. Belinelli (bad pass; steal by R. Felton)
1:38.0,A. Aminu makes 2-pt shot from 12 ft,2,72-91,,
1:16.0,,,72-91,,M. Belinelli misses 3-pt shot from 25 ft
1:14.0,Defensive rebound by A. Aminu,,72-91,,
1:08.0,A. Aminu misses 2-pt shot from 2 ft,,72-91,,
1:07.0,,,72-91,,Defensive rebound by M. Bonner
1:02.0,,,72-91,,Turnover by M. Bonner (bad pass; steal by B. James)
0:59.0,R. Jefferson misses 3-pt shot from 24 ft,,72-91,,
0:57.0,,,72-91,,Defensive rebound by C. Joseph
0:48.0,,,72-93,2,C. Joseph makes 2-pt shot from 16 ft
0:40.0,R. Felton makes 2-pt shot from 17 ft,2,74-93,,
0:20.0,,,74-93,,Shooting foul by R. Jefferson (drawn by C. Joseph)
0:20.0,,,74-93,,C. Joseph misses free throw 1 of 2
0:20.0,,,74-93,,Offensive rebound by Team
0:20.0,,,74-94,1,C. Joseph makes free throw 2 of 2
0:08.0,D. Powell makes 2-pt shot from 10 ft (assist by R. Jefferson),2,76-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
