time,Sacramento,pts.away,score,pts.home,LA Clippers
9:10.0,C. Landry makes free throw 2 of 2,1,74-107,,
8:59.0,,,74-110,3,A. Rivers makes 3-pt shot from 24 ft
8:49.0,J. Thompson misses 2-pt shot from 19 ft,,74-110,,
8:48.0,,,74-110,,Defensive rebound by S. Hawes
8:33.0,,,74-110,,A. Rivers misses 3-pt shot from 26 ft
8:31.0,Defensive rebound by C. Landry,,74-110,,
8:18.0,N. Stauskas makes 2-pt shot from 21 ft (assist by O. Casspi),2,76-110,,
8:01.0,,,76-110,,H. Turkoglu misses 3-pt shot from 24 ft
8:00.0,Defensive rebound by J. Thompson,,76-110,,
7:56.0,O. Casspi makes 2-pt shot from 1 ft (assist by A. Miller),2,78-110,,
7:56.0,Shooting foul by C. Wilcox (drawn by O. Casspi),,78-110,,
7:56.0,Official timeout,,78-110,,
7:56.0,,,78-110,,E. Udoh enters the game for S. Hawes
7:56.0,O. Casspi makes free throw 1 of 1,1,79-110,,
7:42.0,,,79-113,3,H. Turkoglu makes 3-pt shot from 25 ft (assist by A. Rivers)
7:25.0,Turnover by N. Stauskas (lost ball; steal by D. Jones),,79-113,,
7:21.0,,,79-115,2,A. Rivers makes 2-pt shot at rim (assist by C. Wilcox)
7:08.0,J. Thompson misses 2-pt shot from 3 ft,,79-115,,
7:05.0,Offensive rebound by C. Landry,,79-115,,
7:03.0,C. Landry makes 2-pt shot from 1 ft,2,81-115,,
6:51.0,,,81-115,,A. Rivers misses 3-pt shot from 25 ft
6:50.0,Defensive rebound by O. Casspi,,81-115,,
6:42.0,,,81-115,,Personal foul by D. Jones (drawn by C. Landry)
6:42.0,C. Landry misses free throw 1 of 2,,81-115,,
6:42.0,Offensive rebound by Team,,81-115,,
6:42.0,D. Stockton enters the game for A. Miller,,81-115,,
6:42.0,R. Hollins enters the game for J. Thompson,,81-115,,
6:42.0,C. Landry makes free throw 2 of 2,1,82-115,,
6:28.0,,,82-115,,Shooting foul by C. Landry (drawn by E. Udoh)
6:28.0,,,82-116,1,E. Udoh makes free throw 1 of 2
6:28.0,,,82-117,1,E. Udoh makes free throw 2 of 2
6:17.0,C. Landry misses 2-pt shot from 18 ft,,82-117,,
6:16.0,,,82-117,,Defensive rebound by A. Rivers
5:59.0,,,82-117,,E. Udoh misses 2-pt shot from 3 ft (block by R. Hollins)
5:57.0,Defensive rebound by O. Casspi,,82-117,,
5:53.0,O. Casspi makes 2-pt shot at rim,2,84-117,,
5:37.0,,,84-119,2,C. Wilcox makes 2-pt shot from 21 ft (assist by A. Rivers)
5:31.0,Shooting foul by D. Jones (drawn by R. Hollins),,84-119,,
5:31.0,,,84-119,,LA Clippers full timeout
5:31.0,R. Hollins misses free throw 1 of 2,,84-119,,
5:31.0,Offensive rebound by Team,,84-119,,
5:31.0,R. Hollins misses free throw 2 of 2,,84-119,,
5:30.0,,,84-119,,Defensive rebound by H. Turkoglu
5:12.0,,,84-119,,A. Rivers misses 3-pt shot from 24 ft
5:10.0,Defensive rebound by C. Landry,,84-119,,
4:54.0,O. Casspi makes 3-pt shot from 25 ft (assist by D. Stockton),3,87-119,,
4:38.0,,,87-119,,C. Wilcox misses 3-pt shot from 24 ft
4:35.0,,,87-119,,Offensive rebound by C. Wilcox
4:30.0,,,87-119,,H. Turkoglu misses 3-pt shot from 25 ft
4:28.0,Defensive rebound by O. Casspi,,87-119,,
4:19.0,Turnover by C. Landry (lost ball; steal by H. Turkoglu),,87-119,,
4:08.0,,,87-119,,Turnover by H. Turkoglu (traveling)
3:55.0,,,87-119,,Personal foul by C. Wilcox (drawn by N. Stauskas)
3:55.0,N. Stauskas makes free throw 1 of 2,1,88-119,,
3:55.0,B. McLemore enters the game for C. Landry,,88-119,,
3:55.0,N. Stauskas makes free throw 2 of 2,1,89-119,,
3:37.0,,,89-119,,D. Jones misses 3-pt shot from 23 ft
3:35.0,Defensive rebound by O. Casspi,,89-119,,
3:31.0,,,89-119,,Personal foul by A. Rivers (drawn by R. Hollins)
3:31.0,R. Hollins makes free throw 1 of 2,1,90-119,,
3:31.0,R. Hollins makes free throw 2 of 2,1,91-119,,
3:13.0,,,91-119,,H. Turkoglu misses 2-pt shot from 17 ft
3:12.0,Defensive rebound by D. Stockton,,91-119,,
3:02.0,B. McLemore misses 3-pt shot from 24 ft,,91-119,,
3:01.0,,,91-119,,Defensive rebound by E. Udoh
2:53.0,,,91-119,,A. Rivers misses 2-pt shot from 1 ft
2:52.0,Defensive rebound by O. Casspi,,91-119,,
2:45.0,D. Stockton misses 2-pt shot from 2 ft,,91-119,,
2:44.0,,,91-119,,Defensive rebound by E. Udoh
2:33.0,,,91-119,,E. Udoh misses 2-pt shot from 8 ft
2:31.0,Defensive rebound by D. Stockton,,91-119,,
2:24.0,R. Hollins makes 2-pt shot at rim (assist by B. McLemore),2,93-119,,
2:03.0,,,93-119,,A. Rivers misses 2-pt shot from 5 ft
2:02.0,Defensive rebound by R. Hollins,,93-119,,
1:55.0,N. Stauskas misses 2-pt shot from 2 ft (block by E. Udoh),,93-119,,
1:55.0,Offensive rebound by Team,,93-119,,
1:55.0,Sacramento full timeout,,93-119,,
1:55.0,,,93-119,,Technical foul by A. Rivers
1:55.0,D. Stockton makes technical free throw,1,94-119,,
1:41.0,N. Stauskas misses 2-pt shot from 20 ft,,94-119,,
1:38.0,,,94-119,,Defensive rebound by E. Udoh
1:20.0,,,94-119,,C. Wilcox misses 3-pt shot from 24 ft
1:18.0,Defensive rebound by O. Casspi,,94-119,,
1:10.0,O. Casspi misses 2-pt shot from 3 ft (block by E. Udoh),,94-119,,
1:09.0,,,94-119,,Defensive rebound by E. Udoh
0:58.0,,,94-119,,A. Rivers misses 2-pt shot from 16 ft
0:57.0,Defensive rebound by O. Casspi,,94-119,,
0:49.0,B. McLemore makes 3-pt shot from 23 ft (assist by N. Stauskas),3,97-119,,
0:33.0,,,97-119,,Shooting foul by O. Casspi (drawn by D. Jones)
0:33.0,,,97-120,1,D. Jones makes free throw 1 of 2
0:33.0,,,97-121,1,D. Jones makes free throw 2 of 2
0:27.0,Turnover by D. Stockton (lost ball; steal by A. Rivers),,97-121,,
0:24.0,,,97-123,2,A. Rivers makes 2-pt shot at rim
0:16.0,Turnover by D. Stockton (lost ball; steal by A. Rivers),,97-123,,
0:11.0,,,97-125,2,A. Rivers makes 2-pt shot at rim
0:11.0,Away from play foul by R. Hollins (drawn by D. Jones),,97-125,,
0:11.0,,,97-126,1,D. Jones makes free throw 1 of 1
0:06.0,D. Stockton misses 3-pt shot from 25 ft,,97-126,,
0:05.0,Offensive rebound by R. Hollins,,97-126,,
0:05.0,R. Hollins makes 2-pt shot at rim,2,99-126,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
