time,Detroit,pts.away,score,pts.home,Indiana
3:17.0,,,94-89,,Defensive rebound by C. Miles
3:04.0,,,94-89,,Shooting foul by A. Tolliver (drawn by S. Hill)
3:04.0,,,94-90,1,S. Hill makes free throw 1 of 2
3:04.0,,,94-90,,R. Stuckey enters the game for C. Miles
3:04.0,,,94-91,1,S. Hill makes free throw 2 of 2
2:48.0,B. Jennings misses 2-pt shot from 14 ft,,94-91,,
2:47.0,Offensive rebound by G. Monroe,,94-91,,
2:47.0,G. Monroe misses 2-pt shot from 1 ft,,94-91,,
2:46.0,,,94-91,,Defensive rebound by R. Stuckey
2:27.0,,,94-91,,C. Watson misses 3-pt shot from 23 ft
2:25.0,,,94-91,,Offensive rebound by S. Hill
2:25.0,Detroit full timeout,,94-91,,
2:25.0,,,94-91,,C. Miles enters the game for R. Stuckey
2:25.0,,,94-91,,D. Sloan enters the game for C. Watson
2:08.0,,,94-93,2,R. Hibbert makes 2-pt shot from 10 ft
1:46.0,Turnover by G. Monroe (lost ball; steal by S. Hill),,94-93,,
1:29.0,,,94-95,2,D. West makes 2-pt shot from 17 ft (assist by D. Sloan)
1:13.0,Shooting foul by S. Hill (drawn by B. Jennings),,94-95,,
1:13.0,B. Jennings makes free throw 1 of 2,1,95-95,,
1:13.0,A. Drummond enters the game for A. Tolliver,,95-95,,
1:13.0,B. Jennings makes free throw 2 of 2,1,96-95,,
0:59.0,,,96-95,,D. West misses 2-pt shot from 19 ft
0:57.0,,,96-95,,Offensive rebound by R. Hibbert
0:54.0,Personal foul by G. Monroe (drawn by D. West),,96-95,,
0:54.0,,,96-95,,D. West misses free throw 1 of 2
0:54.0,,,96-95,,Offensive rebound by Team
0:54.0,,,96-96,1,D. West makes free throw 2 of 2
0:39.0,B. Jennings misses 2-pt shot from 16 ft,,96-96,,
0:38.0,,,96-96,,Defensive rebound by D. West
0:36.0,,,96-96,,Indiana full timeout
0:24.0,,,96-96,,Offensive foul by R. Hibbert
0:24.0,,,96-96,,Turnover by R. Hibbert (offensive foul)
0:24.0,Detroit full timeout,,96-96,,
0:24.0,,,96-96,,R. Stuckey enters the game for D. Sloan
0:01.0,B. Jennings misses 2-pt shot from 12 ft,,96-96,,
0:00.0,Offensive rebound by A. Drummond,,96-96,,
0:00.0,A. Drummond makes 2-pt shot from 1 ft,2,98-96,,
0:00.0,,,98-96,,Indiana full timeout
0:00.0,,,98-96,,D. Rudez enters the game for R. Hibbert
0:00.0,,,98-96,,I. Mahinmi enters the game for R. Stuckey
0:00.0,J. Anthony enters the game for B. Jennings,,98-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
