time,Charlotte,pts.away,score,pts.home,Detroit
1:12.0,B. Roberts enters the game for C. Zeller,,102-94,,
1:08.0,Charlotte full timeout,,102-94,,
0:59.0,M. Williams makes 2-pt shot from 16 ft (assist by A. Jefferson),2,104-94,,
0:59.0,,,104-94,,Detroit full timeout
0:59.0,M. Kidd-Gilchrist enters the game for B. Roberts,,104-94,,
0:59.0,,,104-94,,A. Tolliver enters the game for T. Prince
0:58.0,Personal foul by M. Williams (drawn by J. Meeks),,104-94,,
0:58.0,,,104-95,1,J. Meeks makes free throw 1 of 3
0:58.0,,,104-96,1,J. Meeks makes free throw 2 of 3
0:58.0,B. Roberts enters the game for M. Kidd-Gilchrist,,104-96,,
0:58.0,,,104-96,,T. Prince enters the game for A. Tolliver
0:58.0,,,104-97,1,J. Meeks makes free throw 3 of 3
0:56.0,Turnover by M. Williams (bad pass; steal by J. Meeks),,104-97,,
0:52.0,,,104-97,,J. Meeks misses 3-pt shot from 26 ft
0:51.0,,,104-97,,Offensive rebound by A. Drummond
0:49.0,,,104-97,,A. Drummond misses 2-pt shot at rim
0:48.0,,,104-97,,Offensive rebound by R. Jackson
0:47.0,,,104-97,,A. Drummond misses 2-pt shot at rim
0:47.0,Defensive rebound by A. Jefferson,,104-97,,
0:47.0,,,104-97,,Personal foul by T. Prince (drawn by A. Jefferson)
0:42.0,,,104-97,,Personal foul by A. Drummond (drawn by A. Jefferson)
0:42.0,A. Jefferson misses free throw 1 of 2,,104-97,,
0:42.0,Offensive rebound by Team,,104-97,,
0:42.0,,,104-97,,A. Tolliver enters the game for T. Prince
0:42.0,M. Kidd-Gilchrist enters the game for B. Roberts,,104-97,,
0:42.0,A. Jefferson misses free throw 2 of 2,,104-97,,
0:41.0,,,104-97,,Defensive rebound by J. Meeks
0:26.0,,,104-97,,K. Caldwell-Pope misses 3-pt shot from 25 ft
0:24.0,Defensive rebound by A. Jefferson,,104-97,,
0:24.0,,,104-97,,Personal foul by R. Jackson (drawn by M. Williams)
0:24.0,M. Williams makes free throw 1 of 2,1,105-97,,
0:24.0,M. Williams makes free throw 2 of 2,1,106-97,,
0:24.0,,,106-97,,Detroit full timeout
0:19.0,,,106-99,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
0:19.0,Charlotte full timeout,,106-99,,
0:19.0,B. Roberts enters the game for M. Kidd-Gilchrist,,106-99,,
0:17.0,,,106-99,,Personal foul by R. Jackson (drawn by M. Williams)
0:17.0,M. Williams makes free throw 1 of 2,1,107-99,,
0:17.0,M. Kidd-Gilchrist enters the game for B. Roberts,,107-99,,
0:17.0,M. Williams makes free throw 2 of 2,1,108-99,,
0:06.0,,,108-101,2,R. Jackson makes 2-pt shot at rim
0:06.0,Violation by Team (delay of game),,108-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
