time,Toronto,pts.away,score,pts.home,Atlanta
3:41.0,A. Johnson makes 2-pt shot at rim,2,116-105,,
3:34.0,,,116-105,,A. Horford misses 2-pt shot from 2 ft
3:33.0,Defensive rebound by K. Lowry,,116-105,,
3:29.0,J. Johnson makes 2-pt shot at rim (assist by K. Lowry),2,118-105,,
3:29.0,,,118-105,,Atlanta full timeout
3:15.0,,,118-107,2,K. Korver makes 2-pt shot from 15 ft (assist by P. Millsap)
3:15.0,,,118-107,,Shooting foul by J. Johnson (drawn by K. Korver)
3:15.0,,,118-108,1,K. Korver makes free throw 1 of 1
3:02.0,D. DeRozan misses 2-pt shot from 20 ft,,118-108,,
3:01.0,,,118-108,,Defensive rebound by A. Horford
2:50.0,,,118-108,,Offensive charge foul by J. Teague
2:50.0,,,118-108,,Turnover by J. Teague (offensive foul)
2:29.0,K. Lowry misses 2-pt shot from 19 ft,,118-108,,
2:27.0,,,118-108,,Defensive rebound by A. Horford
2:24.0,,,118-110,2,J. Teague makes 2-pt shot from 1 ft (assist by A. Horford)
2:11.0,Shooting foul by D. Carroll (drawn by D. DeRozan),,118-110,,
2:11.0,D. DeRozan makes free throw 1 of 2,1,119-110,,
2:11.0,D. DeRozan makes free throw 2 of 2,1,120-110,,
1:58.0,,,120-112,2,D. Carroll makes 2-pt shot from 22 ft (assist by P. Millsap)
1:41.0,A. Johnson makes 2-pt shot from 8 ft (assist by K. Lowry),2,122-112,,
1:31.0,,,122-114,2,J. Teague makes 2-pt shot at rim
1:31.0,,,122-114,,Shooting foul by J. Johnson (drawn by J. Teague)
1:31.0,,,122-115,1,J. Teague makes free throw 1 of 1
1:07.0,D. DeRozan misses 3-pt shot from 23 ft,,122-115,,
1:05.0,Offensive rebound by J. Johnson,,122-115,,
0:47.0,A. Johnson makes 2-pt shot at rim (assist by K. Lowry),2,124-115,,
0:47.0,,,124-115,,Atlanta full timeout
0:39.0,,,124-115,,D. Carroll misses 3-pt shot from 23 ft
0:37.0,,,124-115,,Offensive rebound by A. Horford
0:31.0,,,124-115,,A. Horford misses 3-pt shot from 25 ft
0:29.0,Defensive rebound by D. DeRozan,,124-115,,
0:26.0,,,124-115,,Personal take foul by J. Teague (drawn by D. DeRozan)
0:26.0,D. DeRozan makes free throw 1 of 2,1,125-115,,
0:26.0,D. DeRozan makes free throw 2 of 2,1,126-115,,
0:19.0,,,126-115,,P. Millsap misses 3-pt shot from 25 ft
0:17.0,Defensive rebound by A. Johnson,,126-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
