time,Sacramento,pts.away,score,pts.home,Boston
5:04.0,B. McLemore makes free throw 1 of 2,1,72-92,,
5:04.0,B. McLemore makes free throw 2 of 2,1,73-92,,
4:47.0,,,73-92,,Shooting foul by R. McCallum (drawn by E. Turner)
4:47.0,,,73-93,1,E. Turner makes free throw 1 of 2
4:47.0,N. Stauskas enters the game for B. McLemore,,73-93,,
4:47.0,,,73-94,1,E. Turner makes free throw 2 of 2
4:34.0,R. McCallum misses 3-pt shot from 22 ft,,73-94,,
4:33.0,,,73-94,,Defensive rebound by J. Crowder
4:26.0,,,73-94,,J. Crowder misses 3-pt shot from 24 ft
4:25.0,,,73-94,,Offensive rebound by J. Sullinger
4:23.0,,,73-96,2,J. Sullinger makes 2-pt shot from 1 ft
4:08.0,N. Stauskas misses 2-pt shot from 17 ft,,73-96,,
4:07.0,,,73-96,,Defensive rebound by E. Turner
3:57.0,,,73-98,2,K. Olynyk makes 2-pt shot from 9 ft (assist by E. Turner)
3:44.0,O. Casspi makes 2-pt shot from 5 ft (assist by R. McCallum),2,75-98,,
3:27.0,,,75-98,,E. Turner misses 2-pt shot from 13 ft
3:26.0,Defensive rebound by N. Stauskas,,75-98,,
3:17.0,Turnover by R. Hollins (lost ball; steal by E. Turner),,75-98,,
3:07.0,,,75-98,,K. Olynyk misses 2-pt shot from 5 ft
3:06.0,,,75-98,,Offensive rebound by J. Crowder
3:05.0,,,75-100,2,J. Crowder makes 2-pt shot at rim
3:05.0,,,75-100,,Shooting foul by R. McCallum (drawn by J. Crowder)
3:05.0,,,75-100,,B. Wright enters the game for K. Olynyk
3:05.0,,,75-101,1,J. Crowder makes free throw 1 of 1
2:45.0,N. Stauskas misses 2-pt shot from 17 ft,,75-101,,
2:44.0,,,75-101,,Defensive rebound by E. Turner
2:33.0,,,75-101,,J. Sullinger misses 3-pt shot from 26 ft
2:32.0,,,75-101,,Offensive rebound by J. Crowder
2:17.0,,,75-101,,Turnover by E. Turner (lost ball; steal by R. McCallum)
2:13.0,Shooting foul by B. Wright (drawn by N. Stauskas),,75-101,,
2:13.0,,,75-101,,Boston full timeout
2:13.0,,,75-101,,P. Pressey enters the game for E. Turner
2:13.0,N. Stauskas misses free throw 1 of 2,,75-101,,
2:13.0,Offensive rebound by Team,,75-101,,
2:13.0,N. Stauskas makes free throw 2 of 2,1,76-101,,
1:55.0,,,76-104,3,M. Smart makes 3-pt shot from 25 ft (assist by P. Pressey)
1:43.0,N. Stauskas makes 2-pt shot at rim,2,78-104,,
1:24.0,,,78-104,,M. Smart misses 3-pt shot from 24 ft
1:24.0,Defensive rebound by R. Hollins,,78-104,,
1:16.0,R. McCallum makes 2-pt shot at rim,2,80-104,,
1:08.0,,,80-104,,Offensive foul by P. Pressey
1:08.0,,,80-104,,Turnover by P. Pressey (offensive foul)
0:56.0,Turnover by R. McCallum (bad pass),,80-104,,
0:47.0,,,80-106,2,B. Wright makes 2-pt shot at rim (assist by J. Sullinger)
0:34.0,R. Hollins makes 2-pt shot from 1 ft,2,82-106,,
0:18.0,,,82-106,,M. Smart misses 2-pt shot from 20 ft
0:17.0,Defensive rebound by O. Casspi,,82-106,,
0:06.0,R. Hollins makes 2-pt shot at rim,2,84-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
