time,Houston,pts.away,score,pts.home,LA Lakers
7:55.0,T. Ariza misses 2-pt shot from 2 ft,,95-72,,
7:54.0,Offensive rebound by T. Ariza,,95-72,,
7:49.0,P. Beverley makes 3-pt shot from 23 ft (assist by T. Ariza),3,98-72,,
7:41.0,,,98-74,2,C. Boozer makes 2-pt shot from 1 ft (assist by J. Lin)
7:26.0,Shooting foul by E. Davis (drawn by D. Howard),,98-74,,
7:26.0,D. Howard misses free throw 1 of 2,,98-74,,
7:26.0,Offensive rebound by Team,,98-74,,
7:26.0,D. Howard makes free throw 2 of 2,1,99-74,,
7:16.0,,,99-74,,K. Bryant misses 2-pt shot from 19 ft
7:14.0,,,99-74,,Offensive rebound by C. Boozer
7:07.0,,,99-74,,C. Boozer misses 2-pt shot from 2 ft
7:07.0,Defensive rebound by D. Howard,,99-74,,
7:07.0,,,99-74,,Personal foul by K. Bryant (drawn by D. Howard)
7:07.0,,,99-74,,Technical foul by K. Bryant (drawn by D. Howard)
7:07.0,Technical foul by D. Howard (drawn by K. Bryant),,99-74,,
7:07.0,D. Howard makes free throw 1 of 2,1,100-74,,
7:07.0,D. Howard makes free throw 2 of 2,1,101-74,,
7:07.0,,,101-75,1,K. Bryant makes flagrant free throw 1 of 2
7:07.0,,,101-75,,K. Bryant misses flagrant free throw 2 of 2
7:07.0,,,101-75,,Offensive rebound by Team
7:07.0,T. Black enters the game for D. Howard,,101-75,,
7:07.0,,,101-75,,R. Sacre enters the game for C. Boozer
7:07.0,,,101-75,,J. Clarkson enters the game for K. Bryant
7:07.0,,,101-75,,J. Randle enters the game for E. Davis
7:07.0,D. Motiejunas enters the game for T. Jones,,101-75,,
7:07.0,I. Canaan enters the game for T. Ariza,,101-75,,
7:07.0,K. Papanikolaou enters the game for P. Beverley,,101-75,,
6:55.0,,,101-75,,Turnover by J. Randle (bad pass; steal by K. Papanikolaou)
6:47.0,K. Papanikolaou misses 2-pt shot from 18 ft,,101-75,,
6:46.0,Offensive rebound by D. Motiejunas,,101-75,,
6:46.0,,,101-75,,Personal take foul by R. Sacre (drawn by D. Motiejunas)
6:46.0,D. Motiejunas makes free throw 1 of 2,1,102-75,,
6:46.0,,,102-75,,LA Lakers full timeout
6:46.0,,,102-75,,X. Henry enters the game for W. Johnson
6:46.0,,,102-75,,R. Price enters the game for J. Lin
6:46.0,,,102-75,,E. Davis enters the game for J. Randle
6:46.0,D. Motiejunas misses free throw 2 of 2,,102-75,,
6:42.0,,,102-75,,Defensive rebound by J. Clarkson
6:25.0,,,102-77,2,E. Davis makes 2-pt shot from 6 ft (assist by J. Clarkson)
6:07.0,T. Daniels misses 3-pt shot from 22 ft,,102-77,,
6:06.0,,,102-77,,Defensive rebound by Team
6:06.0,Loose ball foul by T. Black (drawn by R. Sacre),,102-77,,
5:51.0,,,102-77,,R. Sacre misses 2-pt shot from 15 ft
5:49.0,Defensive rebound by K. Papanikolaou,,102-77,,
5:45.0,T. Daniels misses 3-pt shot from 24 ft,,102-77,,
5:41.0,,,102-77,,Defensive rebound by E. Davis
5:30.0,,,102-77,,E. Davis misses 2-pt shot from 8 ft
5:25.0,Defensive rebound by D. Motiejunas,,102-77,,
5:23.0,,,102-77,,Personal foul by X. Henry (drawn by T. Daniels)
5:23.0,T. Daniels makes free throw 1 of 2,1,103-77,,
5:23.0,T. Daniels makes free throw 2 of 2,1,104-77,,
4:58.0,,,104-79,2,R. Sacre makes 2-pt shot from 18 ft (assist by R. Price)
4:33.0,K. Papanikolaou misses 2-pt shot from 18 ft,,104-79,,
4:32.0,,,104-79,,Defensive rebound by Team
4:32.0,Loose ball foul by T. Black (drawn by X. Henry),,104-79,,
4:16.0,,,104-79,,Shooting foul by T. Daniels (drawn by J. Clarkson)
4:16.0,,,104-80,1,J. Clarkson makes free throw 1 of 2
4:16.0,,,104-81,1,J. Clarkson makes free throw 2 of 2
3:58.0,Turnover by D. Motiejunas (lost ball; steal by R. Price),,104-81,,
3:44.0,,,104-81,,R. Sacre misses 2-pt shot from 10 ft
3:44.0,,,104-81,,Offensive rebound by Team
3:26.0,,,104-81,,R. Sacre misses 2-pt shot from 17 ft
3:24.0,Defensive rebound by T. Black,,104-81,,
3:20.0,I. Canaan misses 3-pt shot from 25 ft,,104-81,,
3:19.0,,,104-81,,Defensive rebound by E. Davis
3:09.0,,,104-83,2,E. Davis makes 2-pt shot at rim (assist by J. Clarkson)
2:52.0,T. Daniels misses 3-pt shot from 24 ft,,104-83,,
2:50.0,Offensive rebound by D. Motiejunas,,104-83,,
2:41.0,Shooting foul by E. Davis (drawn by I. Canaan),,104-83,,
2:41.0,Official timeout,,104-83,,
2:41.0,,,104-83,,W. Johnson enters the game for E. Davis
2:41.0,I. Canaan makes free throw 1 of 2,1,105-83,,
2:41.0,I. Canaan makes free throw 2 of 2,1,106-83,,
2:26.0,,,106-83,,W. Johnson misses 2-pt shot from 17 ft
2:24.0,Defensive rebound by I. Canaan,,106-83,,
2:20.0,,,106-83,,Personal foul by W. Johnson (drawn by D. Motiejunas)
2:20.0,D. Motiejunas makes free throw 1 of 2,1,107-83,,
2:20.0,D. Motiejunas makes free throw 2 of 2,1,108-83,,
2:09.0,,,108-83,,R. Sacre misses 2-pt shot from 19 ft
2:08.0,Defensive rebound by D. Motiejunas,,108-83,,
2:02.0,Turnover by I. Canaan (lost ball; steal by X. Henry),,108-83,,
1:59.0,,,108-83,,Shooting foul by D. Motiejunas (drawn by X. Henry)
1:59.0,,,108-83,,X. Henry misses free throw 1 of 2
1:59.0,,,108-83,,Offensive rebound by Team
1:59.0,,,108-84,1,X. Henry makes free throw 2 of 2
1:43.0,Turnover by K. Papanikolaou (lost ball; steal by R. Sacre),,108-84,,
1:43.0,Loose ball foul by T. Daniels (drawn by J. Clarkson),,108-84,,
1:43.0,,,108-85,1,J. Clarkson makes free throw 1 of 2
1:43.0,,,108-86,1,J. Clarkson makes free throw 2 of 2
1:19.0,Turnover by D. Motiejunas (lost ball),,108-86,,
0:57.0,,,108-86,,Shooting foul by K. Papanikolaou (drawn by X. Henry)
0:57.0,,,108-87,1,X. Henry makes free throw 1 of 2
0:57.0,,,108-88,1,X. Henry makes free throw 2 of 2
0:45.0,T. Daniels misses 3-pt shot from 26 ft,,108-88,,
0:44.0,,,108-88,,Defensive rebound by R. Price
0:36.0,,,108-90,2,W. Johnson makes 2-pt shot from 22 ft
0:16.0,T. Daniels misses 3-pt shot from 23 ft,,108-90,,
0:14.0,,,108-90,,Defensive rebound by W. Johnson
0:08.0,,,108-90,,W. Johnson misses 3-pt shot from 25 ft
0:06.0,Defensive rebound by K. Papanikolaou,,108-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
