time,LA Clippers,pts.away,score,pts.home,Memphis
3:07.0,,,86-74,2,M. Gasol makes 2-pt shot from 17 ft (assist by M. Conley)
3:06.0,LA Clippers full timeout,,86-74,,
3:06.0,,,86-74,,B. Udrih enters the game for T. Allen
3:05.0,,,86-74,,Personal take foul by B. Udrih (drawn by D. Jordan)
3:05.0,D. Jordan misses free throw 1 of 2,,86-74,,
3:05.0,Offensive rebound by Team,,86-74,,
3:05.0,D. Jordan makes free throw 2 of 2,1,87-74,,
2:52.0,,,87-76,2,Z. Randolph makes 2-pt shot at rim (assist by M. Conley)
2:46.0,,,87-76,,Personal take foul by M. Conley (drawn by D. Jordan)
2:46.0,D. Jordan makes free throw 1 of 2,1,88-76,,
2:46.0,D. Jordan makes free throw 2 of 2,1,89-76,,
2:32.0,,,89-76,,Turnover by B. Udrih (step out of bounds)
2:31.0,,,89-76,,Personal take foul by B. Udrih (drawn by D. Jordan)
2:31.0,D. Jordan makes free throw 1 of 2,1,90-76,,
2:31.0,D. Jordan misses free throw 2 of 2,,90-76,,
2:30.0,,,90-76,,Defensive rebound by Z. Randolph
2:20.0,,,90-76,,C. Lee misses 3-pt shot from 25 ft (block by J. Crawford)
2:19.0,Defensive rebound by D. Jordan,,90-76,,
2:12.0,,,90-76,,Personal take foul by C. Lee (drawn by D. Jordan)
2:12.0,D. Jordan misses free throw 1 of 2,,90-76,,
2:12.0,Offensive rebound by Team,,90-76,,
2:12.0,D. Jordan makes free throw 2 of 2,1,91-76,,
2:00.0,,,91-76,,M. Conley misses 3-pt shot from 25 ft
1:59.0,Defensive rebound by J. Redick,,91-76,,
1:42.0,J. Crawford makes 2-pt shot from 1 ft,2,93-76,,
1:41.0,,,93-76,,Turnover by Z. Randolph (bad pass; steal by C. Paul)
1:41.0,,,93-76,,Memphis full timeout
1:41.0,,,93-76,,J. Green enters the game for M. Gasol
1:41.0,,,93-76,,J. Adams enters the game for C. Lee
1:41.0,,,93-76,,N. Calathes enters the game for M. Conley
1:41.0,,,93-76,,J. Leuer enters the game for Z. Randolph
1:41.0,M. Barnes enters the game for D. Jordan,,93-76,,
1:23.0,J. Crawford makes 2-pt shot from 21 ft (assist by C. Paul),2,95-76,,
1:06.0,,,95-78,2,B. Udrih makes 2-pt shot from 16 ft
0:45.0,M. Barnes makes 2-pt shot from 21 ft (assist by C. Paul),2,97-78,,
0:43.0,Personal take foul by C. Paul (drawn by N. Calathes),,97-78,,
0:43.0,,,97-79,1,N. Calathes makes free throw 1 of 2
0:43.0,A. Rivers enters the game for M. Barnes,,97-79,,
0:43.0,C. Wilcox enters the game for J. Redick,,97-79,,
0:43.0,D. Jones enters the game for C. Paul,,97-79,,
0:43.0,E. Udoh enters the game for G. Davis,,97-79,,
0:43.0,J. Hamilton enters the game for J. Crawford,,97-79,,
0:43.0,,,97-79,,N. Calathes misses free throw 2 of 2
0:43.0,Defensive rebound by D. Jones,,97-79,,
0:21.0,Turnover by E. Udoh (lost ball; steal by B. Udrih),,97-79,,
0:16.0,,,97-79,,J. Adams misses 2-pt shot from 1 ft
0:15.0,Defensive rebound by A. Rivers,,97-79,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
