time,Milwaukee,pts.away,score,pts.home,Orlando
2:48.0,Milwaukee full timeout,,83-97,,
2:48.0,N. Wolters enters the game for L. Sanders,,83-97,,
2:48.0,J. Henson enters the game for B. Knight,,83-97,,
2:48.0,K. Marshall enters the game for J. Bayless,,83-97,,
2:24.0,G. Antetokounmpo misses 2-pt shot from 14 ft,,83-97,,
2:24.0,Offensive rebound by Team,,83-97,,
2:24.0,Turnover by Team (shot clock),,83-97,,
2:05.0,,,83-97,,V. Oladipo misses 2-pt shot from 19 ft
2:04.0,,,83-97,,Offensive rebound by N. Vucevic
2:03.0,,,83-97,,Shooting foul by J. Parker (drawn by N. Vucevic)
2:03.0,,,83-97,,N. Vucevic misses free throw 1 of 2
2:03.0,,,83-97,,Offensive rebound by Team
2:03.0,,,83-97,,A. Gordon enters the game for T. Harris
2:03.0,,,83-98,1,N. Vucevic makes free throw 2 of 2
2:02.0,,,83-98,,Personal take foul by E. Fournier (drawn by K. Marshall)
2:02.0,,,83-98,,A. Nicholson enters the game for N. Vucevic
2:02.0,,,83-98,,D. Dedmon enters the game for V. Oladipo
2:02.0,,,83-98,,E. Payton enters the game for E. Fournier
1:52.0,J. Henson misses 2-pt shot at rim,,83-98,,
1:51.0,,,83-98,,Defensive rebound by E. Payton
1:28.0,,,83-98,,W. Green misses 2-pt shot from 9 ft
1:27.0,Defensive rebound by J. Parker,,83-98,,
1:21.0,J. Parker makes 2-pt shot from 9 ft,2,85-98,,
1:12.0,Personal foul by J. Parker (drawn by A. Gordon),,85-98,,
0:58.0,,,85-98,,D. Dedmon misses 2-pt shot from 1 ft
0:57.0,Defensive rebound by J. Henson,,85-98,,
0:44.0,G. Antetokounmpo misses 3-pt shot from 26 ft,,85-98,,
0:43.0,,,85-98,,Defensive rebound by E. Payton
0:23.0,,,85-101,3,A. Nicholson makes 3-pt shot from 23 ft (assist by E. Payton)
0:23.0,,,85-101,,Violation by Team (delay of game)
0:14.0,Turnover by K. Marshall (bad pass; steal by D. Dedmon),,85-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
