time,Charlotte,pts.away,score,pts.home,Miami
2:46.0,,,91-97,,D. Wade misses 2-pt shot from 14 ft
2:45.0,Defensive rebound by B. Biyombo,,91-97,,
2:26.0,M. Williams misses 2-pt shot from 10 ft,,91-97,,
2:25.0,Offensive rebound by M. Williams,,91-97,,
2:24.0,M. Williams misses 2-pt shot at rim,,91-97,,
2:23.0,,,91-97,,Defensive rebound by T. Johnson
2:05.0,,,91-97,,Turnover by D. Wade (bad pass; steal by K. Walker)
1:59.0,M. Williams misses 3-pt shot from 24 ft,,91-97,,
1:58.0,,,91-97,,Defensive rebound by D. Wade
1:37.0,,,91-99,2,G. Dragic makes 2-pt shot from 14 ft
1:37.0,Charlotte full timeout,,91-99,,
1:29.0,K. Walker makes 2-pt shot from 17 ft,2,93-99,,
1:03.0,,,93-99,,Turnover by D. Wade (bad pass; steal by K. Walker)
1:01.0,Shooting foul by T. Johnson (drawn by G. Henderson),,93-99,,
1:01.0,G. Henderson makes free throw 1 of 2,1,94-99,,
1:01.0,G. Henderson makes free throw 2 of 2,1,95-99,,
0:39.0,,,95-101,2,L. Deng makes 2-pt shot from 16 ft (assist by T. Johnson)
0:30.0,Shooting foul by D. Wade (drawn by K. Walker),,95-101,,
0:30.0,K. Walker misses free throw 1 of 2,,95-101,,
0:30.0,Offensive rebound by Team,,95-101,,
0:30.0,J. Taylor enters the game for M. Williams,,95-101,,
0:30.0,K. Walker misses free throw 2 of 2,,95-101,,
0:28.0,Offensive rebound by Team,,95-101,,
0:28.0,M. Williams enters the game for J. Taylor,,95-101,,
0:24.0,M. Williams makes 2-pt shot from 1 ft,2,97-101,,
0:23.0,Personal foul by G. Henderson (drawn by D. Wade),,97-101,,
0:23.0,,,97-102,1,D. Wade makes free throw 1 of 2
0:23.0,,,97-103,1,D. Wade makes free throw 2 of 2
0:15.0,G. Henderson makes 3-pt shot from 25 ft (assist by K. Walker),3,100-103,,
0:08.0,Personal foul by G. Henderson (drawn by G. Dragic),,100-103,,
0:08.0,P. Hairston enters the game for G. Henderson,,100-103,,
0:08.0,,,100-104,1,G. Dragic makes free throw 1 of 2
0:08.0,,,100-105,1,G. Dragic makes free throw 2 of 2
0:08.0,Charlotte full timeout,,100-105,,
0:05.0,M. Williams misses 3-pt shot from 25 ft,,100-105,,
0:04.0,,,100-105,,Defensive rebound by U. Haslem
0:00.0,End of 4th quarter,,,,End of 4th quarter
