time,Portland,pts.away,score,pts.home,Denver
1:15.0,L. Aldridge misses 2-pt shot from 20 ft,,103-103,,
1:14.0,,,103-103,,Defensive rebound by A. Afflalo
1:08.0,,,103-103,,T. Lawson misses 3-pt shot from 25 ft
1:07.0,Defensive rebound by N. Batum,,103-103,,
0:50.0,W. Matthews misses 3-pt shot from 25 ft,,103-103,,
0:48.0,,,103-103,,Defensive rebound by J. Hickson
0:27.0,,,103-103,,Turnover by T. Lawson (bad pass; steal by W. Matthews)
0:20.0,Portland full timeout,,103-103,,
0:05.0,D. Lillard misses 2-pt shot from 1 ft,,103-103,,
0:04.0,Offensive rebound by Team,,103-103,,
0:04.0,Portland full timeout,,103-103,,
0:01.0,R. Lopez makes 2-pt shot from 2 ft (assist by L. Aldridge),2,105-103,,
0:01.0,,,105-103,,Denver full timeout
0:01.0,,,105-103,,Denver full timeout
0:01.0,,,105-103,,D. Gallinari enters the game for J. Hickson
0:01.0,S. Blake enters the game for R. Lopez,,105-103,,
0:01.0,A. Crabbe enters the game for D. Lillard,,105-103,,
0:00.0,,,105-103,,D. Gallinari misses 3-pt shot from 27 ft
0:00.0,,,105-103,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
