time,Charlotte,pts.away,score,pts.home,Boston
2:29.0,M. Williams makes free throw 2 of 2,1,95-96,,
2:12.0,,,95-96,,I. Thomas misses 3-pt shot from 24 ft
2:10.0,,,95-96,,Offensive rebound by J. Crowder
1:56.0,,,95-99,3,J. Crowder makes 3-pt shot from 25 ft (assist by J. Jerebko)
1:43.0,Turnover by M. Williams (bad pass; steal by J. Crowder),,95-99,,
1:39.0,,,95-99,,I. Thomas misses 2-pt shot from 1 ft
1:38.0,,,95-99,,Offensive rebound by A. Bradley
1:38.0,,,95-101,2,A. Bradley makes 2-pt shot at rim
1:38.0,Charlotte full timeout,,95-101,,
1:26.0,A. Jefferson misses 2-pt shot from 8 ft,,95-101,,
1:25.0,,,95-101,,Defensive rebound by J. Jerebko
1:07.0,Personal foul by A. Jefferson (drawn by J. Jerebko),,95-101,,
0:59.0,Personal foul by A. Jefferson (drawn by I. Thomas),,95-101,,
0:59.0,,,95-102,1,I. Thomas makes free throw 1 of 2
0:59.0,B. Roberts enters the game for M. Kidd-Gilchrist,,95-102,,
0:59.0,,,95-103,1,I. Thomas makes free throw 2 of 2
0:51.0,M. Williams misses 3-pt shot from 25 ft,,95-103,,
0:50.0,,,95-103,,Defensive rebound by E. Turner
0:29.0,,,95-103,,I. Thomas misses 3-pt shot from 27 ft
0:28.0,,,95-103,,Offensive rebound by A. Bradley
0:28.0,,,95-105,2,A. Bradley makes 2-pt shot at rim
0:28.0,Charlotte full timeout,,95-105,,
0:28.0,C. Zeller enters the game for A. Jefferson,,95-105,,
0:17.0,M. Williams makes 3-pt shot from 24 ft,3,98-105,,
0:12.0,,,98-105,,Shooting foul by M. Williams (drawn by J. Jerebko)
0:12.0,,,98-105,,J. Jerebko misses free throw 1 of 2
0:12.0,,,98-105,,Offensive rebound by Team
0:12.0,,,98-105,,M. Smart enters the game for I. Thomas
0:12.0,,,98-106,1,J. Jerebko makes free throw 2 of 2
0:07.0,M. Williams misses 3-pt shot from 25 ft,,98-106,,
0:05.0,,,98-106,,Defensive rebound by J. Crowder
0:00.0,End of 4th quarter,,,,End of 4th quarter
