time,Washington,pts.away,score,pts.home,Orlando
0:44.0,,,100-98,1,B. Gordon makes free throw 3 of 3
0:28.0,J. Wall makes 2-pt shot from 2 ft,2,102-98,,
0:15.0,,,102-98,,N. Vucevic misses 2-pt shot from 20 ft
0:14.0,Defensive rebound by J. Wall,,102-98,,
0:10.0,Washington full timeout,,102-98,,
0:10.0,,,102-98,,D. Marble enters the game for E. Fournier
0:10.0,,,102-98,,W. Green enters the game for A. Gordon
0:10.0,,,102-98,,E. Payton enters the game for B. Gordon
0:10.0,,,102-98,,A. Gordon enters the game for N. Vucevic
0:10.0,O. Porter enters the game for N. Hilario,,102-98,,
0:10.0,A. Miller enters the game for M. Gortat,,102-98,,
0:10.0,Washington full timeout,,102-98,,
0:10.0,,,102-98,,Personal foul by A. Gordon (drawn by J. Wall)
0:10.0,J. Wall makes free throw 1 of 2,1,103-98,,
0:10.0,N. Hilario enters the game for A. Miller,,103-98,,
0:10.0,,,103-98,,D. Dedmon enters the game for D. Marble
0:10.0,,,103-98,,N. Vucevic enters the game for W. Green
0:10.0,J. Wall makes free throw 2 of 2,1,104-98,,
0:10.0,,,104-98,,Orlando full timeout
0:10.0,,,104-98,,L. Ridnour enters the game for E. Payton
0:10.0,,,104-98,,B. Gordon enters the game for D. Dedmon
0:06.0,,,104-98,,T. Harris misses 2-pt shot from 22 ft
0:05.0,Defensive rebound by J. Wall,,104-98,,
0:05.0,,,104-98,,Personal foul by T. Harris (drawn by J. Wall)
0:05.0,J. Wall makes free throw 1 of 2,1,105-98,,
0:05.0,,,105-98,,D. Dedmon enters the game for N. Vucevic
0:05.0,J. Wall misses free throw 2 of 2,,105-98,,
0:03.0,,,105-98,,Defensive rebound by T. Harris
0:00.0,End of 4th quarter,,,,End of 4th quarter
