time,Portland,pts.away,score,pts.home,Denver
7:55.0,,,116-91,,Turnover by D. Gallinari (lost ball; steal by W. Barton)
7:52.0,,,116-91,,Personal foul by R. Foye (drawn by W. Barton)
7:52.0,,,116-91,,W. Chandler enters the game for R. Foye
7:40.0,Shooting foul by K. Faried (drawn by C. McCollum),,116-91,,
7:40.0,C. McCollum misses free throw 1 of 2,,116-91,,
7:40.0,Offensive rebound by Team,,116-91,,
7:40.0,,,116-91,,A. Gee enters the game for D. Gallinari
7:40.0,C. McCollum misses free throw 2 of 2,,116-91,,
7:38.0,,,116-91,,Defensive rebound by A. Gee
7:26.0,Personal foul by J. Freeland (drawn by T. Lawson),,116-91,,
7:14.0,,,116-91,,K. Faried misses 2-pt shot from 1 ft
7:12.0,,,116-91,,Offensive rebound by T. Mozgov
7:07.0,,,116-94,3,T. Lawson makes 3-pt shot from 24 ft (assist by T. Mozgov)
6:45.0,C. Kaman makes 2-pt shot from 1 ft,2,118-94,,
6:34.0,,,118-94,,T. Lawson misses 2-pt shot from 15 ft
6:33.0,Defensive rebound by C. McCollum,,118-94,,
6:28.0,W. Barton misses 2-pt shot from 18 ft,,118-94,,
6:26.0,,,118-94,,Defensive rebound by T. Mozgov
6:18.0,,,118-94,,A. Gee misses 2-pt shot from 16 ft
6:16.0,Defensive rebound by C. Kaman,,118-94,,
6:03.0,Shooting foul by T. Mozgov (drawn by W. Barton),,118-94,,
6:03.0,W. Barton makes free throw 1 of 2,1,119-94,,
6:03.0,,,119-94,,J. Hickson enters the game for T. Mozgov
6:03.0,W. Barton makes free throw 2 of 2,1,120-94,,
5:41.0,,,120-94,,A. Gee misses 2-pt shot from 2 ft
5:39.0,Defensive rebound by J. Freeland,,120-94,,
5:33.0,W. Barton makes 2-pt shot at rim (assist by S. Blake),2,122-94,,
5:18.0,,,122-96,2,K. Faried makes 2-pt shot from 2 ft
5:18.0,Portland full timeout,,122-96,,
5:18.0,M. Leonard enters the game for C. Kaman,,122-96,,
5:18.0,D. Wright enters the game for W. Barton,,122-96,,
5:18.0,T. Robinson enters the game for J. Freeland,,122-96,,
5:04.0,Shooting foul by W. Chandler (drawn by M. Leonard),,122-96,,
5:04.0,M. Leonard makes free throw 1 of 2,1,123-96,,
5:04.0,M. Leonard makes free throw 2 of 2,1,124-96,,
4:48.0,,,124-96,,J. Hickson misses 2-pt shot from 17 ft
4:45.0,Defensive rebound by T. Robinson,,124-96,,
4:21.0,S. Blake misses 2-pt shot from 21 ft,,124-96,,
4:20.0,Offensive rebound by T. Robinson,,124-96,,
4:16.0,S. Blake misses 3-pt shot from 22 ft,,124-96,,
4:14.0,,,124-96,,Defensive rebound by T. Lawson
4:08.0,,,124-99,3,W. Chandler makes 3-pt shot from 22 ft (assist by T. Lawson)
3:43.0,Turnover by Team (bad pass),,124-99,,
3:43.0,W. Barton enters the game for S. Blake,,124-99,,
3:34.0,,,124-99,,J. Nurkic enters the game for J. Hickson
3:18.0,,,124-102,3,W. Chandler makes 3-pt shot from 26 ft (assist by T. Lawson)
2:57.0,D. Wright misses 2-pt shot from 15 ft,,124-102,,
2:54.0,Offensive rebound by Team,,124-102,,
2:54.0,,,124-102,,Denver full timeout
2:54.0,,,124-102,,D. Gallinari enters the game for K. Faried
2:54.0,Portland full timeout,,124-102,,
2:41.0,D. Wright makes 3-pt shot from 26 ft (assist by M. Leonard),3,127-102,,
2:21.0,,,127-105,3,D. Gallinari makes 3-pt shot from 26 ft (assist by J. Nurkic)
2:09.0,M. Leonard makes 3-pt shot from 24 ft (assist by D. Wright),3,130-105,,
1:51.0,,,130-107,2,J. Nurkic makes 2-pt shot from 1 ft (assist by D. Gallinari)
1:31.0,C. McCollum misses 3-pt shot from 24 ft,,130-107,,
1:30.0,,,130-107,,Defensive rebound by T. Lawson
1:28.0,,,130-107,,Shooting foul by W. Barton (drawn by J. Nurkic)
1:28.0,,,130-108,1,J. Nurkic makes free throw 1 of 2
1:28.0,,,130-109,1,J. Nurkic makes free throw 2 of 2
1:23.0,Turnover by W. Barton (lost ball; steal by T. Lawson),,130-109,,
1:23.0,Personal foul by W. Barton (drawn by T. Lawson),,130-109,,
1:23.0,,,130-110,1,T. Lawson makes free throw 1 of 2
1:23.0,,,130-111,1,T. Lawson makes free throw 2 of 2
1:13.0,Turnover by C. McCollum (lost ball),,130-111,,
1:00.0,,,130-111,,J. Nurkic misses 2-pt shot at rim
0:59.0,,,130-111,,Offensive rebound by J. Nurkic
0:59.0,,,130-111,,Shooting foul by M. Leonard (drawn by J. Nurkic)
0:59.0,,,130-112,1,J. Nurkic makes free throw 1 of 2
0:59.0,,,130-113,1,J. Nurkic makes free throw 2 of 2
0:39.0,T. Robinson misses 2-pt shot from 15 ft,,130-113,,
0:38.0,,,130-113,,Defensive rebound by D. Gallinari
0:16.0,,,130-113,,T. Lawson misses 3-pt shot from 23 ft
0:14.0,Defensive rebound by W. Barton,,130-113,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
