time,Minnesota,pts.away,score,pts.home,LA Clippers
8:04.0,Defensive rebound by Team,,78-109,,
8:04.0,Official timeout,,78-109,,
8:04.0,,,78-109,,E. Udoh enters the game for G. Davis
7:44.0,J. Adrien makes 2-pt shot from 1 ft (assist by C. Budinger),2,80-109,,
7:30.0,,,80-112,3,J. Farmar makes 3-pt shot from 24 ft (assist by E. Udoh)
7:13.0,S. Muhammad makes 2-pt shot from 8 ft,2,82-112,,
6:51.0,,,82-112,,S. Hawes misses 3-pt shot from 25 ft
6:49.0,Defensive rebound by S. Muhammad,,82-112,,
6:35.0,C. Budinger misses 2-pt shot from 15 ft,,82-112,,
6:34.0,,,82-112,,Defensive rebound by S. Hawes
6:28.0,,,82-112,,Turnover by J. Farmar (bad pass)
6:15.0,Shooting foul by R. Bullock (drawn by S. Muhammad),,82-112,,
6:15.0,S. Muhammad misses free throw 1 of 2,,82-112,,
6:15.0,Offensive rebound by Team,,82-112,,
6:15.0,R. Hummel enters the game for A. Bennett,,82-112,,
6:15.0,S. Muhammad makes free throw 2 of 2,1,83-112,,
5:58.0,,,83-112,,E. Udoh misses 2-pt shot from 1 ft
5:57.0,Defensive rebound by J. Adrien,,83-112,,
5:52.0,Turnover by S. Muhammad (lost ball; steal by J. Cunningham),,83-112,,
5:47.0,,,83-112,,LA Clippers full timeout
5:47.0,G. Robinson enters the game for S. Muhammad,,83-112,,
5:35.0,,,83-112,,J. Farmar misses 2-pt shot from 18 ft
5:32.0,Defensive rebound by J. Adrien,,83-112,,
5:20.0,,,83-112,,Personal foul by E. Udoh (drawn by J. Adrien)
5:20.0,,,83-112,,G. Davis enters the game for S. Hawes
5:11.0,R. Hummel makes 2-pt shot from 14 ft (assist by C. Budinger),2,85-112,,
4:54.0,,,85-115,3,R. Bullock makes 3-pt shot from 23 ft (assist by G. Davis)
4:41.0,Z. LaVine misses 2-pt shot from 21 ft,,85-115,,
4:40.0,,,85-115,,Defensive rebound by G. Davis
4:19.0,,,85-115,,J. Cunningham misses 3-pt shot from 25 ft
4:18.0,Defensive rebound by J. Adrien,,85-115,,
4:14.0,,,85-115,,Personal block foul by J. Farmar (drawn by Z. LaVine)
4:14.0,Z. LaVine makes free throw 1 of 2,1,86-115,,
4:14.0,Z. LaVine makes free throw 2 of 2,1,87-115,,
3:59.0,Personal foul by C. Budinger (drawn by G. Davis),,87-115,,
3:52.0,,,87-115,,Turnover by R. Bullock (bad pass; steal by R. Hummel)
3:44.0,R. Hummel makes 2-pt shot from 9 ft (assist by J. Adrien),2,89-115,,
3:28.0,,,89-115,,G. Davis misses 2-pt shot from 8 ft (block by J. Adrien)
3:27.0,Defensive rebound by R. Hummel,,89-115,,
3:19.0,R. Hummel makes 2-pt shot from 19 ft (assist by Z. LaVine),2,91-115,,
3:05.0,,,91-117,2,R. Bullock makes 2-pt shot from 1 ft (assist by G. Davis)
2:45.0,Shooting foul by E. Udoh (drawn by J. Adrien),,91-117,,
2:45.0,Minnesota full timeout,,91-117,,
2:45.0,J. Adrien makes free throw 1 of 2,1,92-117,,
2:45.0,J. Adrien misses free throw 2 of 2,,92-117,,
2:41.0,,,92-117,,Defensive rebound by R. Bullock
2:29.0,,,92-117,,Shooting foul by R. Hummel (drawn by G. Davis)
2:29.0,,,92-117,,G. Davis misses free throw 1 of 2
2:29.0,,,92-117,,Offensive rebound by Team
2:29.0,,,92-118,1,G. Davis makes free throw 2 of 2
2:12.0,Z. LaVine misses 2-pt shot from 18 ft,,92-118,,
2:11.0,Offensive rebound by J. Adrien,,92-118,,
2:08.0,J. Adrien makes 2-pt shot from 1 ft,2,94-118,,
1:53.0,,,94-121,3,J. Farmar makes 3-pt shot from 26 ft (assist by J. Cunningham)
1:37.0,Shooting foul by J. Cunningham (drawn by J. Adrien),,94-121,,
1:37.0,J. Adrien makes free throw 1 of 2,1,95-121,,
1:37.0,J. Adrien makes free throw 2 of 2,1,96-121,,
1:32.0,,,96-123,2,J. Cunningham makes 2-pt shot at rim (assist by J. Farmar)
1:21.0,G. Robinson misses 2-pt shot from 7 ft,,96-123,,
1:21.0,Offensive rebound by R. Hummel,,96-123,,
1:21.0,R. Hummel makes 2-pt shot from 1 ft,2,98-123,,
1:16.0,Personal foul by C. Budinger (drawn by J. Cunningham),,98-123,,
1:16.0,,,98-124,1,J. Cunningham makes free throw 1 of 2
1:16.0,,,98-125,1,J. Cunningham makes free throw 2 of 2
1:02.0,R. Hummel makes 2-pt shot from 17 ft (assist by C. Budinger),2,100-125,,
0:45.0,,,100-127,2,E. Udoh makes 2-pt shot from 1 ft (assist by J. Cunningham)
0:31.0,Shooting foul by E. Udoh (drawn by R. Hummel),,100-127,,
0:31.0,R. Hummel makes free throw 1 of 2,1,101-127,,
0:31.0,R. Hummel misses free throw 2 of 2,,101-127,,
0:30.0,,,101-127,,Defensive rebound by E. Udoh
0:07.0,,,101-127,,Turnover by Team (shot clock)
0:03.0,Z. LaVine misses 2-pt shot from 12 ft,,101-127,,
0:01.0,,,101-127,,Defensive rebound by G. Davis
0:00.0,End of 4th quarter,,,,End of 4th quarter
