time,Washington,pts.away,score,pts.home,Toronto
6:56.0,,,70-86,,T. Ross enters the game for T. Hansbrough
6:56.0,,,70-86,,J. Valanciunas enters the game for G. Vasquez
6:56.0,K. Humphries misses free throw 1 of 1,,70-86,,
6:55.0,,,70-86,,Defensive rebound by J. Valanciunas
6:35.0,,,70-86,,K. Lowry misses 2-pt shot from 19 ft
6:34.0,Defensive rebound by O. Porter,,70-86,,
6:28.0,Turnover by K. Humphries (lost ball; steal by K. Lowry),,70-86,,
6:23.0,,,70-86,,T. Ross misses 2-pt shot from 1 ft
6:21.0,,,70-86,,Offensive rebound by K. Lowry
6:18.0,,,70-88,2,K. Lowry makes 2-pt shot from 1 ft
6:05.0,R. Butler misses 3-pt shot from 24 ft,,70-88,,
6:04.0,,,70-88,,Defensive rebound by J. Valanciunas
5:54.0,,,70-90,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by K. Lowry)
5:40.0,,,70-90,,Personal foul by K. Lowry (drawn by A. Miller)
5:40.0,,,70-90,,Toronto full timeout
5:40.0,D. Gooden enters the game for K. Humphries,,70-90,,
5:40.0,A. Miller misses free throw 1 of 2,,70-90,,
5:40.0,Offensive rebound by Team,,70-90,,
5:40.0,A. Miller makes free throw 2 of 2,1,71-90,,
5:26.0,,,71-90,,Turnover by D. DeRozan (offensive foul)
5:26.0,,,71-90,,Offensive charge foul by D. DeRozan
5:16.0,,,71-90,,Personal foul by K. Lowry (drawn by R. Butler)
5:16.0,R. Butler makes free throw 1 of 2,1,72-90,,
5:16.0,R. Butler makes free throw 2 of 2,1,73-90,,
5:02.0,,,73-90,,Shooting foul by R. Butler (drawn by D. DeRozan)
5:02.0,,,73-91,1,D. DeRozan makes free throw 1 of 2
5:02.0,D. Blair enters the game for K. Seraphin,,73-91,,
5:02.0,,,73-92,1,D. DeRozan makes free throw 2 of 2
4:48.0,O. Porter makes 2-pt shot from 9 ft,2,75-92,,
4:30.0,Loose ball foul by D. Blair (drawn by J. Valanciunas),,75-92,,
4:25.0,,,75-92,,D. DeRozan misses 2-pt shot from 20 ft
4:24.0,Defensive rebound by A. Miller,,75-92,,
4:16.0,O. Porter makes 2-pt shot from 18 ft (assist by A. Miller),2,77-92,,
3:56.0,,,77-92,,Shooting foul by A. Miller (drawn by K. Lowry)
3:56.0,,,77-93,1,K. Lowry makes free throw 1 of 2
3:56.0,,,77-93,,P. Patterson enters the game for J. Johnson
3:56.0,,,77-93,,K. Lowry misses free throw 2 of 2
3:55.0,Defensive rebound by D. Blair,,77-93,,
3:42.0,O. Porter misses 2-pt shot from 19 ft,,77-93,,
3:40.0,,,77-93,,Defensive rebound by K. Lowry
3:36.0,,,77-95,2,D. DeRozan makes 2-pt shot from 2 ft (assist by K. Lowry)
3:12.0,A. Miller makes 2-pt shot from 1 ft,2,79-95,,
3:00.0,,,79-95,,D. DeRozan misses 2-pt shot from 19 ft
2:59.0,Defensive rebound by A. Miller,,79-95,,
2:49.0,,,79-95,,Violation by P. Patterson (kicked ball)
2:49.0,Washington full timeout,,79-95,,
2:49.0,K. Seraphin enters the game for D. Gooden,,79-95,,
2:41.0,Offensive foul by D. Blair,,79-95,,
2:41.0,Turnover by D. Blair (offensive foul),,79-95,,
2:30.0,,,79-95,,Shooting foul by D. Blair (drawn by D. DeRozan)
2:30.0,,,79-96,1,D. DeRozan makes free throw 1 of 2
2:30.0,,,79-97,1,D. DeRozan makes free throw 2 of 2
2:08.0,R. Butler misses 3-pt shot from 24 ft,,79-97,,
2:07.0,Offensive rebound by O. Porter,,79-97,,
2:02.0,R. Butler misses 3-pt shot from 24 ft,,79-97,,
2:00.0,,,79-97,,Defensive rebound by K. Lowry
1:48.0,,,79-97,,Shooting foul by A. Miller (drawn by D. DeRozan)
1:48.0,,,79-98,1,D. DeRozan makes free throw 1 of 2
1:48.0,,,79-99,1,D. DeRozan makes free throw 2 of 2
1:35.0,D. Blair makes 2-pt shot from 5 ft,2,81-99,,
1:14.0,,,81-102,3,P. Patterson makes 3-pt shot from 24 ft (assist by K. Lowry)
0:58.0,O. Porter makes 3-pt shot from 23 ft (assist by R. Butler),3,84-102,,
0:57.0,,,84-102,,Toronto full timeout
0:57.0,,,84-102,,G. Vasquez enters the game for D. DeRozan
0:57.0,,,84-102,,L. Fields enters the game for K. Lowry
0:45.0,,,84-102,,G. Vasquez misses 3-pt shot from 24 ft
0:44.0,Defensive rebound by O. Porter,,84-102,,
0:29.0,K. Seraphin misses 2-pt shot from 7 ft,,84-102,,
0:28.0,,,84-102,,Defensive rebound by P. Patterson
0:07.0,Personal foul by A. Miller (drawn by J. Valanciunas),,84-102,,
0:07.0,,,84-102,,J. Valanciunas misses free throw 1 of 2
0:07.0,,,84-102,,Offensive rebound by Team
0:07.0,,,84-103,1,J. Valanciunas makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
