time,LA Clippers,pts.away,score,pts.home,Houston
4:56.0,,,93-101,2,J. Harden makes 2-pt shot from 12 ft
4:41.0,J. Crawford misses 3-pt shot from 26 ft,,93-101,,
4:39.0,,,93-101,,Defensive rebound by D. Motiejunas
4:33.0,,,93-101,,Shooting foul by S. Hawes (drawn by J. Harden)
4:33.0,,,93-102,1,J. Harden makes free throw 1 of 2
4:33.0,,,93-103,1,J. Harden makes free throw 2 of 2
4:20.0,J. Redick misses 2-pt shot from 16 ft,,93-103,,
4:19.0,,,93-103,,Defensive rebound by J. Harden
4:16.0,,,93-105,2,C. Brewer makes 2-pt shot from 1 ft (assist by J. Harden)
4:16.0,,,93-105,,Shooting foul by J. Redick (drawn by C. Brewer)
4:16.0,M. Barnes enters the game for S. Hawes,,93-105,,
4:16.0,,,93-106,1,C. Brewer makes free throw 1 of 1
4:02.0,Turnover by J. Crawford (lost ball; steal by C. Brewer),,93-106,,
3:57.0,,,93-106,,Turnover by J. Harden (lost ball)
3:57.0,,,93-106,,Houston full timeout
3:45.0,C. Paul misses 2-pt shot from 8 ft,,93-106,,
3:43.0,Offensive rebound by D. Jordan,,93-106,,
3:38.0,D. Jordan makes 2-pt shot at rim (assist by M. Barnes),2,95-106,,
3:15.0,,,95-106,,C. Brewer misses 3-pt shot from 23 ft
3:14.0,Defensive rebound by M. Barnes,,95-106,,
3:00.0,C. Paul makes 3-pt shot from 25 ft (assist by M. Barnes),3,98-106,,
2:32.0,,,98-109,3,J. Harden makes 3-pt shot from 25 ft
2:21.0,C. Paul misses 2-pt shot from 3 ft (block by D. Motiejunas),,98-109,,
2:19.0,Offensive rebound by C. Paul,,98-109,,
2:16.0,M. Barnes makes 3-pt shot from 24 ft (assist by C. Paul),3,101-109,,
1:58.0,,,101-109,,T. Jones misses 2-pt shot from 10 ft
1:56.0,Defensive rebound by D. Jordan,,101-109,,
1:45.0,C. Paul makes 2-pt shot from 13 ft,2,103-109,,
1:45.0,,,103-109,,Houston full timeout
1:45.0,,,103-109,,J. Smith enters the game for D. Motiejunas
1:45.0,,,103-109,,T. Ariza enters the game for T. Jones
1:21.0,,,103-109,,Turnover by Team (shot clock)
1:08.0,M. Barnes misses 3-pt shot from 23 ft,,103-109,,
1:07.0,,,103-109,,Defensive rebound by C. Brewer
0:46.0,,,103-109,,J. Terry misses 3-pt shot from 26 ft
0:44.0,Defensive rebound by J. Crawford,,103-109,,
0:38.0,J. Crawford makes 2-pt shot from 1 ft,2,105-109,,
0:29.0,Personal foul by C. Paul (drawn by J. Harden),,105-109,,
0:29.0,,,105-109,,J. Harden misses free throw 1 of 2
0:29.0,,,105-109,,Offensive rebound by Team
0:29.0,G. Davis enters the game for J. Crawford,,105-109,,
0:29.0,,,105-110,1,J. Harden makes free throw 2 of 2
0:29.0,LA Clippers full timeout,,105-110,,
0:29.0,J. Crawford enters the game for G. Davis,,105-110,,
0:22.0,J. Redick misses 3-pt shot from 24 ft,,105-110,,
0:21.0,Offensive rebound by Team,,105-110,,
0:15.0,C. Paul misses 2-pt shot from 11 ft,,105-110,,
0:13.0,Offensive rebound by D. Jordan,,105-110,,
0:13.0,Shooting foul by J. Smith (drawn by D. Jordan),,105-110,,
0:13.0,,,105-110,,T. Jones enters the game for J. Terry
0:13.0,D. Jordan misses free throw 1 of 2,,105-110,,
0:13.0,Offensive rebound by Team,,105-110,,
0:13.0,,,105-110,,D. Motiejunas enters the game for C. Brewer
0:13.0,A. Rivers enters the game for J. Redick,,105-110,,
0:13.0,D. Jordan misses free throw 2 of 2,,105-110,,
0:13.0,,,105-110,,Defensive rebound by J. Smith
0:11.0,Personal take foul by C. Paul (drawn by J. Smith),,105-110,,
0:11.0,,,105-110,,J. Smith misses free throw 1 of 2
0:11.0,,,105-110,,Offensive rebound by Team
0:11.0,,,105-110,,J. Terry enters the game for T. Jones
0:11.0,,,105-110,,C. Brewer enters the game for D. Motiejunas
0:11.0,G. Davis enters the game for J. Crawford,,105-110,,
0:11.0,,,105-110,,J. Smith misses free throw 2 of 2
0:11.0,Defensive rebound by D. Jordan,,105-110,,
0:11.0,LA Clippers full timeout,,105-110,,
0:11.0,J. Redick enters the game for G. Davis,,105-110,,
0:11.0,J. Crawford enters the game for A. Rivers,,105-110,,
0:03.0,C. Paul misses 3-pt shot from 24 ft,,105-110,,
0:01.0,,,105-110,,Defensive rebound by T. Ariza
0:00.0,End of 4th quarter,,,,End of 4th quarter
