time,Brooklyn,pts.away,score,pts.home,Detroit
0:25.0,,,88-96,,B. Jennings misses free throw 1 of 2
0:25.0,,,88-96,,Offensive rebound by Team
0:25.0,,,88-96,,B. Jennings misses free throw 2 of 2
0:24.0,Defensive rebound by B. Lopez,,88-96,,
0:16.0,B. Lopez makes 3-pt shot from 27 ft (assist by J. Jack),3,91-96,,
0:16.0,Personal foul by J. Jack (drawn by B. Jennings),,91-96,,
0:16.0,,,91-97,1,B. Jennings makes free throw 1 of 2
0:16.0,,,91-98,1,B. Jennings makes free throw 2 of 2
0:16.0,Brooklyn full timeout,,91-98,,
0:16.0,B. Bogdanovic enters the game for M. Plumlee,,91-98,,
0:09.0,J. Jack misses 3-pt shot from 26 ft,,91-98,,
0:08.0,,,91-98,,Defensive rebound by B. Jennings
0:06.0,Personal foul by B. Bogdanovic (drawn by B. Jennings),,91-98,,
0:06.0,,,91-98,,B. Jennings misses free throw 1 of 2
0:06.0,,,91-98,,Offensive rebound by Team
0:06.0,,,91-98,,B. Jennings misses free throw 2 of 2
0:05.0,Defensive rebound by B. Lopez,,91-98,,
0:01.0,J. Jack makes 2-pt shot from 1 ft (assist by J. Johnson),2,93-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
