time,Milwaukee,pts.away,score,pts.home,Orlando
5:15.0,,,107-85,,E. Fournier misses 3-pt shot from 23 ft
5:15.0,Defensive rebound by Team,,107-85,,
5:15.0,G. Antetokounmpo enters the game for J. O'Bryant,,107-85,,
4:55.0,,,107-85,,Personal foul by E. Fournier (drawn by J. Henson)
4:55.0,K. Martin enters the game for J. Henson,,107-85,,
4:45.0,J. Bayless misses 2-pt shot from 19 ft,,107-85,,
4:45.0,,,107-85,,Defensive rebound by W. Green
4:37.0,,,107-85,,Shooting foul by G. Antetokounmpo (drawn by E. Payton)
4:37.0,,,107-86,1,E. Payton makes free throw 1 of 2
4:37.0,B. Knight enters the game for J. Bayless,,107-86,,
4:37.0,,,107-86,,E. Payton misses free throw 2 of 2
4:35.0,Defensive rebound by G. Antetokounmpo,,107-86,,
4:11.0,O. Mayo makes 2-pt shot from 16 ft (assist by K. Middleton),2,109-86,,
4:03.0,,,109-88,2,E. Payton makes 2-pt shot at rim
3:41.0,O. Mayo misses 3-pt shot from 24 ft,,109-88,,
3:41.0,,,109-88,,Defensive rebound by K. O'Quinn
3:32.0,,,109-88,,Offensive foul by D. Dedmon
3:32.0,,,109-88,,Turnover by D. Dedmon (offensive foul)
3:20.0,G. Antetokounmpo makes 2-pt shot from 18 ft (assist by B. Knight),2,111-88,,
3:08.0,,,111-88,,E. Fournier misses 2-pt shot from 7 ft
3:08.0,,,111-88,,Offensive rebound by Team
3:05.0,Personal foul by G. Antetokounmpo (drawn by E. Payton),,111-88,,
3:05.0,,,111-89,1,E. Payton makes free throw 1 of 2
3:05.0,,,111-90,1,E. Payton makes free throw 2 of 2
2:56.0,Turnover by B. Knight (lost ball; steal by E. Payton),,111-90,,
2:51.0,,,111-92,2,E. Payton makes 2-pt shot from 1 ft
2:36.0,K. Middleton makes 2-pt shot from 8 ft,2,113-92,,
2:28.0,,,113-94,2,E. Payton makes 2-pt shot from 3 ft
2:18.0,Offensive foul by K. Middleton,,113-94,,
2:18.0,Turnover by K. Middleton (offensive foul),,113-94,,
2:18.0,Official timeout,,113-94,,
2:18.0,,,113-94,,L. Ridnour enters the game for E. Payton
2:18.0,J. O'Bryant enters the game for K. Martin,,113-94,,
1:59.0,,,113-94,,E. Fournier misses 2-pt shot from 4 ft (block by G. Antetokounmpo)
1:58.0,Defensive rebound by O. Mayo,,113-94,,
1:47.0,,,113-94,,Personal foul by D. Dedmon (drawn by G. Antetokounmpo)
1:47.0,,,113-94,,Technical foul by D. Dedmon (drawn by G. Antetokounmpo)
1:47.0,O. Mayo misses technical free throw,,113-94,,
1:47.0,Offensive rebound by Team,,113-94,,
1:47.0,G. Antetokounmpo makes free throw 1 of 2,1,114-94,,
1:47.0,J. Gutierrez enters the game for K. Middleton,,114-94,,
1:47.0,G. Antetokounmpo makes free throw 2 of 2,1,115-94,,
1:33.0,,,115-94,,W. Green misses 3-pt shot from 25 ft
1:32.0,Defensive rebound by G. Antetokounmpo,,115-94,,
1:19.0,B. Knight misses 2-pt shot from 22 ft,,115-94,,
1:17.0,,,115-94,,Defensive rebound by D. Dedmon
1:09.0,,,115-94,,Shooting foul by J. O'Bryant (drawn by K. O'Quinn)
1:09.0,,,115-94,,K. O'Quinn misses free throw 1 of 2
1:09.0,,,115-94,,Offensive rebound by Team
1:09.0,,,115-95,1,K. O'Quinn makes free throw 2 of 2
0:47.0,J. Gutierrez misses 2-pt shot from 18 ft,,115-95,,
0:46.0,,,115-95,,Defensive rebound by K. O'Quinn
0:34.0,,,115-97,2,W. Green makes 2-pt shot from 21 ft
0:11.0,J. O'Bryant misses 2-pt shot from 1 ft (block by K. O'Quinn),,115-97,,
0:10.0,,,115-97,,Defensive rebound by L. Ridnour
0:04.0,,,115-100,3,W. Green makes 3-pt shot from 24 ft (assist by L. Ridnour)
0:00.0,End of 4th quarter,,,,End of 4th quarter
