time,Washington,pts.away,score,pts.home,Brooklyn
2:48.0,O. Porter misses 3-pt shot from 25 ft,,76-107,,
2:47.0,,,76-107,,Defensive rebound by D. Morris
2:30.0,,,76-109,2,M. Brown makes 2-pt shot from 2 ft (assist by E. Clark)
2:30.0,,,76-109,,Shooting foul by D. Blair (drawn by M. Brown)
2:30.0,Official timeout,,76-109,,
2:30.0,,,76-110,1,M. Brown makes free throw 1 of 1
2:18.0,K. Humphries misses 2-pt shot from 19 ft,,76-110,,
2:17.0,Offensive rebound by Team,,76-110,,
2:17.0,,,76-110,,Loose ball foul by C. Jefferson (drawn by D. Blair)
2:06.0,M. Webster misses 3-pt shot from 25 ft,,76-110,,
2:05.0,Offensive rebound by D. Blair,,76-110,,
2:03.0,D. Blair misses 2-pt shot at rim,,76-110,,
2:02.0,,,76-110,,Defensive rebound by C. Jefferson
1:45.0,,,76-112,2,M. Brown makes 2-pt shot from 10 ft
1:40.0,,,76-112,,Personal foul by D. Morris (drawn by W. Bynum)
1:40.0,W. Bynum misses free throw 1 of 2,,76-112,,
1:40.0,Offensive rebound by Team,,76-112,,
1:40.0,W. Bynum makes free throw 2 of 2,1,77-112,,
1:24.0,,,77-112,,J. Jordan misses 2-pt shot from 9 ft
1:23.0,Defensive rebound by K. Humphries,,77-112,,
1:15.0,Turnover by M. Webster (bad pass; steal by M. Brown),,77-112,,
1:07.0,,,77-115,3,E. Clark makes 3-pt shot from 25 ft (assist by D. Morris)
0:52.0,,,77-115,,Personal foul by C. Jefferson (drawn by M. Webster)
0:52.0,M. Webster makes free throw 1 of 2,1,78-115,,
0:52.0,M. Webster misses free throw 2 of 2,,78-115,,
0:52.0,Offensive rebound by K. Humphries,,78-115,,
0:49.0,W. Bynum misses 3-pt shot from 24 ft,,78-115,,
0:47.0,,,78-115,,Defensive rebound by E. Clark
0:35.0,,,78-115,,Turnover by D. Morris (lost ball; steal by D. Blair)
0:32.0,K. Humphries makes 2-pt shot at rim (assist by M. Webster),2,80-115,,
0:08.0,,,80-115,,D. Morris misses 2-pt shot from 1 ft
0:07.0,,,80-115,,Offensive rebound by J. Jordan
0:06.0,,,80-115,,Shooting foul by D. Blair (drawn by J. Jordan)
0:06.0,,,80-116,1,J. Jordan makes free throw 1 of 2
0:06.0,,,80-117,1,J. Jordan makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
