time,Toronto,pts.away,score,pts.home,Orlando
3:32.0,,,90-90,,Defensive rebound by A. Gordon
3:20.0,,,90-92,2,N. Vucevic makes 2-pt shot from 13 ft (assist by E. Payton)
2:55.0,D. DeRozan misses 2-pt shot from 13 ft (block by E. Payton),,90-92,,
2:53.0,Offensive rebound by D. DeRozan,,90-92,,
2:52.0,D. DeRozan misses 2-pt shot from 12 ft,,90-92,,
2:50.0,,,90-92,,Defensive rebound by A. Gordon
2:41.0,,,90-92,,N. Vucevic misses 2-pt shot from 1 ft
2:40.0,,,90-92,,Offensive rebound by T. Harris
2:40.0,,,90-94,2,T. Harris makes 2-pt shot from 1 ft
2:38.0,Toronto full timeout,,90-94,,
2:38.0,Official timeout,,90-94,,
2:27.0,D. DeRozan misses 2-pt shot from 1 ft,,90-94,,
2:24.0,,,90-94,,Defensive rebound by T. Harris
2:10.0,,,90-94,,V. Oladipo misses 2-pt shot at rim
2:07.0,Defensive rebound by P. Patterson,,90-94,,
2:00.0,K. Lowry makes 2-pt shot from 1 ft (assist by L. Williams),2,92-94,,
1:43.0,,,92-94,,E. Payton misses 3-pt shot from 22 ft
1:42.0,,,92-94,,Offensive rebound by A. Gordon
1:39.0,,,92-94,,T. Harris misses 3-pt shot from 23 ft
1:37.0,Defensive rebound by K. Lowry,,92-94,,
1:21.0,T. Hansbrough makes 2-pt shot at rim (assist by L. Williams),2,94-94,,
1:21.0,,,94-94,,Orlando full timeout
1:21.0,,,94-94,,E. Fournier enters the game for A. Gordon
1:09.0,,,94-94,,Turnover by E. Fournier (step out of bounds)
0:51.0,D. DeRozan makes 2-pt shot from 14 ft,2,96-94,,
0:51.0,,,96-94,,Orlando full timeout
0:43.0,,,96-94,,T. Harris misses 3-pt shot from 23 ft
0:41.0,,,96-94,,Offensive rebound by N. Vucevic
0:41.0,,,96-94,,N. Vucevic misses 2-pt shot from 1 ft
0:40.0,,,96-94,,Offensive rebound by N. Vucevic
0:40.0,,,96-96,2,N. Vucevic makes 2-pt shot at rim
0:19.0,D. DeRozan makes 2-pt shot from 2 ft,2,98-96,,
0:19.0,,,98-96,,Orlando full timeout
0:14.0,,,98-99,3,V. Oladipo makes 3-pt shot from 26 ft
0:14.0,Toronto full timeout,,98-99,,
0:14.0,G. Vasquez enters the game for T. Hansbrough,,98-99,,
0:14.0,,,98-99,,A. Gordon enters the game for E. Fournier
0:09.0,L. Williams makes 3-pt shot from 22 ft (assist by D. DeRozan),3,101-99,,
0:04.0,Personal foul by K. Lowry (drawn by E. Payton),,101-99,,
0:04.0,,,101-99,,E. Fournier enters the game for A. Gordon
0:01.0,,,101-99,,V. Oladipo misses 2-pt shot from 14 ft
0:00.0,,,101-99,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
