time,Washington,pts.away,score,pts.home,Oklahoma City
0:26.0,,,102-105,,R. Westbrook misses 2-pt shot from 1 ft
0:24.0,,,102-105,,Offensive rebound by S. Ibaka
0:23.0,,,102-107,2,S. Ibaka makes 2-pt shot from 1 ft
0:23.0,Washington full timeout,,102-107,,
0:23.0,,,102-107,,A. Roberson enters the game for A. Morrow
0:16.0,J. Wall misses 3-pt shot from 24 ft,,102-107,,
0:15.0,,,102-107,,Defensive rebound by R. Westbrook
0:13.0,Personal take foul by R. Butler (drawn by R. Westbrook),,102-107,,
0:13.0,,,102-108,1,R. Westbrook makes free throw 1 of 2
0:13.0,,,102-109,1,R. Westbrook makes free throw 2 of 2
0:13.0,Washington full timeout,,102-109,,
0:06.0,,,102-109,,Personal foul by R. Westbrook (drawn by J. Wall)
0:06.0,,,102-109,,I. Smith enters the game for K. Durant
0:06.0,,,102-109,,G. Jerrett enters the game for S. Ibaka
0:06.0,,,102-109,,J. Lamb enters the game for R. Westbrook
0:03.0,R. Butler misses 3-pt shot from 24 ft,,102-109,,
0:02.0,,,102-109,,Defensive rebound by I. Smith
0:00.0,End of 4th quarter,,,,End of 4th quarter
