time,Detroit,pts.away,score,pts.home,New York
2:59.0,J. Meeks makes 2-pt shot from 13 ft (assist by J. Lucas III),2,110-81,,
2:49.0,,,110-81,,L. Galloway misses 2-pt shot from 4 ft
2:48.0,,,110-81,,Offensive rebound by C. Aldrich
2:48.0,,,110-81,,C. Aldrich misses 2-pt shot at rim
2:47.0,,,110-81,,Offensive rebound by C. Aldrich
2:46.0,Violation by J. Anthony (def goaltending),,110-81,,
2:46.0,,,110-83,2,C. Aldrich makes 2-pt shot from 2 ft
2:31.0,S. Williams misses 2-pt shot from 2 ft,,110-83,,
2:30.0,,,110-83,,Defensive rebound by C. Aldrich
2:23.0,,,110-83,,L. Galloway misses 2-pt shot from 1 ft
2:23.0,,,110-83,,Offensive rebound by R. Ledo
2:16.0,,,110-83,,C. Early misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by J. Lucas III,,110-83,,
2:08.0,Q. Miller misses 2-pt shot from 16 ft,,110-83,,
2:07.0,,,110-83,,Defensive rebound by Q. Acy
1:52.0,,,110-85,2,R. Ledo makes 2-pt shot from 6 ft
1:30.0,J. Lucas III makes 2-pt shot from 8 ft,2,112-85,,
1:15.0,,,112-85,,Q. Acy misses 3-pt shot from 23 ft
1:14.0,Defensive rebound by S. Williams,,112-85,,
1:01.0,J. Lucas III misses 2-pt shot from 15 ft,,112-85,,
1:00.0,,,112-85,,Defensive rebound by C. Aldrich
0:51.0,,,112-88,3,R. Ledo makes 3-pt shot from 24 ft (assist by L. Galloway)
0:36.0,J. Lucas III misses 3-pt shot from 25 ft,,112-88,,
0:35.0,,,112-88,,Defensive rebound by Team
0:34.0,Official timeout,,112-88,,
0:34.0,,,112-88,,New York full timeout
0:16.0,,,112-88,,R. Ledo misses 2-pt shot from 22 ft
0:15.0,,,112-88,,Offensive rebound by C. Early
0:08.0,,,112-88,,C. Early misses 3-pt shot from 25 ft
0:06.0,,,112-88,,Offensive rebound by R. Ledo
0:05.0,,,112-88,,R. Ledo misses 2-pt shot from 1 ft
0:02.0,,,112-88,,Offensive rebound by C. Aldrich
0:02.0,,,112-90,2,C. Aldrich makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
