time,Cleveland,pts.away,score,pts.home,Chicago
5:05.0,J. Jones misses 3-pt shot from 25 ft,,86-103,,
5:03.0,,,86-103,,Defensive rebound by D. Rose
4:53.0,,,86-105,2,D. Rose makes 2-pt shot from 19 ft
4:39.0,K. Irving misses 3-pt shot from 23 ft,,86-105,,
4:38.0,,,86-105,,Defensive rebound by T. Gibson
4:24.0,,,86-105,,Turnover by D. Rose (bad pass; steal by J. Jones)
4:20.0,T. Mozgov makes 2-pt shot at rim (assist by L. James),2,88-105,,
4:00.0,,,88-105,,D. Rose misses 2-pt shot from 6 ft
3:57.0,Defensive rebound by L. James,,88-105,,
3:57.0,,,88-105,,Personal foul by N. Mirotic (drawn by L. James)
3:57.0,L. James misses free throw 1 of 2,,88-105,,
3:57.0,Offensive rebound by Team,,88-105,,
3:57.0,L. James makes free throw 2 of 2,1,89-105,,
3:42.0,,,89-108,3,T. Snell makes 3-pt shot from 25 ft (assist by P. Gasol)
3:34.0,K. Irving makes 2-pt shot from 2 ft (assist by L. James),2,91-108,,
3:20.0,,,91-108,,P. Gasol misses 2-pt shot from 19 ft
3:18.0,Defensive rebound by L. James,,91-108,,
3:04.0,L. James misses 3-pt shot from 25 ft,,91-108,,
3:03.0,,,91-108,,Defensive rebound by N. Mirotic
2:49.0,,,91-108,,Turnover by D. Rose (bad pass; steal by K. Irving)
2:45.0,L. James makes 2-pt shot at rim (assist by K. Irving),2,93-108,,
2:43.0,,,93-108,,Chicago full timeout
2:43.0,M. Miller enters the game for L. James,,93-108,,
2:43.0,I. Shumpert enters the game for K. Irving,,93-108,,
2:34.0,,,93-108,,P. Gasol misses 2-pt shot from 15 ft
2:33.0,Defensive rebound by M. Miller,,93-108,,
2:23.0,M. Dellavedova makes 2-pt shot from 16 ft,2,95-108,,
2:04.0,,,95-110,2,T. Snell makes 2-pt shot from 8 ft (assist by N. Mirotic)
1:52.0,I. Shumpert makes 3-pt shot from 25 ft (assist by M. Dellavedova),3,98-110,,
1:38.0,,,98-110,,N. Mirotic misses 3-pt shot from 25 ft
1:35.0,,,98-110,,Offensive rebound by P. Gasol
1:20.0,,,98-110,,D. Rose misses 2-pt shot from 17 ft
1:18.0,Defensive rebound by M. Miller,,98-110,,
1:11.0,M. Dellavedova misses 3-pt shot from 26 ft,,98-110,,
1:09.0,,,98-110,,Defensive rebound by P. Gasol
1:03.0,,,98-110,,Chicago full timeout
1:03.0,,,98-110,,D. McDermott enters the game for P. Gasol
1:03.0,,,98-110,,A. Brooks enters the game for D. Rose
0:47.0,,,98-113,3,A. Brooks makes 3-pt shot from 26 ft (assist by D. McDermott)
0:34.0,J. Jones misses 3-pt shot from 26 ft,,98-113,,
0:33.0,,,98-113,,Defensive rebound by A. Brooks
0:28.0,,,98-113,,Turnover by D. McDermott (step out of bounds)
0:12.0,M. Dellavedova misses 2-pt shot from 19 ft,,98-113,,
0:11.0,,,98-113,,Defensive rebound by A. Brooks
0:00.0,End of 4th quarter,,,,End of 4th quarter
