time,Boston,pts.away,score,pts.home,Philadelphia
6:38.0,Offensive rebound by Team,,84-77,,
6:38.0,,,84-77,,H. Sims enters the game for N. Noel
6:38.0,J. Sullinger misses free throw 2 of 2,,84-77,,
6:36.0,,,84-77,,Defensive rebound by L. Mbah a Moute
6:20.0,,,84-79,2,H. Sims makes 2-pt shot from 15 ft (assist by L. Mbah a Moute)
5:56.0,J. Sullinger makes 2-pt shot from 8 ft (assist by M. Thornton),2,86-79,,
5:47.0,,,86-79,,Philadelphia full timeout
5:47.0,,,86-79,,T. Wroten enters the game for H. Thompson
5:47.0,A. Bradley enters the game for M. Thornton,,86-79,,
5:36.0,,,86-79,,T. Wroten misses 3-pt shot from 24 ft
5:34.0,Defensive rebound by J. Green,,86-79,,
5:25.0,J. Sullinger misses 2-pt shot at rim,,86-79,,
5:24.0,Offensive rebound by J. Sullinger,,86-79,,
5:24.0,J. Sullinger makes 2-pt shot at rim,2,88-79,,
5:09.0,,,88-79,,H. Sims misses 2-pt shot from 9 ft
5:07.0,Defensive rebound by J. Sullinger,,88-79,,
4:45.0,B. Bass makes 2-pt shot from 9 ft (assist by R. Rondo),2,90-79,,
4:38.0,,,90-81,2,T. Wroten makes 2-pt shot from 2 ft
4:38.0,,,90-81,,Shooting foul by B. Bass (drawn by T. Wroten)
4:38.0,,,90-81,,N. Noel enters the game for B. Davies
4:38.0,,,90-82,1,T. Wroten makes free throw 1 of 1
4:26.0,J. Sullinger makes 2-pt shot from 19 ft (assist by R. Rondo),2,92-82,,
4:01.0,,,92-84,2,H. Sims makes 2-pt shot from 12 ft
3:45.0,R. Rondo makes 2-pt shot from 17 ft,2,94-84,,
3:23.0,,,94-84,,M. Carter-Williams misses 2-pt shot from 8 ft
3:21.0,Defensive rebound by J. Green,,94-84,,
3:17.0,R. Rondo misses 2-pt shot from 1 ft,,94-84,,
3:15.0,,,94-84,,Defensive rebound by T. Wroten
3:07.0,,,94-84,,L. Mbah a Moute misses 2-pt shot from 3 ft
3:05.0,Defensive rebound by R. Rondo,,94-84,,
3:00.0,Turnover by R. Rondo (bad pass),,94-84,,
2:49.0,,,94-86,2,T. Wroten makes 2-pt shot from 1 ft (assist by N. Noel)
2:25.0,J. Sullinger makes 2-pt shot from 3 ft (assist by R. Rondo),2,96-86,,
2:17.0,,,96-86,,L. Mbah a Moute misses 2-pt shot from 3 ft (block by B. Bass)
2:15.0,Defensive rebound by B. Bass,,96-86,,
1:55.0,J. Sullinger makes 3-pt shot from 24 ft (assist by R. Rondo),3,99-86,,
1:55.0,,,99-86,,Philadelphia full timeout
1:55.0,Official timeout,,99-86,,
1:55.0,,,99-86,,R. Covington enters the game for H. Sims
1:41.0,,,99-86,,Offensive charge foul by R. Covington
1:41.0,,,99-86,,Turnover by R. Covington (offensive foul)
1:33.0,J. Green makes 2-pt shot at rim (assist by R. Rondo),2,101-86,,
1:20.0,,,101-86,,T. Wroten misses 3-pt shot from 25 ft
1:18.0,Defensive rebound by B. Bass,,101-86,,
0:59.0,R. Rondo misses 3-pt shot from 26 ft,,101-86,,
0:57.0,,,101-86,,Defensive rebound by T. Wroten
0:52.0,,,101-86,,Shooting foul by B. Bass (drawn by R. Covington)
0:52.0,,,101-87,1,R. Covington makes free throw 1 of 2
0:52.0,,,101-88,1,R. Covington makes free throw 2 of 2
0:35.0,J. Green misses 3-pt shot from 23 ft,,101-88,,
0:33.0,,,101-88,,Defensive rebound by N. Noel
0:24.0,,,101-88,,Shooting foul by A. Bradley (drawn by T. Wroten)
0:24.0,,,101-89,1,T. Wroten makes free throw 1 of 2
0:24.0,,,101-90,1,T. Wroten makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
