time,Atlanta,pts.away,score,pts.home,Philadelphia
2:54.0,,,83-88,1,N. Noel makes free throw 2 of 2
2:39.0,A. Horford misses 2-pt shot from 16 ft,,83-88,,
2:37.0,,,83-88,,Defensive rebound by N. Noel
2:16.0,,,83-88,,I. Canaan misses 3-pt shot from 24 ft
2:14.0,Defensive rebound by K. Bazemore,,83-88,,
2:10.0,K. Bazemore misses 2-pt shot from 2 ft,,83-88,,
2:08.0,,,83-88,,Defensive rebound by H. Thompson
1:58.0,,,83-88,,H. Thompson misses 3-pt shot from 24 ft
1:56.0,Defensive rebound by A. Horford,,83-88,,
1:52.0,Turnover by J. Teague (bad pass; steal by L. Mbah a Moute),,83-88,,
1:27.0,,,83-88,,I. Smith misses 2-pt shot from 11 ft
1:26.0,Defensive rebound by K. Bazemore,,83-88,,
1:22.0,Shooting foul by I. Smith (drawn by K. Bazemore),,83-88,,
1:22.0,K. Bazemore misses free throw 1 of 2,,83-88,,
1:22.0,Offensive rebound by Team,,83-88,,
1:22.0,K. Bazemore makes free throw 2 of 2,1,84-88,,
1:05.0,,,84-91,3,L. Mbah a Moute makes 3-pt shot from 25 ft (assist by I. Canaan)
1:05.0,Atlanta full timeout,,84-91,,
1:01.0,M. Scott misses 3-pt shot from 25 ft,,84-91,,
1:00.0,,,84-91,,Defensive rebound by Team
0:41.0,,,84-91,,I. Smith misses 2-pt shot from 1 ft
0:39.0,,,84-91,,Offensive rebound by H. Thompson
0:18.0,,,84-91,,I. Canaan misses 2-pt shot from 1 ft
0:16.0,,,84-91,,Offensive rebound by N. Noel
0:16.0,,,84-91,,N. Noel misses 2-pt shot from 2 ft
0:14.0,,,84-91,,Offensive rebound by N. Noel
0:14.0,,,84-91,,N. Noel misses 2-pt shot from 1 ft
0:14.0,,,84-91,,Offensive rebound by N. Noel
0:14.0,,,84-91,,Shooting foul by J. Teague (drawn by N. Noel)
0:14.0,,,84-91,,N. Noel misses free throw 1 of 2
0:14.0,,,84-91,,Offensive rebound by Team
0:14.0,,,84-92,1,N. Noel makes free throw 2 of 2
0:14.0,Atlanta full timeout,,84-92,,
0:09.0,K. Bazemore misses 3-pt shot from 26 ft,,84-92,,
0:07.0,,,84-92,,Defensive rebound by N. Noel
0:00.0,End of 4th quarter,,,,End of 4th quarter
