time,Houston,pts.away,score,pts.home,San Antonio
5:45.0,,,91-94,,Shooting foul by C. Brewer (drawn by P. Mills)
5:45.0,,,91-95,1,P. Mills makes free throw 1 of 2
5:45.0,,,91-96,1,P. Mills makes free throw 2 of 2
5:26.0,Offensive charge foul by J. Harden,,91-96,,
5:26.0,Turnover by J. Harden (offensive foul),,91-96,,
5:26.0,T. Ariza enters the game for C. Brewer,,91-96,,
5:13.0,,,91-98,2,T. Duncan makes 2-pt shot at rim (assist by C. Joseph)
5:13.0,Houston full timeout,,91-98,,
4:55.0,J. Harden misses 2-pt shot from 1 ft (block by T. Duncan),,91-98,,
4:53.0,,,91-98,,Defensive rebound by T. Duncan
4:42.0,,,91-98,,Shooting foul by D. Motiejunas (drawn by D. Green)
4:42.0,,,91-98,,D. Green misses free throw 1 of 2
4:42.0,,,91-98,,Offensive rebound by Team
4:42.0,,,91-99,1,D. Green makes free throw 2 of 2
4:25.0,Turnover by J. Harden (bad pass; steal by C. Joseph),,91-99,,
4:23.0,,,91-101,2,P. Mills makes 2-pt shot at rim
4:23.0,Away from play foul by T. Ariza (drawn by C. Joseph),,91-101,,
4:23.0,,,91-102,1,C. Joseph makes free throw 1 of 1
4:10.0,T. Ariza misses 3-pt shot from 23 ft,,91-102,,
4:09.0,Offensive rebound by D. Howard,,91-102,,
4:09.0,D. Howard makes 2-pt shot at rim,2,93-102,,
3:50.0,,,93-102,,C. Joseph misses 2-pt shot from 18 ft
3:49.0,Defensive rebound by D. Howard,,93-102,,
3:36.0,D. Motiejunas makes 2-pt shot from 2 ft (assist by P. Beverley),2,95-102,,
3:15.0,,,95-102,,M. Bonner misses 3-pt shot from 25 ft
3:14.0,,,95-102,,Offensive rebound by P. Mills
3:13.0,,,95-102,,D. Green misses 3-pt shot from 26 ft
3:12.0,Defensive rebound by D. Howard,,95-102,,
3:05.0,,,95-102,,Personal foul by D. Green (drawn by J. Harden)
3:05.0,,,95-102,,M. Ginobili enters the game for C. Joseph
2:59.0,Shooting foul by T. Duncan (drawn by J. Harden),,95-102,,
2:59.0,J. Harden misses free throw 1 of 2,,95-102,,
2:59.0,Offensive rebound by Team,,95-102,,
2:59.0,J. Harden makes free throw 2 of 2,1,96-102,,
2:44.0,,,96-105,3,M. Bonner makes 3-pt shot from 23 ft (assist by M. Ginobili)
2:31.0,Shooting foul by M. Ginobili (drawn by D. Howard),,96-105,,
2:31.0,D. Howard misses free throw 1 of 2,,96-105,,
2:31.0,Offensive rebound by Team,,96-105,,
2:31.0,D. Howard misses free throw 2 of 2,,96-105,,
2:28.0,,,96-105,,Defensive rebound by P. Mills
2:15.0,,,96-105,,D. Green misses 3-pt shot from 26 ft
2:14.0,Defensive rebound by D. Motiejunas,,96-105,,
2:03.0,D. Howard makes 2-pt shot at rim,2,98-105,,
2:03.0,Shooting foul by T. Duncan (drawn by D. Howard),,98-105,,
2:03.0,D. Howard misses free throw 1 of 1,,98-105,,
2:02.0,,,98-105,,Defensive rebound by M. Ginobili
1:41.0,,,98-105,,Turnover by M. Ginobili (bad pass; steal by P. Beverley)
1:39.0,Turnover by P. Beverley (bad pass; steal by D. Green),,98-105,,
1:20.0,,,98-105,,Turnover by P. Mills (lost ball; steal by J. Harden)
1:17.0,J. Harden makes 2-pt shot at rim (assist by P. Beverley),2,100-105,,
0:58.0,,,100-105,,Shooting foul by J. Harden (drawn by T. Duncan)
0:58.0,,,100-105,,T. Duncan misses free throw 1 of 2
0:58.0,,,100-105,,Offensive rebound by Team
0:58.0,,,100-105,,C. Joseph enters the game for P. Mills
0:58.0,,,100-105,,T. Splitter enters the game for M. Bonner
0:58.0,,,100-106,1,T. Duncan makes free throw 2 of 2
0:58.0,Houston full timeout,,100-106,,
0:58.0,J. Terry enters the game for D. Motiejunas,,100-106,,
0:58.0,,,100-106,,P. Mills enters the game for T. Splitter
0:52.0,J. Harden makes 3-pt shot from 25 ft (assist by D. Howard),3,103-106,,
0:34.0,,,103-106,,D. Green misses 3-pt shot from 25 ft
0:33.0,Defensive rebound by D. Howard,,103-106,,
0:25.0,Turnover by J. Harden (lost ball),,103-106,,
0:25.0,,,103-106,,San Antonio full timeout
0:25.0,,,103-106,,M. Bonner enters the game for C. Joseph
0:25.0,C. Brewer enters the game for J. Terry,,103-106,,
0:25.0,J. Smith enters the game for J. Harden,,103-106,,
0:22.0,Personal take foul by J. Smith (drawn by D. Green),,103-106,,
0:22.0,,,103-107,1,D. Green makes free throw 1 of 2
0:22.0,J. Harden enters the game for J. Smith,,103-107,,
0:22.0,,,103-107,,T. Splitter enters the game for M. Bonner
0:22.0,,,103-107,,C. Joseph enters the game for P. Mills
0:22.0,,,103-108,1,D. Green makes free throw 2 of 2
0:12.0,T. Ariza makes 3-pt shot from 25 ft (assist by J. Harden),3,106-108,,
0:10.0,Personal take foul by D. Howard (drawn by D. Green),,106-108,,
0:10.0,,,106-109,1,D. Green makes free throw 1 of 2
0:10.0,J. Smith enters the game for C. Brewer,,106-109,,
0:10.0,,,106-109,,P. Mills enters the game for T. Splitter
0:10.0,,,106-110,1,D. Green makes free throw 2 of 2
0:10.0,Houston full timeout,,106-110,,
0:08.0,T. Ariza misses 3-pt shot from 26 ft,,106-110,,
0:07.0,,,106-110,,Defensive rebound by T. Duncan
0:00.0,End of 4th quarter,,,,End of 4th quarter
