time,Philadelphia,pts.away,score,pts.home,New York
3:36.0,,,85-87,,J. Smith misses 2-pt shot from 20 ft
3:35.0,,,85-87,,Offensive rebound by L. Thomas
3:32.0,Personal foul by J. Grant (drawn by L. Thomas),,85-87,,
3:32.0,H. Thompson enters the game for J. Grant,,85-87,,
3:24.0,,,85-89,2,L. Galloway makes 2-pt shot from 3 ft
3:09.0,I. Smith makes 2-pt shot from 5 ft,2,87-89,,
2:57.0,,,87-91,2,L. Galloway makes 2-pt shot at rim (assist by J. Smith)
2:33.0,I. Smith makes 2-pt shot from 2 ft (assist by N. Noel),2,89-91,,
2:16.0,Personal foul by N. Noel (drawn by S. Larkin),,89-91,,
2:16.0,Philadelphia full timeout,,89-91,,
2:16.0,,,89-92,1,S. Larkin makes free throw 1 of 2
2:16.0,,,89-93,1,S. Larkin makes free throw 2 of 2
1:58.0,R. Covington misses 2-pt shot from 1 ft (block by J. Smith),,89-93,,
1:57.0,,,89-93,,Defensive rebound by A. Bargnani
1:44.0,,,89-93,,Shooting foul by F. Aldemir (drawn by J. Smith)
1:44.0,,,89-94,1,J. Smith makes free throw 1 of 2
1:44.0,,,89-95,1,J. Smith makes free throw 2 of 2
1:27.0,H. Thompson misses 2-pt shot at rim (block by J. Smith),,89-95,,
1:26.0,,,89-95,,Defensive rebound by Team
1:26.0,,,89-95,,New York full timeout
1:09.0,,,89-97,2,L. Galloway makes 2-pt shot from 18 ft
1:09.0,Philadelphia full timeout,,89-97,,
1:04.0,H. Thompson misses 2-pt shot from 19 ft,,89-97,,
1:03.0,Offensive rebound by N. Noel,,89-97,,
0:55.0,Turnover by N. Noel (bad pass),,89-97,,
0:55.0,J. Sampson enters the game for F. Aldemir,,89-97,,
0:55.0,,,89-97,,New York full timeout
0:41.0,,,89-99,2,L. Thomas makes 2-pt shot from 18 ft (assist by S. Larkin)
0:41.0,Philadelphia full timeout,,89-99,,
0:41.0,J. Grant enters the game for J. Sampson,,89-99,,
0:37.0,R. Covington misses 2-pt shot from 7 ft,,89-99,,
0:36.0,Offensive rebound by N. Noel,,89-99,,
0:36.0,N. Noel makes 2-pt shot at rim,2,91-99,,
0:34.0,Personal foul by R. Covington (drawn by S. Larkin),,91-99,,
0:34.0,,,91-100,1,S. Larkin makes free throw 1 of 2
0:34.0,,,91-100,,Q. Acy enters the game for A. Bargnani
0:34.0,,,91-101,1,S. Larkin makes free throw 2 of 2
0:27.0,R. Covington misses 3-pt shot from 24 ft,,91-101,,
0:25.0,,,91-101,,Defensive rebound by S. Larkin
0:01.0,,,91-101,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
