time,New York,pts.away,score,pts.home,Milwaukee
4:59.0,,,73-86,1,Z. Pachulia makes free throw 1 of 2
4:59.0,,,73-86,,G. Antetokounmpo enters the game for J. Dudley
4:59.0,,,73-87,1,Z. Pachulia makes free throw 2 of 2
4:38.0,L. Galloway makes 3-pt shot from 26 ft (assist by L. Amundson),3,76-87,,
4:17.0,Shooting block foul by L. Amundson (drawn by Z. Pachulia),,76-87,,
4:17.0,,,76-88,1,Z. Pachulia makes free throw 1 of 2
4:17.0,,,76-89,1,Z. Pachulia makes free throw 2 of 2
3:51.0,J. Calderon misses 2-pt shot from 17 ft,,76-89,,
3:50.0,,,76-89,,Defensive rebound by B. Knight
3:33.0,,,76-89,,B. Knight misses 2-pt shot from 2 ft
3:31.0,,,76-89,,Offensive rebound by Z. Pachulia
3:29.0,,,76-89,,Turnover by Z. Pachulia (lost ball; steal by L. Galloway)
3:29.0,,,76-89,,Personal foul by G. Antetokounmpo (drawn by T. Hardaway)
3:13.0,Turnover by L. Galloway (bad pass; steal by G. Antetokounmpo),,76-89,,
3:06.0,,,76-92,3,O. Mayo makes 3-pt shot from 23 ft (assist by K. Middleton)
3:05.0,New York full timeout,,76-92,,
2:53.0,L. Galloway misses 3-pt shot from 24 ft,,76-92,,
2:52.0,,,76-92,,Defensive rebound by Z. Pachulia
2:34.0,,,76-92,,O. Mayo misses 2-pt shot from 18 ft
2:32.0,,,76-92,,Offensive rebound by G. Antetokounmpo
2:20.0,,,76-92,,Turnover by O. Mayo (traveling)
1:57.0,Offensive charge foul by T. Hardaway,,76-92,,
1:57.0,Turnover by T. Hardaway (offensive foul),,76-92,,
1:46.0,,,76-92,,G. Antetokounmpo misses 2-pt shot from 20 ft
1:45.0,Defensive rebound by L. Amundson,,76-92,,
1:23.0,L. Galloway misses 3-pt shot from 23 ft,,76-92,,
1:21.0,,,76-92,,Defensive rebound by G. Antetokounmpo
1:09.0,,,76-92,,Shooting foul by T. Hardaway (drawn by B. Knight)
1:09.0,,,76-92,,K. Martin enters the game for Z. Pachulia
1:09.0,L. Thomas enters the game for T. Hardaway,,76-92,,
1:09.0,,,76-93,1,B. Knight makes free throw 1 of 2
1:09.0,,,76-94,1,B. Knight makes free throw 2 of 2
0:59.0,T. Wear makes 3-pt shot from 23 ft,3,79-94,,
0:40.0,,,79-94,,K. Martin misses 2-pt shot from 3 ft (block by L. Amundson)
0:36.0,,,79-94,,Offensive rebound by K. Martin
0:36.0,Personal foul by L. Galloway (drawn by G. Antetokounmpo),,79-94,,
0:36.0,,,79-95,1,G. Antetokounmpo makes free throw 1 of 2
0:36.0,,,79-95,,G. Antetokounmpo misses free throw 2 of 2
0:34.0,Defensive rebound by L. Thomas,,79-95,,
0:26.0,,,79-95,,Violation by K. Martin (kicked ball)
0:20.0,Turnover by L. Galloway (lost ball; steal by B. Knight),,79-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
