time,LA Clippers,pts.away,score,pts.home,Houston
2:49.0,Turnover by J. Cunningham (bad pass; steal by N. Johnson),,97-77,,
2:45.0,,,97-77,,N. Johnson misses 2-pt shot from 2 ft
2:44.0,Defensive rebound by Team,,97-77,,
2:44.0,LA Clippers full timeout,,97-77,,
2:44.0,E. Udoh enters the game for G. Davis,,97-77,,
2:25.0,S. Hawes misses 2-pt shot from 8 ft,,97-77,,
2:23.0,,,97-77,,Defensive rebound by J. Dorsey
2:18.0,,,97-77,,K. Papanikolaou misses 3-pt shot from 25 ft
2:16.0,Defensive rebound by J. Cunningham,,97-77,,
2:14.0,R. Bullock makes 2-pt shot from 2 ft (assist by J. Cunningham),2,99-77,,
2:14.0,Shooting foul by N. Johnson (drawn by R. Bullock),,99-77,,
2:14.0,R. Bullock makes free throw 1 of 1,1,100-77,,
2:04.0,,,100-77,,T. Daniels misses 3-pt shot from 25 ft
2:03.0,Defensive rebound by R. Bullock,,100-77,,
1:43.0,J. Farmar misses 2-pt shot from 7 ft,,100-77,,
1:42.0,Offensive rebound by S. Hawes,,100-77,,
1:36.0,S. Hawes misses 2-pt shot from 20 ft,,100-77,,
1:34.0,,,100-77,,Defensive rebound by T. Black
1:28.0,,,100-80,3,N. Johnson makes 3-pt shot from 25 ft
1:12.0,,,100-80,,Shooting block foul by T. Daniels (drawn by J. Cunningham)
1:12.0,J. Cunningham misses free throw 1 of 2,,100-80,,
1:12.0,Offensive rebound by Team,,100-80,,
1:12.0,J. Cunningham misses free throw 2 of 2,,100-80,,
1:12.0,,,100-80,,Defensive rebound by J. Dorsey
0:59.0,,,100-82,2,T. Daniels makes 2-pt shot from 21 ft (assist by K. Papanikolaou)
0:49.0,S. Hawes misses 3-pt shot from 25 ft,,100-82,,
0:48.0,Offensive rebound by E. Udoh,,100-82,,
0:38.0,J. Farmar makes 2-pt shot from 20 ft (assist by S. Hawes),2,102-82,,
0:26.0,,,102-82,,J. Dorsey misses 2-pt shot from 6 ft
0:25.0,Defensive rebound by S. Hawes,,102-82,,
0:02.0,Turnover by Team (shot clock),,102-82,,
0:00.0,,,102-85,3,N. Johnson makes 3-pt shot from 41 ft (assist by K. Papanikolaou)
0:00.0,End of 4th quarter,,,,End of 4th quarter
