time,Chicago,pts.away,score,pts.home,Boston
7:02.0,D. Rose enters the game for A. Brooks,,96-95,,
6:54.0,,,96-95,,Turnover by R. Rondo (bad pass; steal by N. Mirotic)
6:43.0,J. Noah misses 2-pt shot at rim,,96-95,,
6:41.0,Offensive rebound by K. Hinrich,,96-95,,
6:41.0,,,96-95,,Personal foul by M. Thornton (drawn by K. Hinrich)
6:35.0,D. Rose makes 2-pt shot from 11 ft,2,98-95,,
6:19.0,,,98-97,2,R. Rondo makes 2-pt shot from 7 ft
6:04.0,D. Rose misses 2-pt shot from 10 ft,,98-97,,
6:03.0,Offensive rebound by N. Mirotic,,98-97,,
5:53.0,Turnover by J. Noah (3 sec),,98-97,,
5:53.0,,,98-97,,Boston full timeout
5:53.0,,,98-97,,A. Bradley enters the game for K. Olynyk
5:53.0,,,98-97,,J. Sullinger enters the game for M. Thornton
5:32.0,,,98-97,,R. Rondo misses 2-pt shot from 8 ft
5:31.0,Defensive rebound by J. Noah,,98-97,,
5:16.0,J. Butler misses 2-pt shot from 18 ft,,98-97,,
5:16.0,,,98-97,,Defensive rebound by Team
5:05.0,,,98-97,,R. Rondo misses 2-pt shot at rim (block by K. Hinrich)
5:05.0,Defensive rebound by Team,,98-97,,
4:48.0,J. Butler misses 3-pt shot from 25 ft,,98-97,,
4:46.0,Offensive rebound by J. Butler,,98-97,,
4:41.0,D. Rose misses 2-pt shot from 5 ft,,98-97,,
4:40.0,Offensive rebound by J. Noah,,98-97,,
4:39.0,J. Noah misses 2-pt shot at rim,,98-97,,
4:38.0,,,98-97,,Defensive rebound by B. Bass
4:23.0,,,98-97,,R. Rondo misses 2-pt shot from 9 ft
4:21.0,Defensive rebound by J. Noah,,98-97,,
4:10.0,J. Butler misses 2-pt shot from 16 ft,,98-97,,
4:09.0,,,98-97,,Defensive rebound by R. Rondo
4:00.0,,,98-97,,A. Bradley misses 3-pt shot from 24 ft
3:59.0,,,98-97,,Offensive rebound by R. Rondo
3:58.0,P. Gasol enters the game for J. Noah,,98-97,,
3:53.0,,,98-97,,A. Bradley misses 2-pt shot from 21 ft
3:52.0,Defensive rebound by P. Gasol,,98-97,,
3:38.0,J. Butler makes 2-pt shot from 10 ft (assist by D. Rose),2,100-97,,
3:26.0,Personal foul by J. Butler (drawn by J. Green),,100-97,,
3:21.0,,,100-97,,R. Rondo misses 2-pt shot at rim (block by N. Mirotic)
3:20.0,,,100-97,,Offensive rebound by Team
3:07.0,,,100-97,,R. Rondo misses 2-pt shot from 17 ft
3:06.0,,,100-97,,Offensive rebound by J. Green
3:03.0,,,100-99,2,J. Sullinger makes 2-pt shot from 2 ft (assist by J. Green)
3:03.0,,,100-99,,Shooting foul by K. Hinrich (drawn by J. Sullinger)
3:03.0,J. Noah enters the game for N. Mirotic,,100-99,,
3:03.0,,,100-100,1,J. Sullinger makes free throw 1 of 1
2:45.0,D. Rose misses 3-pt shot from 25 ft,,100-100,,
2:43.0,,,100-100,,Defensive rebound by A. Bradley
2:41.0,Chicago full timeout,,100-100,,
2:29.0,,,100-102,2,J. Green makes 2-pt shot at rim (assist by A. Bradley)
2:09.0,D. Rose misses 3-pt shot from 25 ft,,100-102,,
2:08.0,,,100-102,,Defensive rebound by J. Green
1:54.0,,,100-102,,J. Green misses 3-pt shot from 24 ft
1:53.0,Defensive rebound by Team,,100-102,,
1:40.0,Turnover by P. Gasol (bad pass; steal by R. Rondo),,100-102,,
1:28.0,,,100-102,,Offensive charge foul by J. Sullinger
1:28.0,,,100-102,,Turnover by J. Sullinger (offensive foul)
1:20.0,Shooting foul by J. Green (drawn by J. Butler),,100-102,,
1:20.0,J. Butler makes free throw 1 of 2,1,101-102,,
1:20.0,J. Butler makes free throw 2 of 2,1,102-102,,
1:05.0,,,102-102,,R. Rondo misses 2-pt shot from 18 ft (block by J. Noah)
1:04.0,,,102-102,,Offensive rebound by Team
1:04.0,Loose ball foul by D. Rose (drawn by R. Rondo),,102-102,,
1:04.0,,,102-102,,R. Rondo misses free throw 1 of 2
1:04.0,,,102-102,,Offensive rebound by Team
1:04.0,,,102-102,,R. Rondo misses free throw 2 of 2
1:02.0,,,102-102,,Offensive rebound by Team
1:02.0,,,102-102,,E. Turner enters the game for B. Bass
0:53.0,,,102-102,,J. Sullinger misses 3-pt shot from 25 ft
0:50.0,Defensive rebound by Team,,102-102,,
0:50.0,,,102-102,,Loose ball foul by R. Rondo (drawn by J. Butler)
0:50.0,J. Butler makes free throw 1 of 2,1,103-102,,
0:50.0,J. Butler makes free throw 2 of 2,1,104-102,,
0:50.0,,,104-102,,Boston full timeout
0:45.0,,,104-102,,E. Turner misses 2-pt shot from 2 ft (block by J. Noah)
0:44.0,Defensive rebound by K. Hinrich,,104-102,,
0:24.0,J. Noah makes 2-pt shot from 20 ft (assist by D. Rose),2,106-102,,
0:24.0,,,106-102,,Boston full timeout
0:21.0,,,106-102,,Shooting foul by P. Gasol (drawn by J. Sullinger)
0:21.0,,,106-102,,J. Sullinger misses free throw 1 of 2
0:21.0,,,106-102,,Offensive rebound by Team
0:21.0,,,106-102,,P. Pressey enters the game for E. Turner
0:21.0,,,106-102,,J. Sullinger misses free throw 2 of 2
0:19.0,Defensive rebound by P. Gasol,,106-102,,
0:19.0,,,106-102,,Personal take foul by J. Green (drawn by P. Gasol)
0:19.0,,,106-102,,E. Turner enters the game for J. Green
0:19.0,,,106-102,,M. Thornton enters the game for P. Pressey
0:19.0,P. Gasol makes free throw 1 of 2,1,107-102,,
0:19.0,P. Gasol makes free throw 2 of 2,1,108-102,,
0:12.0,,,108-102,,A. Bradley misses 3-pt shot from 24 ft
0:11.0,Defensive rebound by J. Noah,,108-102,,
0:11.0,,,108-102,,Personal take foul by J. Sullinger (drawn by J. Noah)
0:11.0,J. Noah makes free throw 1 of 2,1,109-102,,
0:11.0,J. Noah misses free throw 2 of 2,,109-102,,
0:10.0,,,109-102,,Defensive rebound by J. Sullinger
0:00.0,,,109-102,,R. Rondo misses 3-pt shot from 27 ft
0:00.0,,,109-102,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
