time,Toronto,pts.away,score,pts.home,Milwaukee
4:11.0,,,82-78,,K. Middleton enters the game for J. Bayless
4:01.0,K. Lowry misses 2-pt shot from 17 ft (block by J. Henson),,82-78,,
3:59.0,,,82-78,,Defensive rebound by E. Ilyasova
3:50.0,,,82-78,,O. Mayo misses 3-pt shot from 24 ft
3:49.0,Defensive rebound by P. Patterson,,82-78,,
3:39.0,K. Lowry makes 2-pt shot at rim,2,84-78,,
3:38.0,,,84-78,,Milwaukee full timeout
3:38.0,,,84-78,,G. Antetokounmpo enters the game for J. Henson
3:31.0,Personal foul by A. Johnson (drawn by O. Mayo),,84-78,,
3:31.0,,,84-79,1,O. Mayo makes free throw 1 of 2
3:31.0,,,84-80,1,O. Mayo makes free throw 2 of 2
3:09.0,D. DeRozan misses 2-pt shot from 18 ft,,84-80,,
3:08.0,Offensive rebound by P. Patterson,,84-80,,
3:07.0,Turnover by P. Patterson (bad pass),,84-80,,
2:56.0,,,84-80,,E. Ilyasova misses 2-pt shot from 1 ft
2:56.0,,,84-80,,Offensive rebound by E. Ilyasova
2:56.0,,,84-80,,Shooting foul by A. Johnson (drawn by E. Ilyasova)
2:56.0,,,84-81,1,E. Ilyasova makes free throw 1 of 2
2:56.0,G. Vasquez enters the game for D. DeRozan,,84-81,,
2:56.0,,,84-81,,E. Ilyasova misses free throw 2 of 2
2:55.0,Defensive rebound by P. Patterson,,84-81,,
2:36.0,K. Lowry misses 3-pt shot from 25 ft,,84-81,,
2:36.0,,,84-81,,Defensive rebound by Team
2:25.0,,,84-81,,Turnover by O. Mayo (bad pass; steal by L. Williams)
2:21.0,L. Williams misses 2-pt shot at rim,,84-81,,
2:19.0,Offensive rebound by P. Patterson,,84-81,,
2:19.0,P. Patterson makes 2-pt shot at rim,2,86-81,,
1:57.0,,,86-81,,B. Knight misses 2-pt shot from 19 ft
1:56.0,Defensive rebound by K. Lowry,,86-81,,
1:41.0,K. Lowry misses 3-pt shot from 27 ft,,86-81,,
1:40.0,,,86-81,,Defensive rebound by O. Mayo
1:36.0,Personal foul by K. Lowry (drawn by B. Knight),,86-81,,
1:36.0,,,86-82,1,B. Knight makes free throw 1 of 2
1:36.0,Toronto full timeout,,86-82,,
1:36.0,,,86-83,1,B. Knight makes free throw 2 of 2
1:23.0,K. Lowry misses 2-pt shot at rim,,86-83,,
1:20.0,,,86-83,,Defensive rebound by K. Middleton
1:18.0,,,86-85,2,B. Knight makes 2-pt shot at rim
1:00.0,Shooting foul by B. Knight (drawn by A. Johnson),,86-85,,
1:00.0,A. Johnson makes free throw 1 of 2,1,87-85,,
1:00.0,A. Johnson misses free throw 2 of 2,,87-85,,
1:00.0,Offensive rebound by P. Patterson,,87-85,,
1:00.0,Shooting foul by E. Ilyasova (drawn by P. Patterson),,87-85,,
1:00.0,P. Patterson makes free throw 1 of 2,1,88-85,,
1:00.0,,,88-85,,J. Henson enters the game for E. Ilyasova
1:00.0,,,88-85,,Z. Pachulia enters the game for G. Antetokounmpo
1:00.0,P. Patterson misses free throw 2 of 2,,88-85,,
0:59.0,,,88-85,,Defensive rebound by J. Henson
0:59.0,,,88-85,,Milwaukee full timeout
0:59.0,T. Ross enters the game for G. Vasquez,,88-85,,
0:59.0,,,88-85,,G. Antetokounmpo enters the game for Z. Pachulia
0:59.0,,,88-85,,E. Ilyasova enters the game for J. Henson
0:50.0,,,88-87,2,K. Middleton makes 2-pt shot at rim (assist by G. Antetokounmpo)
0:26.0,T. Ross makes 2-pt shot from 13 ft (assist by P. Patterson),2,90-87,,
0:26.0,,,90-87,,Milwaukee full timeout
0:21.0,,,90-89,2,B. Knight makes 2-pt shot at rim
0:16.0,T. Ross makes 2-pt shot at rim (assist by K. Lowry),2,92-89,,
0:15.0,,,92-89,,Milwaukee full timeout
0:08.0,,,92-89,,B. Knight misses 3-pt shot from 26 ft
0:06.0,Defensive rebound by K. Lowry,,92-89,,
0:06.0,,,92-89,,Personal take foul by O. Mayo (drawn by K. Lowry)
0:06.0,K. Lowry misses free throw 1 of 2,,92-89,,
0:06.0,Offensive rebound by Team,,92-89,,
0:06.0,K. Lowry misses free throw 2 of 2,,92-89,,
0:05.0,,,92-89,,Defensive rebound by E. Ilyasova
0:00.0,,,92-89,,Turnover by O. Mayo (lost ball; steal by L. Williams)
0:00.0,End of 4th quarter,,,,End of 4th quarter
