time,New York,pts.away,score,pts.home,Charlotte
0:57.0,Defensive rebound by A. Stoudemire,,99-101,,
0:41.0,C. Anthony makes 3-pt shot from 23 ft (assist by P. Prigioni),3,102-101,,
0:41.0,,,102-101,,Charlotte full timeout
0:30.0,,,102-101,,A. Jefferson misses 2-pt shot from 13 ft
0:28.0,Defensive rebound by T. Hardaway,,102-101,,
0:05.0,C. Anthony misses 2-pt shot from 19 ft,,102-101,,
0:04.0,,,102-101,,Defensive rebound by M. Williams
0:04.0,,,102-101,,Charlotte full timeout
0:01.0,,,102-103,2,K. Walker makes 2-pt shot from 1 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
