time,San Antonio,pts.away,score,pts.home,Phoenix
5:55.0,Defensive rebound by A. Baynes,,79-59,,
5:43.0,B. Diaw makes 2-pt shot at rim (assist by P. Mills),2,81-59,,
5:24.0,,,81-62,3,A. Goodwin makes 3-pt shot from 24 ft (assist by T. Warren)
5:13.0,K. Leonard makes 2-pt shot from 18 ft,2,83-62,,
4:53.0,,,83-62,,A. Len misses 2-pt shot from 2 ft
4:52.0,Defensive rebound by K. Leonard,,83-62,,
4:43.0,K. Leonard misses 2-pt shot from 22 ft,,83-62,,
4:42.0,Offensive rebound by P. Mills,,83-62,,
4:29.0,K. Leonard makes 2-pt shot from 4 ft,2,85-62,,
4:29.0,Shooting foul by M. Morris (drawn by K. Leonard),,85-62,,
4:29.0,K. Leonard makes free throw 1 of 1,1,86-62,,
4:16.0,,,86-62,,Turnover by A. Goodwin (lost ball; steal by P. Mills)
4:14.0,,,86-62,,Personal foul by R. Bullock (drawn by A. Baynes)
4:14.0,C. Joseph enters the game for K. Leonard,,86-62,,
4:14.0,M. Bonner enters the game for B. Diaw,,86-62,,
3:59.0,P. Mills makes 2-pt shot from 20 ft,2,88-62,,
3:43.0,,,88-64,2,A. Len makes 2-pt shot from 2 ft (assist by T. Warren)
3:43.0,,,88-64,,Shooting foul by A. Baynes (drawn by A. Len)
3:43.0,J. Ayres enters the game for A. Baynes,,88-64,,
3:43.0,,,88-65,1,A. Len makes free throw 1 of 1
3:30.0,D. Green misses 3-pt shot from 25 ft,,88-65,,
3:29.0,,,88-65,,Defensive rebound by A. Len
3:18.0,,,88-65,,A. Len misses 2-pt shot from 17 ft
3:17.0,Defensive rebound by P. Mills,,88-65,,
3:13.0,Turnover by P. Mills (lost ball; steal by A. Len),,88-65,,
3:13.0,,,88-67,2,T. Warren makes 2-pt shot at rim (assist by A. Len)
3:13.0,,,88-67,,Shooting foul by D. Green (drawn by T. Warren)
3:13.0,,,88-67,,E. Barron enters the game for A. Len
3:13.0,,,88-68,1,T. Warren makes free throw 1 of 1
2:58.0,C. Joseph makes 2-pt shot from 14 ft,2,90-68,,
2:41.0,,,90-70,2,A. Goodwin makes 2-pt shot from 2 ft
2:28.0,P. Mills makes 2-pt shot from 20 ft (assist by C. Joseph),2,92-70,,
2:13.0,,,92-70,,T. Warren misses 2-pt shot from 9 ft
2:12.0,Defensive rebound by D. Green,,92-70,,
2:03.0,Offensive foul by C. Joseph,,92-70,,
2:03.0,Turnover by C. Joseph (offensive foul),,92-70,,
2:03.0,San Antonio full timeout,,92-70,,
1:52.0,,,92-72,2,T. Warren makes 2-pt shot from 2 ft
1:48.0,Turnover by J. Ayres (bad pass; steal by A. Goodwin),,92-72,,
1:45.0,,,92-72,,A. Goodwin misses 2-pt shot from 2 ft
1:44.0,Defensive rebound by J. Ayres,,92-72,,
1:41.0,P. Mills makes 3-pt shot from 25 ft (assist by C. Joseph),3,95-72,,
1:30.0,,,95-72,,Offensive foul by A. Goodwin
1:30.0,,,95-72,,Turnover by A. Goodwin (offensive foul)
1:18.0,Turnover by J. Ayres (lost ball; steal by E. Barron),,95-72,,
1:09.0,,,95-74,2,T. Warren makes 2-pt shot from 6 ft (assist by A. Goodwin)
0:57.0,C. Joseph makes 2-pt shot from 1 ft,2,97-74,,
0:57.0,Shooting foul by E. Barron (drawn by C. Joseph),,97-74,,
0:57.0,C. Joseph makes free throw 1 of 1,1,98-74,,
0:43.0,,,98-74,,T. Warren misses 2-pt shot from 17 ft
0:42.0,Defensive rebound by D. Green,,98-74,,
0:29.0,M. Bonner makes 3-pt shot from 23 ft (assist by C. Joseph),3,101-74,,
0:17.0,,,101-74,,A. Goodwin misses 2-pt shot from 20 ft
0:16.0,Defensive rebound by P. Mills,,101-74,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
