time,San Antonio,pts.away,score,pts.home,Dallas
3:30.0,,,83-93,,M. Ellis misses 2-pt shot from 19 ft
3:30.0,,,83-93,,Offensive rebound by D. Nowitzki
3:30.0,Loose ball foul by D. Green (drawn by D. Nowitzki),,83-93,,
3:30.0,,,83-94,1,D. Nowitzki makes free throw 1 of 2
3:30.0,,,83-94,,D. Harris enters the game for R. Rondo
3:30.0,,,83-95,1,D. Nowitzki makes free throw 2 of 2
3:21.0,P. Mills misses 2-pt shot from 18 ft,,83-95,,
3:20.0,,,83-95,,Defensive rebound by T. Chandler
3:12.0,,,83-95,,M. Ellis misses 2-pt shot from 17 ft
3:10.0,,,83-95,,Offensive rebound by D. Nowitzki
3:10.0,,,83-95,,D. Nowitzki misses 2-pt shot from 2 ft
3:10.0,,,83-95,,Offensive rebound by D. Nowitzki
3:10.0,,,83-95,,D. Nowitzki misses 2-pt shot from 2 ft
3:08.0,,,83-95,,Offensive rebound by T. Chandler
3:06.0,,,83-95,,Turnover by D. Harris (lost ball; steal by D. Green)
3:04.0,Shooting foul by D. Harris (drawn by K. Leonard),,83-95,,
3:04.0,K. Leonard misses free throw 1 of 2,,83-95,,
3:04.0,Offensive rebound by Team,,83-95,,
3:04.0,J. Ayres enters the game for T. Splitter,,83-95,,
3:04.0,K. Leonard makes free throw 2 of 2,1,84-95,,
2:53.0,,,84-95,,D. Nowitzki misses 2-pt shot from 17 ft
2:52.0,Defensive rebound by K. Leonard,,84-95,,
2:48.0,K. Leonard makes 2-pt shot from 8 ft,2,86-95,,
2:48.0,Shooting foul by M. Ellis (drawn by K. Leonard),,86-95,,
2:48.0,San Antonio full timeout,,86-95,,
2:48.0,K. Leonard makes free throw 1 of 1,1,87-95,,
2:31.0,,,87-95,,Turnover by T. Chandler (3 sec)
2:09.0,B. Diaw misses 3-pt shot from 23 ft,,87-95,,
2:08.0,,,87-95,,Defensive rebound by C. Parsons
1:53.0,,,87-97,2,M. Ellis makes 2-pt shot from 7 ft
1:43.0,D. Green makes 3-pt shot from 22 ft (assist by K. Leonard),3,90-97,,
1:22.0,,,90-97,,Shooting foul by K. Leonard (drawn by C. Parsons)
1:22.0,,,90-98,1,C. Parsons makes free throw 1 of 2
1:22.0,R. Williams enters the game for K. Leonard,,90-98,,
1:22.0,C. Joseph enters the game for P. Mills,,90-98,,
1:22.0,,,90-99,1,C. Parsons makes free throw 2 of 2
1:08.0,M. Bonner enters the game for D. Green,,90-99,,
1:08.0,,,90-99,,A. Aminu enters the game for D. Nowitzki
1:05.0,B. Diaw misses 2-pt shot from 15 ft,,90-99,,
1:04.0,,,90-99,,Defensive rebound by A. Aminu
0:44.0,,,90-101,2,M. Ellis makes 2-pt shot from 16 ft
0:32.0,R. Williams makes 2-pt shot from 12 ft,2,92-101,,
0:08.0,,,92-101,,Turnover by Team (shot clock)
0:02.0,Shooting foul by D. Harris (drawn by J. Ayres),,92-101,,
0:02.0,,,92-101,,R. Felton enters the game for D. Harris
0:02.0,J. Ayres makes free throw 1 of 2,1,93-101,,
0:02.0,J. Ayres makes free throw 2 of 2,1,94-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
