time,Houston,pts.away,score,pts.home,Dallas
7:24.0,C. Brewer misses 2-pt shot from 4 ft,,112-103,,
7:23.0,,,112-103,,Defensive rebound by D. Nowitzki
7:19.0,,,112-103,,Offensive charge foul by A. Aminu
7:19.0,,,112-103,,Turnover by A. Aminu (offensive foul)
7:01.0,J. Smith misses 3-pt shot from 25 ft,,112-103,,
7:00.0,,,112-103,,Defensive rebound by M. Ellis
6:54.0,,,112-103,,M. Ellis misses 2-pt shot from 2 ft
6:51.0,,,112-103,,Offensive rebound by T. Chandler
6:51.0,,,112-103,,T. Chandler misses 2-pt shot from 2 ft
6:50.0,Defensive rebound by D. Howard,,112-103,,
6:42.0,Houston full timeout,,112-103,,
6:42.0,J. Harden enters the game for J. Smith,,112-103,,
6:42.0,T. Jones enters the game for C. Brewer,,112-103,,
6:29.0,T. Jones makes 2-pt shot at rim (assist by J. Harden),2,114-103,,
6:03.0,,,114-105,2,M. Ellis makes 2-pt shot from 17 ft
5:55.0,,,114-105,,Personal take foul by J. Barea (drawn by D. Howard)
5:55.0,D. Howard makes free throw 1 of 2,1,115-105,,
5:55.0,D. Howard misses free throw 2 of 2,,115-105,,
5:55.0,,,115-105,,Defensive rebound by D. Nowitzki
5:40.0,,,115-108,3,A. Aminu makes 3-pt shot from 23 ft (assist by J. Barea)
5:26.0,,,115-108,,Personal take foul by T. Chandler (drawn by D. Howard)
5:26.0,D. Howard makes free throw 1 of 2,1,116-108,,
5:26.0,J. Terry enters the game for P. Prigioni,,116-108,,
5:26.0,D. Howard makes free throw 2 of 2,1,117-108,,
5:08.0,,,117-110,2,D. Nowitzki makes 2-pt shot from 8 ft
4:49.0,J. Harden makes 3-pt shot from 24 ft,3,120-110,,
4:31.0,,,120-110,,Shooting foul by J. Harden (drawn by D. Nowitzki)
4:31.0,,,120-111,1,D. Nowitzki makes free throw 1 of 2
4:31.0,,,120-112,1,D. Nowitzki makes free throw 2 of 2
4:15.0,J. Terry misses 2-pt shot from 2 ft,,120-112,,
4:14.0,Offensive rebound by D. Howard,,120-112,,
4:14.0,D. Howard makes 2-pt shot at rim,2,122-112,,
3:54.0,,,122-114,2,M. Ellis makes 2-pt shot from 8 ft
3:34.0,Turnover by J. Harden (lost ball; steal by M. Ellis),,122-114,,
3:30.0,,,122-116,2,M. Ellis makes 2-pt shot at rim (assist by D. Nowitzki)
3:09.0,Offensive charge foul by T. Ariza,,122-116,,
3:09.0,Turnover by T. Ariza (offensive foul),,122-116,,
3:09.0,J. Smith enters the game for T. Jones,,122-116,,
2:55.0,,,122-116,,D. Nowitzki misses 3-pt shot from 25 ft
2:54.0,Defensive rebound by J. Harden,,122-116,,
2:40.0,J. Smith makes 2-pt shot from 6 ft (assist by J. Harden),2,124-116,,
2:40.0,Shooting foul by D. Nowitzki (drawn by J. Smith),,124-116,,
2:40.0,Official timeout,,124-116,,
2:40.0,J. Smith misses free throw 1 of 1,,124-116,,
2:39.0,,,124-116,,Defensive rebound by D. Nowitzki
2:25.0,,,124-116,,M. Ellis misses 2-pt shot from 4 ft (block by D. Howard)
2:24.0,,,124-116,,Offensive rebound by M. Ellis
2:21.0,,,124-119,3,D. Nowitzki makes 3-pt shot from 24 ft (assist by M. Ellis)
1:53.0,T. Ariza misses 2-pt shot from 20 ft,,124-119,,
1:52.0,Offensive rebound by D. Howard,,124-119,,
1:51.0,Turnover by D. Howard (bad pass),,124-119,,
1:40.0,,,124-121,2,M. Ellis makes 2-pt shot from 18 ft
1:25.0,J. Harden misses 2-pt shot from 9 ft,,124-121,,
1:23.0,Offensive rebound by D. Howard,,124-121,,
1:23.0,D. Howard misses 2-pt shot from 3 ft,,124-121,,
1:21.0,,,124-121,,Defensive rebound by D. Nowitzki
1:13.0,Personal block foul by J. Smith (drawn by D. Nowitzki),,124-121,,
1:13.0,,,124-122,1,D. Nowitzki makes free throw 1 of 2
1:13.0,,,124-122,,D. Harris enters the game for J. Barea
1:13.0,,,124-123,1,D. Nowitzki makes free throw 2 of 2
0:57.0,J. Harden makes 2-pt shot from 1 ft,2,126-123,,
0:57.0,Shooting foul by T. Chandler (drawn by J. Harden),,126-123,,
0:57.0,,,126-123,,J. Barea enters the game for D. Harris
0:57.0,C. Brewer enters the game for J. Terry,,126-123,,
0:57.0,J. Harden makes free throw 1 of 1,1,127-123,,
0:40.0,,,127-123,,M. Ellis misses 3-pt shot from 23 ft
0:39.0,,,127-123,,Offensive rebound by T. Chandler
0:34.0,,,127-123,,Shooting foul by J. Harden (drawn by D. Nowitzki)
0:34.0,,,127-124,1,D. Nowitzki makes free throw 1 of 3
0:34.0,,,127-125,1,D. Nowitzki makes free throw 2 of 3
0:34.0,,,127-126,1,D. Nowitzki makes free throw 3 of 3
0:34.0,Houston full timeout,,127-126,,
0:34.0,J. Terry enters the game for C. Brewer,,127-126,,
0:13.0,J. Harden makes 2-pt shot from 18 ft,2,129-126,,
0:13.0,,,129-126,,Dallas full timeout
0:13.0,,,129-126,,D. Harris enters the game for A. Aminu
0:13.0,C. Brewer enters the game for J. Terry,,129-126,,
0:09.0,,,129-128,2,M. Ellis makes 2-pt shot from 7 ft
0:07.0,,,129-128,,Personal take foul by M. Ellis (drawn by C. Brewer)
0:07.0,C. Brewer makes free throw 1 of 2,1,130-128,,
0:07.0,,,130-128,,A. Aminu enters the game for D. Harris
0:07.0,C. Brewer misses free throw 2 of 2,,130-128,,
0:07.0,,,130-128,,Defensive rebound by T. Chandler
0:07.0,,,130-128,,Dallas full timeout
0:07.0,,,130-128,,D. Harris enters the game for A. Aminu
0:00.0,,,130-128,,M. Ellis misses 2-pt shot from 20 ft
0:00.0,,,130-128,,Offensive rebound by J. Barea
0:00.0,End of 4th quarter,,,,End of 4th quarter
